Emp ID,Pipe
100660652,90000000
100587944,128650381
100690767,74591708
101059432,56000000
100608430,60312610
100609569,104600000
100653539,45350000
100651722,58850000
100596941,52425000
100641038,37200000
100592496,32745000
100651441,72055003
100658522,56850000
100652489,26400000
100640331,37150000
100619165,34450000
101068117,38836280
100650575,33090000
100590896,153162200
101200292,25716001
100628186,26114602
100660017,25900000
100650619,30690000
100882501,21300000
100658519,35850000
100617853,29050000
100659114,62986712
100633579,40127175
100597826,32870000
100608828,58607001
100613095,15700000
100642806,17250000
100647262,35290000
100608155,29224400
100651094,16756480
100654705,79204280
100599669,14000000
100609073,33027550
100610483,23262000
100582847,19072000
100588753,13450000
100644070,38850000
100650375,67740000
100654085,32800008
100658132,36650000
100653756,41590000
100611486,19600000
100652846,23025000
101170594,13900001
101072617,13300000
100591120,36225000
100642129,12565100
100660049,15222000
100654864,11600000
100623470,34700000
100620711,16166515
101001596,13400000
100646702,14480000
100586314,17925000
100579505,10300100
100619817,27320000
100588600,20550000
100625415,19765088
100660495,8875000
100869732,36425000
100609607,21830000
100646519,9900000
100646427,10584000
100662144,9000000
100591141,26096000
101077909,9658627
100895030,7825000
100904602,7800000
100647674,17220000
100616804,18740000
100623914,34125000
100629293,10800000
100904601,8134545
100622378,7620000
100653597,25650000
100899005,15526972
100616656,10360000
100610320,11170000
100610205,10422720
100587866,6240000
100642379,9600000
100589481,22412860
100587980,6588000
100611390,22452600
100661738,15480002
100619765,6250000
100581784,19240500
100621664,18335000
100584422,17146000
101159720,12000000
100655091,7300000
100586701,38300000
100700761,10960000
100653785,12410000
100649698,12850000
101128970,19650000
101033479,20920000
100592304,7400000
100592305,8500000
100653269,13272000
100653499,21486440
100595407,5075000
100623421,15308000
100608243,11250000
100657929,8735000
100611358,10252900
100607644,7250000
100651901,8250000
100941744,25320000
100623453,9815000
100586959,34330000
100609514,18800000
100619899,10900000
100879751,8500000
100900370,11225000
100633489,18800001
100650344,12175000
100594872,12139000
100601386,17380000
101131115,7100000
100634994,6245000
100609827,22590000
101088654,16400000
100603613,12750000
100651298,5946999
101131118,5500000
100654991,10600000
100633643,10900000
100586863,43810000
101127868,14415000
100574828,5600000
100621724,6250000
100609871,15525000
100595231,17470855
100968114,10600000
100943277,11211000
100629900,9800000
101059157,3500000
100653074,6353607
100619410,23714617
100613915,7812500
100631257,5890000
100584043,5700000
100594397,8985660
100612518,6400000
100584032,6735003
100587434,13870000
100610014,12564700
100609118,5410000
100652169,11480000
100643044,6045000
100637221,11615000
100997154,13214000
100649673,10040000
101062258,4374000
100632400,15050000
100898415,4890000
100651554,22550000
100585872,10125000
100711752,6976000
100609600,14820000
100650501,3100000
100637597,10225000
100646908,17820000
100611316,3200000
101141441,12765000
100587799,4650000
100646452,6500000
100645852,16179000
100654620,6000001
100620090,5635500
101026035,3000000
100650786,13900000
100648421,9443264
100623248,4515000
100964362,16700000
100589728,4498000
100592341,2580000
100596555,5050000
100635215,2500000
100639495,10090000
100610242,4725000
100597983,22932500
100610489,6000000
100593918,19296508
100617113,9480000
100647536,3800000
100619128,7463900
101025735,6875000
100641950,7455000
101152213,3150000
100605530,4164000
100613841,6700000
100638639,6900000
100620023,4890000
100645538,4450000
101193937,2700000
100955805,5570000
101198690,2200000
100649264,4847584
100637664,5100000
100653430,4250000
100619692,10075000
100596618,3735000
100893232,4325000
100580065,2825000
100611284,11525001
100624533,7850000
100619007,2060000
100580190,2700000
101215106,3000000
100612330,8200001
100612055,7624000
100629729,6673500
100613761,9400000
100653977,12178500
100610903,5837000
100626898,5190000
100649726,5335000
100639477,16675000
100600975,3125000
100608366,6337500
100886112,5000000
100649936,6120002
100593650,6050000
100635485,3500000
100650783,5490000
100656722,6651000
101078216,9070000
100631322,10195900
100628181,12760750
100647488,5950000
100589299,11650000
100611080,3675000
100620162,6978000
100648136,3000000
100625755,7957923
100590772,8761000
100625563,3395000
101088146,5575000
100642238,8487000
100634919,4300000
100652454,2800001
100610419,2905000
100892076,2675000
100660092,5400000
101051394,2610014
100632514,1700000
100623735,1700000
100659458,2938000
100690774,3150000
100589248,4900001
100599268,4893000
100628059,8510000
100597272,3266001
101082364,5520000
100626060,7702000
100607244,3739565
100708984,10725000
100610367,4658049
100648460,1500000
100619607,5590000
100655465,1500000
100597190,1650000
100586524,5700000
100866856,10080000
100641939,3847000
100591320,3225000
100609611,1500000
100660701,1500000
100602451,2850000
100654835,2650000
100649654,3100000
100643454,6025000
100611351,8446280
100651086,4425000
100606975,3200000
100636647,1480000
100608521,4369550
100647463,6192000
100660608,4015000
100869794,8082500
100650064,4076000
101238285,1300000
100616377,8465000
100592784,1895000
100650568,6483000
100647935,5395000
100638978,3575000
100604298,1200000
100658814,4215000
100593964,1170000
100649928,1350000
101093101,4380000
100584866,1625000
100650713,1000000
100586452,12260000
101170527,3000000
100651896,1000000
100650678,4060000
100651946,5429000
100622716,1900000
100645232,7077000
100633763,2900000
100625578,5175000
100586233,1749000
100636461,4715000
101054840,8190001
101213659,2900000
100904603,1799000
100653021,2000000
101076271,2066000
100655073,1540000
100661890,2384887.2
101141463,2550000
101143771,1000000
100644939,3125600
100588959,2800000
100702554,3225000
100628223,5080001
100611003,1000000
100662113,2946000
100610426,1250000
100586786,2875000
100658777,4535000
100654914,10270322
100652666,4240000
100659524,2350000
100620159,3776000
100929557,6000000
100650382,1675001
100585370,4540000
100611158,3970000
100651998,3990000
100637651,5205001
100652316,1945000
100608164,2125000
100598931,1850000
100956516,9498000
100649566,1250000
100611547,6975000
100627224,3465000
100586711,1000000
100625459,3048000
100592741,1840220
100623535,4520000
100605616,1899854
100646809,3070000
100622174,1360000
100581763,2100000
100655236,1350000
100694651,2256000
100608247,1850000
100584558,3805000
100661817,900000
100945646,2945000
100910245,2030000
100618842,4619517
100888587,3037177
100642499,900000
100869674,1895000
100657185,1889778
100914325,2629000
100656050,1993000
100651638,1730000
100628891,2168792
100650304,3525000
100660061,1300000
100911004,1600000
100621410,2725000
100616269,1950000
100585952,1200000
100660640,4004000
100647460,4050000
101059844,1460000
100650657,2365000
100646804,2750000
100620934,3760000
100592715,7892000
101017204,1550000
100585718,4695000
100637587,2750000
101088701,2300000
100986592,3050000
100585834,3899000
101090224,765000
100609226,2077430.97
100875111,9182000
101164038,700000
100609544,2852244
100587881,4485000
100589948,1875000
100901211,2317000
100603236,910000
100634482,885000
100463736,1150000
100618376,2684000
100615814,975000
100607920,1125000
100656882,670000
101200304,615000
100610826,1350000
100639134,1175000
100619620,850000
100620643,2030000
100568413,3049628.02
100609393,3493000
100659846,2070000
100896447,1070000
100605581,2299800
101093737,2075000
100625588,4679200
100657831,2337440
100644077,1880000
100569225,1976000
100649463,3250125
100645470,2585000
100640945,938255
100634752,800000
100589278,3892000
100609257,3850000
100910509,1450000
101211068,950000
100589741,1350002
100629231,750000
100586334,1600000
100660934,500000
100933537,3375212
100632043,1000000
100980598,500000
100624244,500000
100580806,3500000
100646652,1150000
100628172,1050000
100923205,550000
101238292,1950001
100596849,600000
100612395,3475000
100585036,500000
101210545,1250000
100591654,1155000
100643946,1000000
100591972,500000
101161608,1150000
100592932,7842000
100648324,1815000
101152256,1000000
100878565,500000
100597339,4225000
100599962,775000
100609525,500000
100649481,1050001
100616623,680000
100599152,2026200
100594243,2500000
100922604,700000
101186492,1250000
100595346,540000
100651040,500000
101147686,600000
101138319,2450000
100650453,1700000
100652479,3703000
100591095,807684.59
100612746,500000
100612834,500000
100582604,490000
100659145,480000
101090216,1725000
100596320,600000
100642211,750000
100635527,1150000
100658994,550000
100587219,2913500
100611501,540000
100611212,560000
100650967,400000
100613849,1955127.69
101154613,615001
100983419,400003
100882877,2396500
101169845,650000
100608090,788000
101230882,539000
100650520,1339784.41
100586530,350000
101080198,975000
100660828,400000
100609005,550000
100651020,450000
100589357,993740
100608383,325000
100620553,495000
100591676,1049827.45
100642861,300000
100611799,300000
100625107,1410000
100878189,300000
100614969,1450000
101094571,300000
100882152,300000
100639544,600000
100612509,1270949.62
101000708,893000
101161639,435000
100641346,1000000
100866857,500000
100590659,250000
100694304,300000
100603415,250000
100609628,999000
100604370,542640
100591010,1660000
100623111,700000
100617170,1078000
101148689,980000
100619580,250000
100633795,525000
100608771,585000
100640433,650000
100592561,500000
101211126,1200000
100609615,1915180
100592873,1485000
100623906,250000
101154609,1570000
100892374,700000
101215108,250000
100612201,823000
100650162,450001
100655738,250000
100614201,450000
100644409,250000
100614269,358246.38
101146755,550963.08
100604296,500000
101230885,200000
100608282,400000
100904300,200000
100608136,500000
100638965,260000
100602248,6059747.5
100612715,200000
101056026,349500
101146063,150000
100624248,250000
100609381,150000
100963608,150000
100627554,150000
100660529,236400
101204051,200000
100653538,100000
100606970,100000
101156917,100000
100610875,100000
100586521,100000
100889596,100000
100640093,150000
100626837,340000
100650183,100000
100642273,150000
100628004,135000
100657101,75000
100623235,50000
100611377,50000
100634698,50000
100599107,50000
100659011,50000
100870972,50000
101056431,25000
100611272,12500
100661023,10000
101216124,2508.03
100634023,1
100660027,2
100609078,1
100612587,0
