Date,Id,Tweet,Username,Location,likeCount,replyCount,retweetCount,quoteCount,userDescription,userFollowers,hashtags,Cleaned_Tweet,Tweet_tokenized,Tweet_removed_stop_word,Tweet_stemmed,Tweet_lemmatized,sentiment,Country
2019-12-14 13:29:46+00:00,1205842316004601866,"“Pete had, as a young man, achieved this indifference, this sense of complete freedom between health &amp; sickness. In his fight against A.L.S. &amp; advocacy for...patients, he came to take every day as a gift rather than worry about how long or short the rest of his journey might be” https://t.co/9RSFAs0Eiz",jzipple,Belize,16,0,0,0,"Jesuit priest, Belize City 🇧🇿 | “i can, with one eye squinted, take it all as a blessing.”",6438,,pete had as a young man achieved this indifference this sense of complete freedom between health amp sickness in his fight against als amp advocacy forpatients he came to take every day as a gift rather than worry about how long or short the rest of his journey might be,"['pete', 'had', 'as', 'a', 'young', 'man', 'achieved', 'this', 'indifference', 'this', 'sense', 'of', 'complete', 'freedom', 'between', 'health', 'amp', 'sickness', 'in', 'his', 'fight', 'against', 'als', 'amp', 'advocacy', 'forpatients', 'he', 'came', 'to', 'take', 'every', 'day', 'as', 'a', 'gift', 'rather', 'than', 'worry', 'about', 'how', 'long', 'or', 'short', 'the', 'rest', 'of', 'his', 'journey', 'might', 'be']","['pete', 'young', 'man', 'achieved', 'indifference', 'sense', 'complete', 'freedom', 'health', 'amp', 'sickness', 'fight', 'als', 'amp', 'advocacy', 'forpatients', 'came', 'take', 'every', 'day', 'gift', 'rather', 'worry', 'long', 'short', 'rest', 'journey', 'might']","['pete', 'young', 'man', 'achiev', 'indiffer', 'sens', 'complet', 'freedom', 'health', 'amp', 'sick', 'fight', 'al', 'amp', 'advocaci', 'forpati', 'came', 'take', 'everi', 'day', 'gift', 'rather', 'worri', 'long', 'short', 'rest', 'journey', 'might']","['pete', 'young', 'man', 'achieved', 'indifference', 'sense', 'complete', 'freedom', 'health', 'amp', 'sickness', 'fight', 'als', 'amp', 'advocacy', 'forpatients', 'came', 'take', 'every', 'day', 'gift', 'rather', 'worry', 'long', 'short', 'rest', 'journey', 'might']",5,Guatemala
