transaction date,est_revenue,vod_revenue,est_trannx,vod_trannx,nr_est_rev,nr_vod_rev,lib_est_rev,lib_vod_rev,d2d_revenue,total_rev,discounted_rev,new_paids,ex_paids
00:00.0,763556.24,446489.74,70011,67289,129537.71,102656.09,285599.71,148962.29,24935.42,1234981.4,243727.47,5707,98282
00:00.0,571070.06,270056.3,51907,43849,102676.03,64501.59,196646.45,102858.58,18984.17,860110.53,172002.29,4182,69309
00:00.0,724674.81,193484,71757,33052,108374.63,52347.01,216115.51,80060.34,14279.13,932437.94,329364.32,2988,63691
00:00.0,567016.1,186186.45,49782,32086,91931.38,49929.21,193040.02,78672.34,14288.84,767491.39,180891.13,3006,55988
00:00.0,594523.74,204495.48,51088,33847,94411.06,49422.33,214854.07,82468.88,14628.49,813647.71,176834.38,2938,58738
00:00.0,1019528.26,377147.48,108978,58484,148161.81,95227.85,301127.06,134380.87,18113.67,1414789.41,445075.05,4369,107537
00:00.0,980696.18,501945.72,93300,78213,171290.08,130691.61,346587.15,178094.89,24785.03,1507426.93,337262.42,5885,118877
00:00.0,740527.14,330786.33,69606,56090,115039.84,84686.75,272637.54,138831.14,21169.27,1092482.74,238337.69,4490,87945
00:00.0,558955.55,183432.51,51842,33853,105632.17,44211.3,188302.19,91040.74,13309.53,755697.59,169732.01,2999,60671
00:00.0,782351.24,176817.8,63361,34109,245284.3,57548.99,185060.68,85001.51,12568.59,971737.63,259665.87,2850,67582
00:00.0,590526.33,165389.4,46324,32418,155519.09,51425.96,183113.37,83008.28,12402.84,768318.57,163876.3,2893,57299
00:00.0,587304.12,172209.52,46771,33859,142036.28,51225.09,193556.6,88158.38,13511.71,773025.35,163313.91,2972,59144
00:00.0,1047487.64,302108.12,109288,55342,205124.76,86866.6,282690.83,139313.28,19185.04,1368780.8,457327.42,4247,107165
00:00.0,1059573.26,413569.37,97191,75543,242373.34,120943.33,342492.19,189235.18,23572.99,1496715.62,358850.22,5614,120568
00:00.0,860539.24,327011.24,77558,62537,179037.24,94230.07,293088.85,162955.81,20542.98,1208093.46,275643.74,4958,99459
00:00.0,551766.72,153250.48,50527,33340,93357.03,41903.45,187598.65,95443.28,13655.94,718673.14,178906.42,2975,59399
00:00.0,722208.25,152958.04,71121,33216,105559.41,50292.94,202005.82,88951.99,15647.31,890813.6,353398.92,3091,64968
00:00.0,574555.56,139404.7,51075,30107,94988.58,44292.6,188469.73,81364.74,14195.91,728156.17,214812.25,2793,55285
00:00.0,575397.54,146061.22,50298,31542,98392.09,46612.89,192430.24,85456.87,13431.81,734890.57,198414.79,2786,56662
00:00.0,978013.48,260206.75,106149,53262,146321.88,93363.47,272529.87,135309.91,16994.33,1255214.56,465850.59,4000,101897
00:00.0,986763.89,358417.67,94565,72781,184009.67,129842.11,317361.74,183424.11,21391.32,1366572.88,376313.48,5251,116285
00:00.0,660044.33,197380.41,63819,42711,102128.56,63783.08,215875.37,116576.65,16773.08,874197.82,254467.86,3528,73823
00:00.0,860626.37,158177.2,69008,33302,248859.86,69879.64,170976.05,78100,10587.73,1029391.3,363378.54,2584,70449
00:00.0,643522.22,149302.27,51207,31910,169129.89,60584.44,166719.58,79387.78,11431.29,804255.78,236953.76,2558,60243
00:00.0,678620.33,178225.19,53277,36844,175793.58,69803.7,179416.22,91562.15,11399.3,868244.82,240511.6,2916,65983
00:00.0,1001377.9,426921.7,92055,64193,221394.21,114596.93,254225.44,133878.31,14985.13,1443284.73,432431.16,4759,108677
00:00.0,1083228.63,565701.42,93999,89000,251894.97,164308.59,312439.73,189159.36,21408.4,1670338.45,412621.97,6611,131555
00:00.0,1115273.69,607326.55,95693,99602,249831.89,175619.73,330644.03,221752.45,18322.39,1740922.63,419722.09,7599,140649
00:00.0,755212.09,295331.73,60673,52605,243544.71,79248.77,215783.49,129287.82,13567,1064110.82,202774.56,4421,84273
00:00.0,1024877.8,218713.27,87357,40410,412726,64473.86,233720.08,99050.71,11941.05,1255532.12,318735.91,3809,83438
00:00.0,810893.91,204536.15,66518,37911,297075.36,58033.54,219882.65,95010.68,10499.84,1025929.9,220495.91,3679,71393
00:00.0,828650.92,216158.29,68678,40548,278158.82,61224.18,238457.73,102345.23,13033.55,1057842.76,228327.13,3738,74909
00:00.0,1141680,305854.29,111312,55246,325974.55,90198.21,303864.98,134785.35,15976,1463510.29,430735.86,4508,108286
00:00.0,1131277.17,394424.17,102242,70737,338111.76,122654.48,341856.6,167720.11,18909.99,1544611.33,356404.94,5860,119071
00:00.0,945021.37,296857.63,87492,55380,240390.4,87035.16,291167.6,138784.55,16488.54,1258367.54,319208.42,4625,97801
00:00.0,561339.56,141538.75,52954,28518,123860.12,35594.16,173083.2,78446.67,9686.98,712565.29,188441.86,2754,55609
00:00.0,791041.32,159346.81,81229,30845,157600.62,62522.83,176385.66,70166.4,11361.01,961749.14,377310.08,2895,68489
00:00.0,683617.15,157966.56,61276,30554,141367.17,59541.63,182407.64,70952.65,11090.54,852674.25,250071.39,2955,61014
00:00.0,650735.4,166596.15,58686,32301,135314.84,62239.49,187650.61,75881.81,12046,829377.55,236642.72,2957,61760
00:00.0,999255.86,298071.32,100480,54622,195442.89,114221.13,263936.27,121694.13,13131.15,1310458.33,438670.06,4125,101528
00:00.0,1061171.14,404130.56,97681,73660,231840.54,154262.06,323751.61,163305.59,17917.85,1483219.55,395228.63,5365,117876
00:00.0,887420.19,313112.44,80401,59446,173937.57,113426.75,281377.1,141157.29,15973.16,1216505.79,315586.83,4828,96757
00:00.0,562966.27,154380.36,54280,31594,84716.1,50277.58,182491.05,82717.16,10587.28,727933.91,206154.88,3138,58936
00:00.0,858625.51,184233.73,89453,35497,114879.63,84880.41,199925.3,74282.1,10475,1053334.24,460929.2,3256,73043
00:00.0,694870.19,175020.71,65771,33592,95503.84,75500.86,206803.6,72745.4,10671.83,880562.73,294115.58,4508,63871
00:00.0,653364.94,257593.88,61460,37546,86307.74,69064.21,197903.66,75190.03,11928.9,922887.72,278175.62,3749,66274
00:00.0,917941.76,379024.38,95347,57155,123322.77,116266.07,245846.06,114266.37,12575.24,1309541.38,453823.89,4214,99829
00:00.0,901159.1,461659.51,86329,73308,139161.81,156872.59,281286.85,147698.4,16017.97,1378836.58,380588.22,5358,111352
00:00.0,769066.47,347653.89,72685,58386,103094.9,115277.99,250837.04,127099.29,14431.9,1131152.26,311140.63,4778,91128
00:00.0,487943.3,175479.46,48351,31203,55463.09,50510.59,154216.13,76074.08,9277.96,672700.72,198121.87,2893,55814
00:00.0,683879.48,171021.89,66246,31038,120990.57,58138.35,182420.51,71022.53,8701.98,863603.35,305842.44,2841,62617
00:00.0,570314.59,172624.41,49329,31616,98926.72,56699.47,190360.1,74393.78,9328.03,752267.03,196323.76,2741,56710
00:00.0,562948.6,176477.74,48894,32394,98022.84,59064.93,187761.84,75878.52,9579,749005.34,193565.86,2765,57785
00:00.0,1013794.68,317672.09,101888,55054,156537.19,113944.95,295984.07,120456.44,13921.19,1345387.96,456151.52,3819,101172
00:00.0,1097630.87,426947.05,99222,74867,187026.42,158649.62,371465.53,162529.9,17098.17,1541676.09,415968.75,5531,116891
00:00.0,955837.88,346180.49,84408,63379,154621.14,125471.23,334916.32,145400.75,16513.17,1318531.54,339804,4809,100505
00:00.0,795850.63,197163.59,66040,37477,233637.49,62638.59,230566.61,92999.55,8793.46,1001807.68,229913.39,3440,71817
00:00.0,1054936.23,189547.8,96559,36349,291870.5,71090.7,303183.69,85470.49,10186.57,1254670.6,389898.36,3292,77425
00:00.0,1157995.17,201102.36,93075,38083,274970.63,72137.1,378392.46,90658.82,12627.8,1371725.33,365341.64,3451,77862
00:00.0,913860.75,196238.91,73885,37118,209274.83,66553.32,321933.88,90798.61,10483.8,1120583.46,265050.58,3239,70608
00:00.0,1318967.61,314448.93,155267,52001,232220.78,97106.86,366711.16,119007.81,13182.57,1646599.11,620667.04,4058,113450
00:00.0,1182246.72,398959.36,114669,66609,246890.49,128965.13,394853.74,150698.55,16542.19,1597748.27,428999.69,5076,114221
00:00.0,996415.49,323531.36,93750,56169,196905.16,101092.89,346773.57,133828.1,14824.44,1334771.29,336787.34,4495,97016
00:00.0,672787.1,182104.68,65001,33317,121904.92,50935.47,230192.68,86520.76,10085.78,864977.56,226204.77,3061,64332
00:00.0,999877.67,186102.4,98022,35134,155388.21,63531.83,267349.23,86272.98,10890.15,1196870.22,505170.2,3344,76204
00:00.0,767530.47,178735.11,68340,34120,129729.23,59367.98,240185.14,85833.44,9088.46,955354.04,310308.42,3135,66096
00:00.0,744177.16,191091.63,64770,35820,123508.84,60113,244374.07,90285.59,9357.79,944626.58,281751.2,3267,66698
00:00.0,952756.28,301312.2,84729,52770,185728.02,112182.09,298712.08,117649.19,11900,1265968.48,386015.08,4106,91948
00:00.0,981580.22,371580.33,81767,66210,201496.17,148757.14,335024.79,144873.94,15015.14,1368175.69,346847.61,4928,103340
00:00.0,899116.57,331918.04,74078,61284,169981.02,125404.3,315682.34,143260.33,14748.13,1245782.74,303112.88,4925,94789
00:00.0,580710.89,160719.11,50580,31569,94390.92,52913.72,201188.76,81771.85,9773.25,751203.25,194939.71,2820,57334
00:00.0,918247.13,173670.34,91642,34259,88576.6,67205.11,333620.46,80903.34,10501.67,1102419.14,472276.17,2882,71770
00:00.0,719290.9,167444.99,65818,33475,99358.64,60565.12,246685.66,82148.68,11475.91,898211.8,302855.79,3511,63584
00:00.0,902686.85,184571.96,97064,36672,104395.63,64485.2,266427.32,91032.13,10718.98,1097977.79,451468.63,3432,76840
00:00.0,1152054.62,305394.58,107699,52858,129294.66,102042.77,318184.64,118092.68,13985.64,1471434.84,495131.72,4315,99367
00:00.0,1040190.71,327090.07,91493,57270,124814.79,113479.89,317487.74,128016.69,15278,1382558.78,404223.81,4455,98374
00:00.0,967242.75,306330.02,85821,54478,110929.4,99429.57,300818.65,127570.79,13723.44,1287296.21,377740.52,4409,93693
00:00.0,612888.17,161371.68,55534,30712,61632.88,46593.11,206064,78443.9,10610.98,784870.83,215312.07,2910,58050
00:00.0,952685.38,164727.12,86874,31178,61154.4,52994.47,226017.43,73901.32,17239.34,1134651.84,529490.57,2943,70762
00:00.0,781575.85,160093.86,65735,30975,58683.65,50541.06,234090.36,75534.08,13647.1,955316.81,344519.03,2919,62417
00:00.0,749271.85,163362.45,62398,31853,58128.9,50593.94,232146.17,78726.79,13073.06,925707.36,313213.36,2927,62710
00:00.0,997873.46,265645.63,83309,49067,112082.72,103304.6,295985.48,108217.6,14294.15,1277813.24,428469.74,3936,89394
00:00.0,1003809.96,355136.69,79817,65302,116537.06,139939.58,332560.04,141693.14,19620.35,1378567,378083.42,4980,102127
00:00.0,896254.24,287848.24,71617,54670,94937.38,106202.97,313662.81,126574.5,19083.91,1203186.39,330224.84,4536,88762
00:00.0,562303.91,148307.52,46743,29969,52806.88,49055.07,195432.46,75730.54,10731.16,721342.59,204601.6,2906,53873
00:00.0,825171.17,144480.46,84542,28917,69067.28,47478.68,245112.62,73263.29,16317.83,985969.46,457833.97,2555,65307
00:00.0,660140.22,146837.98,59851,29503,61981.7,46082.56,221128.85,75988.1,17596.97,824575.17,286958.85,2771,58393
00:00.0,642651.3,261257.13,57446,36093,58683.59,44565.26,231221.13,80099.78,13397.27,917305.7,266196.29,3126,63224
00:00.0,861889.21,467635.84,75618,58391,92462.66,82973.42,295053.06,114141.37,13760.09,1343285.14,374472.16,4429,91992
00:00.0,890828.38,574217.26,73600,73510,104468.98,107853.94,330742.03,144788.54,18692.45,1483738.09,334021.06,5344,105021
00:00.0,765847.01,447487.27,63613,59991,84460.49,81879.08,288328.94,126095.49,15779.06,1229113.34,282968.06,4702,88079
00:00.0,482740.45,216612.49,42314,32394,42517.96,36768.87,179924.58,77531.61,9351.3,708704.24,178451.21,2988,53272
00:00.0,895902.5,201018.1,93806,32521,86727.19,39708.67,254072.29,81371.02,11379.97,1108300.57,532907.02,2860,68914
00:00.0,669608.75,195263.07,64490,31721,69366.16,38543.12,217723.77,79071.65,10392,875263.82,325250.28,2973,59535
00:00.0,628328.11,184515.9,58560,30364,63016.93,35755.51,209790.82,77170.82,9676,822520.01,290154.81,2601,57608
00:00.0,825903.71,293092.74,76894,46140,95035.06,67300.71,264464.97,108328.66,11375.47,1130371.92,398687.71,3450,79775
00:00.0,877395.89,405924.06,76247,63392,114854.32,96814.23,302321.33,145283.14,14876.33,1298196.28,362049.36,4810,95941
00:00.0,769870.73,316543.94,66289,51942,93188.08,74071.64,271651.37,126048.2,14751,1101165.67,307267.7,4106,81393
00:00.0,522622.01,157773.36,47275,27785,68958.03,32982.36,171342.82,73216.73,8748,689143.37,215208.99,2592,50615
00:00.0,844622.15,139466.16,81162,26250,176023.71,33136.87,162636,69272.89,9719.45,993807.76,441675.5,2421,62862
00:00.0,626423.51,133834.38,56736,25499,121329.93,30261.59,155879.13,68910.42,8840.92,769098.81,278326.58,2387,53967
00:00.0,620204.62,137614.61,54930,26315,111504.22,30422.6,168362.6,71910.43,10078.99,767898.22,266144.69,2383,53746
00:00.0,884418.63,251362.79,80691,41940,151738.09,61994.32,225463.15,101043.87,12716.89,1148498.31,420528.58,3248,79942
00:00.0,887723.93,315952.78,76063,52867,165938.27,80221.45,252985.54,126540.76,13299,1216975.71,369135.38,4073,88690
00:00.0,780186.32,255155.82,66698,44671,135465.3,62262.42,231154.05,113506.1,13725.12,1049067.26,313294.01,3561,76891
00:00.0,542239.13,138655.66,48826,26232,68941.66,30717.66,156358.91,72531.49,8827.27,689722.06,229248.11,2400,50804
00:00.0,880874.27,136732.26,85319,26860,85749.68,41305.99,185393.39,69076.87,7993.01,1025599.54,557022.22,2398,61719
00:00.0,596042.96,125025.53,54860,24735,70968.85,32704.29,166153.52,67186.01,6821,727889.49,295959.55,2155,50668
00:00.0,581941.84,128006.95,52562,25140,75821.3,35008.49,169724.2,66825.51,8612.99,718561.78,269416.64,2215,50771
00:00.0,807945.69,225003.24,72193,41246,122820.07,71634.19,228219.69,100547.99,10656.86,1043605.79,379529.43,2867,75633
00:00.0,834469.27,288476.35,70374,52227,142340.49,93273.87,261198.67,124864.45,12574,1135519.62,342963.32,3666,85736
00:00.0,825689.2,285009.46,68708,51711,137306.63,89175.63,261981.95,125917.77,12853.32,1123551.98,324913.8,3827,84259
00:00.0,481618.43,127517.61,42931,25714,60532.05,33847.98,156646.75,71180.53,8357,617493.04,198683.15,2297,47804
00:00.0,633973.09,153963.81,65778,29665,64884.09,57962.5,221212.13,67987.8,8469.99,796406.89,329533.15,2428,57966
00:00.0,476541.42,136907.23,44429,27185,50605.18,46988.09,188451.09,66269.41,7513,620961.65,190304.66,2203,48509
00:00.0,475674.91,135727.94,42994,26775,48848.93,45553.73,189902.83,65582.78,9389.99,620792.84,179178.25,2031,48150
00:00.0,704025.47,208432.61,61686,40443,121264.24,79530.29,261716.92,93989.11,9663,922121.08,258487.95,2671,71088
00:00.0,732153.49,285987.16,60791,55746,123064.42,111713.02,297799.3,128245.89,13213.85,1031354.5,232928.2,4160,84063
00:00.0,653523.66,241197.33,54086,48192,101531.62,90408.58,271402.72,116037.04,12603,907323.99,200891.44,3334,73987
00:00.0,443866.68,123289.96,38005,26226,70977.55,38423.93,178059.65,70042.14,7938,575094.64,132107.7,2186,46063
00:00.0,778733.03,117077.57,79540,25470,141889.1,38946.45,202417.68,69906.29,8484.26,904294.86,399054.93,2171,60570
00:00.0,557686.25,109268.58,52137,23885,109059.39,35528.17,171402.58,66276.22,8284.13,675238.96,226647.62,2034,49852
00:00.0,638903.57,115633.25,53833,25206,101436.84,36188.39,175527.66,70543.41,8647.69,763184.51,218024.7,2293,53311
00:00.0,909741.99,191075.65,72763,39101,161766.39,78043.83,223716.67,97434.73,9902.01,1110719.65,293029.16,3189,76712
00:00.0,910896.35,256005.32,70342,51679,178189.56,106631.93,250592.05,126477.08,11308.98,1178210.65,272318.06,3802,86871
00:00.0,795269.21,215193.59,61899,44682,139908.3,83431.03,233167.14,115311.92,11063.79,1021526.59,236836.24,3479,75876
00:00.0,525813.61,118880.68,43856,25913,88070.65,38489.02,152692.93,73032.48,8395.99,653090.28,164874.12,2448,49263
00:00.0,819959.03,232138.39,90857,31342,114442.95,44058.5,215446.67,68250.47,8175.31,1060272.73,459261.59,2645,66589
00:00.0,619486.76,210024.45,59320,30131,95862.25,41920.4,161064.33,69520.85,7156.29,836667.5,284906.29,2522,57193
00:00.0,646117.66,215675.24,59938,32263,98680.16,45533.06,171529.64,76976.13,7008,868800.9,282810.99,2580,60256
00:00.0,1094778.16,342834.18,125392,50463,148652.04,79500.99,227209.91,115555.51,9442.56,1447054.9,613564.75,3758,102576
00:00.0,973801.92,400626.93,99131,59971,150104.24,99224.31,228445.18,136707.26,13113,1387541.85,475024.54,4471,102345
00:00.0,943810.79,410051.18,92088,63540,147705.45,102639.6,234431.9,150106.14,12485.92,1366347.89,437893.82,4771,103385
00:00.0,893957.88,309627.63,92623,51523,115668.66,79900.7,219947.27,129091.16,11550.13,1215135.64,458595.88,3984,92201
00:00.0,621378.13,222881.48,61536,32645,69964.86,43059.12,161946.77,75407.03,8227.6,852487.21,305840.78,2717,60704
00:00.0,513501.83,202991.31,46417,30856,61100.25,39388.3,162462.15,73671.83,7758.4,724251.54,207824.64,2760,53390
00:00.0,531799.97,204263.26,47558,31415,63179.17,40583.72,175065.49,75671,7721.31,743784.54,208344.96,3133,54579
00:00.0,849997.9,257294.57,101044,39837,76092.3,60063.52,204050.74,92924.05,10298.99,1117591.46,483632.26,3359,85701
00:00.0,778493.22,333070.2,82173,51503,87535.62,82062.39,227585.38,118277.19,12644.23,1124207.65,371921.2,4106,89224
00:00.0,759940.15,293872.19,79968,46745,75825.44,69202.63,223714.72,111572.32,11320.46,1065132.8,363504.4,4221,84392
00:00.0,499344.9,163526.2,53022,28615,45503.54,34205.45,156783.33,76783.19,9778,672649.1,224723.88,3080,54787
00:00.0,837753.73,148604.05,75547,26916,195673.46,36269.48,189532.95,73034.61,8066,994423.78,411979.18,3000,61776
00:00.0,572770.19,133202.05,50744,24875,105113.33,30431.67,154447.21,68768.67,7172.29,713144.53,261063.7,2859,50234
00:00.0,579104.88,136596.01,49226,25658,95783.45,31145.48,158910.36,71003.42,7024.79,722725.68,247487.75,2749,50886
00:00.0,1000393.3,212209.33,111271,37606,122490.87,54678.12,202797.42,97102.43,8618.32,1221220.95,574663.49,3306,88199
00:00.0,876442.82,258029.09,84971,45564,124830.46,68412.87,214563.37,116138.65,10455.53,1144927.44,427402.83,3573,85938
00:00.0,806191.17,236531.5,79572,42531,105257.42,57737.95,207029.95,112866.14,9766.3,1052488.97,393252.89,3473,80728
00:00.0,526175.15,128689.83,51981,25319,60254.52,28626.22,140211.34,72747.41,6935.99,661800.97,246787.46,2482,51929
00:00.0,722931.49,131908,65351,25656,119671.14,38545.99,147197.38,68465.09,6678.12,861517.61,381621.59,2409,57142
00:00.0,552801.54,119549.66,47263,23586,103512.31,31657.94,136651.75,65137.52,7387.66,679738.86,247053.75,2335,48036
00:00.0,561118.23,126022.01,47187,24851,101789.06,34483.92,148084.07,68356.39,7287.01,694427.25,240729.54,2266,49790
00:00.0,866316.13,184325.92,92750,34550,128849.96,56499.93,181113.35,88277.66,9350.23,1059992.28,481561.18,2729,78284
00:00.0,811732.98,235770.96,77206,43577,143998.66,73416.77,206348.03,109898.65,10883.19,1058387.13,384503.56,3394,80664
00:00.0,852369.13,236094.9,79375,43271,145546.75,67834.66,217490.41,111486.5,8930.39,1097394.42,406585.55,3411,82360
00:00.0,611331.62,127601.52,51444,26059,91069.51,32569.28,135978.98,73889.54,7598.1,746531.24,211862.49,2422,55232
00:00.0,761561.36,142870.03,78128,28508,163977.31,56128.54,192900.28,68908.17,7547.94,911979.33,353063.5,2583,63492
00:00.0,543295.55,126686.39,51065,25723,117728.3,46357.01,164511.78,64926.75,6852.99,676834.93,202974.58,2365,51178
00:00.0,543410.49,153829.94,49617,28202,107422.91,47738.23,169664.47,69509.27,6639,703879.43,191440.97,2479,53110
00:00.0,931348.75,225947.22,101206,40230,133156.62,79333.1,225439.17,93133.25,7955.39,1165251.36,439064.4,2875,86628
00:00.0,849351.23,277983.54,79799,50360,144532.9,99378.27,250602.39,117333.12,10082.56,1137417.33,315379.55,3789,87424
00:00.0,781428.2,246407.93,73483,46397,119074.18,84879.6,237192.18,114168.14,11881.48,1039717.61,290695.55,3637,81425
00:00.0,520470.1,142134,50058,28079,68824.71,40891.36,154860.77,75887.07,7818.97,670423.07,186769.46,2540,54021
00:00.0,721036.22,143569.5,64468,29086,184339.75,53015.51,164221.26,73369.33,8106.46,872712.18,270260.43,2486,62268
00:00.0,570614.89,132897.25,47901,27450,131081.02,46096.56,166359.4,71315.62,7309.78,710821.92,171848.29,2589,52607
00:00.0,618807.3,149215.97,50058,30173,133763.56,48963.59,183920.44,78602.79,8198.99,776222.26,188276.24,2887,56185
00:00.0,1154028.32,207992.25,115817,39949,143381.03,81958.94,219934.89,94745.82,9366.22,1371386.79,669069.22,3404,91115
00:00.0,951060.61,229539.84,85744,44555,142621.17,95585.63,226942.55,104545.6,10369.8,1190970.25,465093.29,3556,85045
00:00.0,951525.51,223084.62,84465,44001,132499.55,90316.64,223664.21,106586.39,9036.76,1183646.89,484069.12,3601,85647
00:00.0,800034.79,215313.59,70180,43310,115881.59,82533.79,210584.15,108758.31,11079.01,1026427.39,352076.83,3561,77979
00:00.0,761522.34,145049.37,81371,29831,117394.48,54591.79,181596.74,74996.97,8461.1,915032.81,394737.54,2996,62246
00:00.0,569135.56,134771.45,54834,28333,93431.69,47980.02,160543.04,74177.5,7226.94,711133.95,240910.07,2755,52915
00:00.0,580637.95,135347.71,54488,28321,91900.33,46479.55,171015.74,75034.59,7632.19,723617.85,241904.03,2596,53176
00:00.0,869463.74,171553.99,97648,35325,121312.8,62907.64,215125.98,90786.63,8266.47,1049284.2,456882.86,2986,78382
00:00.0,786910.01,208890.72,79114,42904,126380.45,78708.2,230759.59,108897.13,9863.55,1005664.28,347697.35,3589,78688
00:00.0,771138.39,200651.09,78094,42189,116274.87,70585.3,229736.8,112015.77,10920,982709.48,338763.71,3738,77548
00:00.0,638652.51,115838.62,59430,25577,181456.28,34772.19,155142.99,73007.56,7091.22,761582.35,226053.83,2683,56838
00:00.0,976350.23,131363.49,83353,27775,307247.65,55757.51,151198.31,70330.66,6573.24,1114286.96,452198.34,2800,69102
00:00.0,716493.67,122626.81,57772,26183,206043.05,48990.67,152555.25,68420.79,6062.96,845183.44,286709.41,2591,56621
00:00.0,740294.64,134166.91,59635,28469,199877.27,53444.49,172977.37,74399.62,6374.92,880836.47,295937.54,2845,60029
00:00.0,1010270.67,183613.6,99779,37882,240075.28,82692.43,198801.57,92560.38,8747,1202631.27,489828.2,3369,86387
00:00.0,946417.94,230391.37,84984,47228,242414.06,106736.98,223128.31,113274.06,9398.19,1186207.5,398033.78,4060,88951
00:00.0,875815.79,217671.39,80563,45258,201379.82,96171.53,213193.16,112639.32,11691.01,1105178.19,374170.93,4033,84845
00:00.0,565699.73,126662.27,53857,27521,107586.19,45417.22,142675.86,76687.33,6571.99,698933.99,241963.98,2736,55392
00:00.0,752556.99,127861.32,73269,26818,112438.7,51956.61,145069.8,68262.93,7106.71,887525.02,446432.45,2532,58470
00:00.0,586835.99,129550.5,51980,26198,101272.53,48858.46,132760.01,66969.07,7297.98,723684.47,292037.63,2510,51432
00:00.0,651802.53,191435.38,54686,29375,138959.39,45022.8,138307.91,69393.58,6730.64,849968.55,287742.13,2925,56289
00:00.0,1102897.54,278524.09,103477,41290,291754.84,71509.46,214929.28,90502.26,9209,1390630.63,496914.17,3938,90189
00:00.0,974167.54,309549.02,84328,47949,262623.04,87087.5,223826.44,106490.73,10059.45,1293776.01,391591.28,4412,88752
00:00.0,942446.77,296138.53,83214,47144,223439.27,79793.64,226236.78,110839.59,9210.24,1247795.54,397258.71,4485,87291
00:00.0,639839.39,161494.06,56824,27936,173849.81,38314.18,139468.73,71839.44,5794.9,807128.35,249706.63,3022,57225
00:00.0,697066.29,177478.75,56035,31622,207004.26,70823.26,153622.86,67213.58,6991.22,881536.26,264621.33,3270,59865
00:00.0,574725.18,178949.68,44262,30885,158454.96,62443.54,149781.2,67497.96,6774.12,760448.98,197375.33,3119,53560
00:00.0,593758.4,342197.79,46780,39384,152991.91,60675.62,152970.23,69021.36,6671,942627.19,217800.61,3573,61154
00:00.0,894723.92,477556.66,86710,54630,187371.29,94131.53,201075.17,88399.09,7274.74,1379555.32,416767.81,5270,91924
00:00.0,851911.89,552998.47,74849,66259,192892.38,120937.83,225924.15,110808.15,10304,1415214.36,340035.38,6538,96545
00:00.0,714517.56,425337.69,63002,52825,144107.7,89029.14,186390.29,97789.75,14649.65,1154504.9,300359.08,5447,81272
00:00.0,503961.64,225090.32,46036,31915,87788,45907.6,134494.67,69233.97,7311.44,736363.4,210522.47,3567,53765
00:00.0,738960.33,234439.68,68704,34213,148476.72,63271.59,178497.05,66494.84,8655.02,982055.03,350610.94,5583,62331
00:00.0,632716.73,227751.08,54794,35019,125270.68,62761.3,174356.01,68766.92,8851.51,869319.32,264997.05,6858,57313
00:00.0,560439.81,210432.75,47623,33200,111113.34,57347.46,161411.24,67824.91,8676.39,779548.95,217491.9,5912,52934
00:00.0,869536.71,311849.71,90633,49066,148696.58,90798.26,208248.18,93410.99,9078.65,1190465.07,426438.8,8816,83581
00:00.0,858595.57,418383.42,79556,65207,171763.72,127721.71,238938.27,121601.4,10210.35,1287189.34,352596.71,11481,92082
00:00.0,814153.34,371794.27,77508,58352,146126.86,108383.73,237421.71,117080.68,11904,1197851.61,343875.03,9904,86594
00:00.0,522152.54,186819.75,49036,32608,79356,49525.23,148484.04,75762.72,7074.94,716047.23,211704.6,5388,53560
00:00.0,811270.56,192405.38,66755,32939,100105.13,64447.4,143683.75,70579.46,7232.18,1010908.12,323220.78,5230,63006
00:00.0,621227.59,178342.49,49425,31188,82153.92,57744.67,140277.96,68785.89,6700.13,806270.21,223172.99,4982,53797
00:00.0,615210.59,184580.28,49160,32536,85518.4,58293.26,156321.54,72184.53,7530.34,807321.21,219242.21,5162,54820
00:00.0,1219829.61,314609.73,113928,54436,130563.07,103617.25,225433.86,112076.94,9344.35,1543783.69,669278.48,9236,103505
00:00.0,967501.79,387746.94,83993,65258,140899.32,127915.74,241319.28,131750.39,10403,1365651.73,396164.12,10539,96371
00:00.0,887101.51,345658.59,79159,58968,119272.99,109415.3,226455.99,128267.67,10629.43,1243389.53,373912.6,9136,90054
00:00.0,562248.18,171132.54,49641,32194,61581.53,47373.56,140474.02,79688.81,6572.14,739952.86,223913.62,4927,54598
00:00.0,943124.28,204372.94,87055,34629,109050.03,64005.31,165497.82,71261.27,7066.36,1154563.58,464229.64,5055,68784
00:00.0,682182.66,190615.22,57002,33019,86929.02,57207.21,145639.54,71193.29,6918,879715.88,291275.9,4716,57714
00:00.0,653826.23,234597.71,55173,35323,79211.1,56105.18,154006.01,72481.41,7178.95,895602.89,279222.39,4812,58902
00:00.0,973558.39,353636.13,96022,54350,120839.49,94307.52,204366.35,102998.75,8120.2,1335314.72,471827.08,7582,91327
00:00.0,937470.09,456543.57,84073,70012,131266.05,127701.47,222178.39,133545.08,10853.98,1404867.64,401058.32,9967,99640
00:00.0,880471.24,400522.65,81569,62507,105244.65,109743.22,216086.73,128002.92,10744.89,1291738.78,385135,9167,93296
00:00.0,533560.36,176742.29,50176,30340,52837.15,43856.88,133265.73,71993.08,6857.96,717160.61,222702.64,4307,53182
00:00.0,655169.22,169667.33,59814,30205,91897.44,50594.48,144849.82,68981.58,7228,832064.55,311202.34,4210,57138
00:00.0,518290.26,153163.39,44350,28381,78918.15,45252.48,139731.87,66145.86,6815.18,678268.83,202039.19,3901,48872
