transaction date,est_revenue,vod_revenue,est_trannx,vod_trannx,nr_est_rev,nr_vod_rev,lib_est_rev,lib_vod_rev,d2d_revenue,total_rev,discounted_rev,new_paids,ex_paids
00:00.0,850451.99,422533.79,81209,102919,405991.56,319825.92,326569.76,102707.87,17196.78,1290182.56,442245.16,8486,121814
00:00.0,605371.77,244436.19,61184,61586,257038.26,175278.31,236076.02,69157.88,17569.41,867377.37,304680.13,5548,80886
00:00.0,528106.11,141284.98,53757,35249,247147.19,98394.01,189634.59,42890.97,10753.37,680144.46,259776.46,3199,56408
00:00.0,418689.63,122717.84,44995,30824,179382.45,83538.97,156759.65,39178.87,9708.94,551116.41,198302.05,2804,49555
00:00.0,461452.94,129974.65,48584,32655,192440.06,87729.41,176623.57,42245.24,10241.12,601668.71,220857.14,3013,53187
00:00.0,660324.44,278600.84,64516,66200,321315.56,202361.87,236902.42,76238.97,13558.56,952483.84,300485.34,5177,91109
00:00.0,662484.95,398947.14,54623,94556,340088.96,290454.62,215578.61,108492.52,22831.58,1084263.67,51552.78,7111,106837
00:00.0,499575.51,269167.74,43170,65578,229390.82,185718.35,171324.43,83449.39,17337.14,786080.39,38370.05,4973,77811
00:00.0,279208.57,110712.23,27116,28127,106707.15,69565.85,94427.77,41146.38,8554.32,398475.12,23582.37,2374,38584
00:00.0,368173.84,160487.26,47243,38975,145533.53,124754.53,147283,35732.73,9226.43,537887.53,56026.23,2736,52453
00:00.0,312284.98,138524.93,39393,34258,109247.35,104123.08,130945.58,34401.85,12411.1,463221.01,53586.41,2465,47038
00:00.0,337792.64,142385.98,38827,35275,124447.21,104781.36,135931.04,37604.62,9923.2,490101.82,47870.67,2492,49454
00:00.0,656040.07,319329.35,76303,76129,245779.16,244352.08,313780.38,74977.27,13668.58,989038,206779.65,4838,98094
00:00.0,549673.71,389754.89,55649,93351,241718.16,296005.59,214040.65,93749.3,19141.56,958570.16,54610.97,5954,103833
00:00.0,475266.28,313721.59,46037,77128,191501.55,225551.91,191369.69,88169.68,16465.2,805453.07,43540.98,5037,87338
00:00.0,392174.15,183215.64,39947,46303,171839.89,124653.81,134660.17,58561.83,11474.81,586864.6,31404.12,3457,60791
00:00.0,452179.37,147325.37,45550,36022,252183.35,109937.57,128121.08,37387.8,8006.18,607510.92,91561.58,2557,55587
00:00.0,338782.51,130244.49,35029,32455,155236.25,94046.37,112890.28,36198.12,7821.35,476848.35,64703.31,2581,46964
00:00.0,346144.14,133934.56,38142,35408,142519.93,94670.02,129512.59,39264.54,7368.81,487447.51,66482.38,2794,49770
00:00.0,507543.76,293444.5,47758,70792,246386.7,221077.22,183189.78,72367.28,11022.82,812011.08,110928.82,4327,87216
00:00.0,613155.97,435780.45,55154,105796,292951.67,328442.4,223981.93,107338.05,15689.9,1064626.32,125143.5,7063,115930
00:00.0,462567.63,286271.62,43590,71539,185640.7,205201.14,186451.9,81070.48,13657.03,762496.28,85335.82,5061,81898
00:00.0,374002.29,128609.79,35460,33987,188977.65,84784.08,113895.95,43825.71,7529.27,510141.35,50795.18,2698,49003
00:00.0,497537.15,135037.68,64775,34176,304727.94,96068.44,109572.76,38969.24,7883.84,640458.67,68163.27,2538,54732
00:00.0,382128.04,118975.16,48371,30729,191159.88,80487.01,103560.72,38488.15,5897.43,507000.63,56274.8,2359,46905
00:00.0,384058.52,125421.63,42831,31984,179760.15,83168.71,116460.01,42252.92,7328.51,516808.66,63648.76,2443,48838
00:00.0,632214.6,285818,59949,69227,346100.14,206665.56,182161.31,79152.44,10046.24,928078.84,101452.3,4687,90793
00:00.0,703034.01,400294.15,63040,96813,371239.46,288644.14,219753.48,111650.01,13815.19,1117143.35,105201.82,6860,112992
00:00.0,555130.9,297983.42,54226,73331,255627.34,204804.11,186510.86,93179.31,13970.22,867084.54,86361.35,5330,88278
00:00.0,365014.32,110861.24,37567,29093,174710.95,67485.29,107998.75,43375.95,6752.96,482628.52,56056.17,2549,45400
00:00.0,564176.59,153055.92,55814,37595,341575.24,115301.43,144589.08,37754.49,8055.47,725287.98,136402.31,3269,61801
00:00.0,457382.42,140170.89,48035,33206,219728.54,99820.73,157242.01,40350.16,9392.33,606945.64,125858.72,2498,54252
00:00.0,448583.49,141332.66,47080,33559,198500.99,96013.66,159022.23,45319,9668.86,599585.01,124142.08,2456,55175
00:00.0,660088.2,303849.38,62594,68529,348762.46,222137.37,213813.8,81712.01,10277.36,974214.94,158509.49,4001,94938
00:00.0,784066.98,433555.69,75576,97094,416362.76,319021.55,261073.03,114534.14,16069.38,1233692.05,193000.88,5706,122177
00:00.0,467519.36,197890.2,48314,46235,201629.05,132166.49,173766.86,65723.71,10909,676318.56,121020.46,2980,64745
00:00.0,404351.09,132231.31,43406,31160,183067.75,84906.01,139443.36,47325.3,7234.57,543816.97,96394.41,2292,50277
00:00.0,541244.03,140034.19,60551,31680,271453.58,96043.13,187550.14,43991.06,7264.34,688542.56,120817.94,2522,57244
00:00.0,413037,127751.26,46336,29203,173562.82,83583.99,157532.58,44167.27,7741.99,548530.25,91000.43,2293,50045
00:00.0,437584.85,155299,48086,35449,175742.25,100389.62,170211.4,54909.38,7595.57,600479.42,86015.74,2666,56297
00:00.0,659699.95,292360.28,69454,64335,301584.04,206948.61,262293.36,85411.67,11866.41,963926.64,155322.34,4076,93161
00:00.0,743306.04,397563.36,72524,87582,350224.01,280267.82,285790.68,117295.54,15732.2,1156601.6,148393.79,5532,114653
00:00.0,620565.19,286087.53,64395,64423,247036.01,190338.15,264612.48,95749.38,14159.84,920812.56,136363.4,4406,88130
00:00.0,534743.78,116997.39,52307,27566,295485.55,69268.81,146235.96,47728.58,7302.34,659043.51,75875.16,2341,57209
00:00.0,877253.15,202115.76,74231,44137,615535.26,145825.61,178513.33,56290.15,7494.9,1086863.81,107225.53,3267,83644
00:00.0,517100.13,137445.27,47728,30541,303817.42,96376.34,129218.6,41068.93,8541.3,663086.7,44105.69,2162,54997
00:00.0,466611.56,142040.6,44414,31822,251599.72,97265.03,130974.41,44775.57,8126.06,616778.22,37960.59,2156,54364
00:00.0,703102.45,309259.57,61150,66641,408035.34,228661.06,198020.11,80598.51,10698.48,1023060.5,60417.43,3837,94736
00:00.0,767167.17,405661.99,65337,87537,434098.74,298671.38,225804.82,106990.61,15732.81,1188561.97,60099.64,5056,113011
00:00.0,639405.27,338886.84,56829,74710,326817.06,236949.9,205978.01,101936.94,14708.31,993000.42,47621.76,4484,96277
00:00.0,548557.75,175811.01,52214,40120,309642.46,112404.26,136830.28,63406.75,9876.32,734245.08,30790.26,3059,67602
00:00.0,743189.23,147720.26,63576,32415,471438.08,107017.33,181858.23,40702.93,8063.96,898973.45,117133.04,2443,65932
00:00.0,582017.44,136616.91,52074,30286,312751.38,95885.2,175836.17,40731.71,7511.47,726145.82,93077.05,2686,56901
00:00.0,617746.79,145207.22,54170,32224,326794.24,101072.86,192452.14,44134.36,10484.91,773438.92,87158.61,2644,59493
00:00.0,905267.04,313180.65,72677,66834,536903.17,235125.9,260533.08,78054.75,12065.64,1230513.33,125788.34,4577,101853
00:00.0,991089.65,452216.99,79268,95859,582233.3,342108.63,291183.71,110108.36,15983.69,1459290.33,125028.74,6670,127698
00:00.0,784969.58,320818.31,67709,69852,401832.79,228252.76,261924.56,92565.55,16200.44,1121988.33,107612.02,5391,97060
00:00.0,463907.9,155774.51,48309,34307,201363.33,108635.26,164329.76,47139.25,8557.65,628240.06,77107.04,3009,58785
00:00.0,494559.47,188048.43,49238,40207,232833.12,147141.14,163919.4,40907.29,9429.73,692037.63,96505.74,2823,63031
00:00.0,528059.35,164662.05,46578,36204,278839.97,121708.12,157718.26,42953.93,10418.18,703139.58,76165.27,2845,59603
00:00.0,500907.38,156056.15,47666,34703,250954.27,112543.44,157849.83,43512.71,9155.95,666119.48,71229.48,2721,59008
00:00.0,946855.94,334750.69,72197,72175,631477.49,258512.01,217187.13,76238.68,11023.92,1292630.55,155582.24,5175,108052
00:00.0,998029.79,468017.36,77018,100847,627747.04,360821.53,261642.62,107195.83,16999.15,1483046.3,176111.07,7219,131656
00:00.0,771528.35,336757.08,63042,74390,429823.13,245665.32,226016.45,91091.76,16690.89,1124976.32,133073.24,5661,100133
00:00.0,646515.02,130312.13,58194,30283,417372.29,84555.25,130015.92,45756.88,7108.06,783935.21,78468.78,2821,62700
00:00.0,829611.11,157878.05,71108,34441,598509.81,117589.17,145681.27,40288.88,7371.74,994860.9,85265.23,3204,71489
00:00.0,784426.33,137738.46,75654,30486,374764.8,97992.75,293930.95,39745.71,8785.2,930949.99,265100.21,2908,66485
00:00.0,619209.64,142545.34,53594,31495,393736.09,100731.08,139304.36,41814.26,9052.83,770807.81,60998.35,2608,61420
00:00.0,915176.18,316567.72,71840,67383,624068.83,241367.69,193874.66,75200.03,9982.06,1241725.96,74294.57,5549,103896
00:00.0,1009949.76,448697.6,78135,95334,673836.95,340013.07,225599.24,108684.53,16145.6,1474792.96,76518.76,7081,128652
00:00.0,783562.66,334007.55,63648,72595,478923.34,242243.84,196826.86,91763.71,16274.82,1133845.03,58862.31,5713,100315
00:00.0,462856.92,159182.18,46273,35954,231426.76,104770.32,130580.76,54411.86,8057.08,630096.18,36634.21,3158,60719
00:00.0,729725.96,236532.26,72588,50503,415277.13,177630.64,218527.22,58901.62,9452.54,975710.76,120318.77,3930,80606
00:00.0,524057.12,169530.3,53776,36990,258016.01,122143.77,179040.03,47386.53,8186.91,701774.33,87065.44,2788,61335
00:00.0,466152.45,159865.25,44737,35066,230843.92,113560.33,151178.99,46304.92,8214.59,634232.29,53987.08,2476,57128
00:00.0,813098.93,299440.81,81200,63923,372392.18,222232.63,349960.47,77208.18,11084.86,1123624.6,242096,4395,99573
00:00.0,749853.84,415184.23,61087,87764,423872.89,314557.27,226199.26,100626.96,14993.75,1180031.82,71540.74,5848,112449
00:00.0,607585.84,288631.9,51395,62584,306171.52,207230.53,199738.89,81401.37,13064.41,909282.15,55428.58,4388,84929
00:00.0,386894.01,124259.23,40972,28065,164269.95,81092.22,127479.68,43167.01,9252.03,520405.27,38777.9,2313,51317
00:00.0,415907.15,175989.47,41800,37168,194995.13,136800.85,136218.77,39188.62,8564.09,600460.71,76929.67,2379,56664
00:00.0,368483.88,163272.12,35859,34990,162871.7,122806.56,126091.08,40465.56,7587.34,539343.34,43436.26,2297,52540
00:00.0,894395.61,160025.91,62986,34461,678973.95,119228.27,133164.48,40797.64,63362.2,1117783.72,36601.78,2891,78520
00:00.0,1064305.78,313797.47,71738,65570,799201.98,245953.98,177111.85,67843.49,63872.13,1441975.38,41857.26,4533,110937
00:00.0,998782.66,438935.58,70782,91806,674468.92,340427.24,220277.72,98508.34,75427.1,1513145.34,48903.04,6536,127553
00:00.0,751083.87,328962.43,57126,70270,448621.05,243711.98,194498.42,85250.45,72306.05,1152352.35,36763.95,5135,99331
00:00.0,468330.56,136115.56,44914,30255,259610.87,92137.54,112851.72,43978.02,47265.18,651711.3,23479.13,2566,58837
00:00.0,594846.85,179995.6,56793,38699,324669.31,141962.16,183015.22,38033.44,42310.03,817152.48,130582.81,2683,67829
00:00.0,443800.85,161787.61,42538,35274,216415.73,122270.85,146437.16,39516.76,36479.45,642067.91,75950.47,2384,58006
00:00.0,455497.71,171725.79,42326,37646,224876.11,126648.92,145951.38,45076.87,34981.72,662205.22,67450.47,2423,60684
00:00.0,705582.75,338286.74,59643,72140,387701.71,263352.11,221896.57,74934.63,41294.38,1085163.87,104384.46,4253,101201
00:00.0,869015.36,425004.36,77012,90393,412652.31,327992.25,336032.1,97012.11,51089.72,1345109.44,214739.39,5482,123258
00:00.0,633388.85,313459.09,56328,67824,294477.83,233692.04,229767.68,79767.05,58995.08,1005843.02,101706.08,4714,92532
00:00.0,396190.15,130203.06,44041,29312,170890.14,88773.75,125429.06,41429.31,30169.2,556562.41,51205.03,2319,55199
00:00.0,555652.68,181480.3,84954,106707,267095.72,139420.02,197343.28,42060.28,28114.57,765247.55,121614.82,7523,72354
00:00.0,460714.22,155244.82,62188,44206,191161.93,113654.64,180164.18,41590.18,28389.2,644348.24,105699.12,3475,58636
00:00.0,427797.81,152872.04,50532,39187,175914.74,110103.35,163659.45,42768.69,29253.83,609923.68,84542.42,2949,56528
00:00.0,623128.9,307250.76,64540,72748,299791.47,234896.26,230135.93,72354.5,34336.74,964716.4,131612.1,4587,93803
00:00.0,682116.26,394160.35,65792,91812,333697.6,300533.83,246768.04,93626.52,39778.12,1116054.73,124501.84,5773,110836
00:00.0,587174.88,293183.48,58487,71314,249456.51,213989.63,228377.97,79193.85,38298.53,918656.89,118552.76,4713,89365
00:00.0,372388.61,132496.24,38489,32351,159445.29,88451.68,131845.56,44044.56,21562.23,526447.08,63349.04,2881,49366
00:00.0,481351.54,146201.92,48026,33340,250622.22,104855.13,142892.85,41346.79,22591.59,650145.05,97770.13,2504,57005
00:00.0,425531.63,135241.55,45441,31244,184813.35,93122.83,159747.8,42118.72,22801.38,583574.56,108035.92,2219,53238
00:00.0,455715.3,168587.99,44600,38545,196036.32,117015.95,177375.37,51572.04,22907.49,647210.78,112701.56,2496,60344
00:00.0,668229.52,302943.37,57310,67011,313829.11,223643.51,260908.08,79299.86,29588.13,1000761.02,184090.79,4057,93206
00:00.0,644260.68,342900.56,55933,75812,296877.22,253653.69,248855.44,89246.87,30951.87,1018113.11,163424.58,4501,99390
00:00.0,643580.15,324591.16,57216,72805,277813.25,233479.53,257944.3,91111.63,32600.67,1000771.98,173754.01,4795,96397
00:00.0,339264.27,138538.31,34353,32609,123400.93,89648.1,130466.09,48890.21,18930,496732.58,51923.56,2209,48686
00:00.0,427331.3,172443.04,58397,106555,174440.91,131237.07,164675.65,41205.97,19716.76,619491.1,87149.62,6246,65765
00:00.0,347197.03,148750.26,39480,43634,126388.96,107293.98,135984.41,41456.28,18575.4,514522.69,56778.9,2775,52062
00:00.0,367782.63,151082.32,39005,39740,143716.53,105243.05,140473.4,45839.27,20355.04,539219.99,47070.83,2440,53490
00:00.0,524982.25,303331.25,48434,73980,242940.67,226570.81,189812.86,76760.44,21950.3,850263.8,65982.57,4002,88273
00:00.0,681622.67,421261.71,66475,100255,287433.08,310745.47,277447.48,110516.24,31768.48,1134652.86,142415.23,5651,116059
00:00.0,527153.05,319436.97,49618,78417,214404.2,226318.56,201307.54,93118.41,27459.35,874049.37,62056.51,4607,90204
00:00.0,376607.24,128704.32,36872,31972,175318.04,82622.92,117430.31,46081.4,19967.52,525279.08,37423.61,2726,49517
00:00.0,430988.36,146849.62,43688,33157,204863.58,103117.54,132574.35,43732.08,19336.08,597174.06,77689.65,2504,54846
00:00.0,394213.54,131471.01,41255,30229,150287.75,88155.27,161478.13,43315.74,18077.07,543761.62,90913.18,2122,51475
00:00.0,348162.41,130108.68,34555,30072,138163.75,85494.92,127660.57,44613.76,20068.09,498339.18,47936.23,2129,47845
00:00.0,532504.22,287457.58,47269,63409,245156.98,205596.58,194575.04,81861,28869.74,848831.54,79881.19,3656,85528
00:00.0,659989.05,434319.58,56716,95017,295811.7,313152.82,254388.52,121166.76,32393.79,1126702.42,86346.31,5579,115047
00:00.0,558381.43,328466.39,49993,73754,224717.85,223768.96,218471.96,104697.43,31747.41,918595.23,70538.79,4595,92704
00:00.0,396133.52,124942.28,37376,29262,187856.1,76364.38,125260.2,48577.9,18401.07,539476.87,40005.06,2247,49168
00:00.0,664936.12,130261.46,76677,30095,289303.64,85889.18,285833.14,44372.28,17143.34,812340.92,250597.65,2155,59594
00:00.0,466043.04,124270.66,49833,29209,189546.18,78694.9,197015.43,45575.76,16597.05,606910.75,143857.57,2091,51385
00:00.0,470435.56,131655.47,48080,30950,172851.87,82594.13,214173.2,49061.34,16040.52,618131.55,152749.1,2274,53155
00:00.0,632101.82,263172.21,63923,59755,254778.87,176427.08,288630.94,86745.13,19108.27,914382.3,207545.84,3582,86942
00:00.0,700852.6,364825,72926,82212,284828.56,247583.93,319042.99,117241.07,25887.65,1091565.25,218233.38,4941,106904
00:00.0,582399.09,278461.77,60282,64176,209967.61,179108.84,270472.18,99352.93,27008.32,887869.18,168110.38,4175,86489
00:00.0,380957.74,113861,40305,27426,156472.88,65372.29,149916.59,48488.71,16041.69,510860.43,90026.27,2076,47296
00:00.0,483033.11,121364.2,47568,28537,265866.21,76843.1,140691.25,44521.1,15234.68,619631.99,93635.13,2156,53074
00:00.0,378957.37,116894.12,37890,27507,178457.79,72019.11,127790.37,44875.01,13201.94,509053.43,73783.24,2055,47323
00:00.0,389786.78,124498.92,39450,29409,172657.33,75546.98,139864.69,48951.94,15850.2,530135.9,81119.31,1993,49666
00:00.0,552161.22,252105.31,50390,57272,269507.91,167305.5,198250.29,84799.81,19651.93,823918.46,109364.4,3350,81648
00:00.0,662912.25,347091.01,59619,78047,317906.06,233280.1,246344.98,113810.91,24210.53,1034213.79,141359.99,4610,102297
00:00.0,594826.2,296789.26,53406,67612,265072.42,194019.64,230717.88,102769.62,24079.29,915694.75,130625.71,4231,89952
00:00.0,529194.22,116777.2,47509,29915,327576.61,67912.48,123706.88,48864.72,16579.24,662550.66,49527.04,2136,57128
00:00.0,675351.4,141266,71084,99916,466436.96,98450.33,118608.74,42815.67,14975.33,831592.73,68610.39,6436,76855
00:00.0,440876.43,122291.03,42796,40456,253366.97,79485.73,106492.35,42805.3,13868.48,577035.94,48623.15,2668,54099
00:00.0,495072.64,128637.54,44283,36871,298713.59,82018.81,115181.83,46618.73,13944.33,637654.51,45509.57,2305,56838
00:00.0,821916.32,264942.92,65430,70085,568312.44,181538.14,163412.51,83404.78,18806.68,1105665.92,91163.5,3947,98263
00:00.0,842853.08,363204.19,67451,93082,539194.4,249499.33,204914.43,113704.86,24002.71,1230059.98,91687.14,5288,115775
00:00.0,665275.55,283993.96,56897,75001,380947.48,186647.89,179452.29,97346.07,25507.51,974777.02,74915.76,4505,93105
00:00.0,472746.71,130335.93,41227,33897,287774.67,78635.85,106402.21,51700.08,16264.78,619347.42,142431.58,3049,55255
00:00.0,679779.33,193384.33,55584,42484,424918.34,149744.83,179967.73,43639.5,14561.08,887724.74,126671.45,2920,73585
00:00.0,492036.37,177812.54,43509,40003,262673.94,129921.57,152422.94,47890.97,15797.73,685646.64,95994.98,2577,63051
00:00.0,480038.92,180577.17,41801,40772,240319.62,129640.8,160263.94,50936.37,15467.85,676083.94,92956.98,2451,62556
00:00.0,658458.14,317055.93,53540,69100,356265.18,237640.04,217767.88,79415.89,17885.38,993399.45,137087.18,3692,94747
00:00.0,661234.39,390484.99,54103,84958,345048.61,290082.02,229564.26,100402.97,21029.41,1072748.79,134596.04,4760,106467
00:00.0,619788.81,411324.52,50716,90211,308510.09,297446.66,223312.99,113877.86,21806.11,1052919.44,121732.46,5127,108383
00:00.0,568161.8,334423.73,48493,74260,249249.8,234187.07,218955.09,100236.66,21720.4,924305.93,125967.6,4424,92632
00:00.0,362169.45,160404.02,33431,35505,141861.7,109492.61,153535.61,50911.41,14771.26,537344.73,87298.48,2196,51661
00:00.0,355545.31,141557.01,31604,31589,125977,94491.22,158307.7,47065.79,16138.67,513240.99,84195.11,2036,47787
00:00.0,390351.08,139045.32,33776,31057,170208.68,91436.78,150316.13,47608.54,15360.06,544756.46,70047.31,2008,49171
00:00.0,537546.35,251590.27,43399,54452,263999.44,176040.44,201591.6,75549.83,18603.4,807740.02,99529.84,2966,77015
00:00.0,590273.38,319956,47279,69052,282820.03,223907.4,227064.53,96048.6,24876.24,935105.62,107186.83,3777,91212
00:00.0,524577.96,280479.86,43366,61678,230823.87,188531.22,206430.11,91948.64,24533.85,829591.67,83400.11,3649,81090
00:00.0,547865.44,140564.56,41223,31967,337848.67,86671.34,133973.96,53893.22,15697.52,704127.52,53400.86,2136,57617
00:00.0,660955.59,182875.87,56458,38942,380712.88,135907.59,205507.82,46968.28,13221.08,857052.54,139546.73,2522,67789
00:00.0,464829.11,150367.08,42812,32739,217947.75,106016.24,180270.45,44350.84,15045.24,630241.43,112652.62,2123,54724
00:00.0,425691.79,155696.42,37906,34150,193513.39,106671.17,167616.74,49025.25,14087.96,595476.17,92602.01,1963,53611
00:00.0,575457.5,230656.89,49168,49487,266008.17,165693.69,237214.2,64963.2,17541.58,823655.97,150570.69,2683,73448
00:00.0,616280.83,321082.32,50531,68522,289997.8,230843.57,246768.9,90238.75,21856.28,959219.43,132312.78,3688,90507
00:00.0,563080.87,279513.27,47380,60665,238212.37,193356.19,236798.15,86157.08,22444.63,865038.77,124736.62,3514,81928
00:00.0,347668.94,129779.43,31263,29964,139369.13,80827.7,139875.31,48951.73,14913.59,492361.96,69971.97,1925,46455
00:00.0,514228.34,168135.91,45711,38060,292909.14,121945.57,158887.97,46190.34,12485.59,694849.84,99029.63,2469,61723
00:00.0,463661.97,156212.31,43765,78622,206476.87,105692.3,190310.47,50520.01,13841.37,633715.65,131119.95,3568,69890
00:00.0,441370.87,161329.07,39706,37285,199157.56,109100.51,176388.13,52228.56,14685.29,617385.23,106003.24,2321,57375
00:00.0,701381.13,263261.94,71951,58834,299853.81,188376.26,312972.51,74885.68,17797.76,982440.83,264811.16,3329,91902
00:00.0,733996.18,330343.63,69360,73601,315905.04,235418.7,325871.89,94924.93,24660.3,1089000.11,246259.72,4167,103458
00:00.0,686302.23,301017.37,64612,68159,283808.35,209003.83,305134.66,92013.54,21377.72,1008697.32,225898.61,4249,96507
00:00.0,473767.3,146734.33,42652,34807,249718.61,90871.2,148568.44,55863.13,13873.76,634375.39,75232.35,2368,57967
00:00.0,665977.65,149010.01,53685,34335,449819.13,99171.27,148766.69,49838.74,13461.77,828449.43,81098.51,2185,63984
00:00.0,492802.88,140824.87,41660,67779,282383.36,87890.34,144757.27,52934.53,14073.3,647701.05,75991.14,3255,67674
00:00.0,484672.62,146330.54,39625,34490,269798.84,90816.82,147328.21,55513.72,17267.78,648270.94,71335.75,2157,56328
00:00.0,715946.06,235881.48,66710,53932,366957.31,156724.92,257851.67,79156.56,18951.01,970778.55,184326.86,3085,86920
00:00.0,725448.9,299857.78,62476,69932,382151.71,203433.1,253287.37,96424.68,23477.45,1048784.13,152688.8,3934,97187
00:00.0,628902.55,262958.86,56043,62074,306183.51,170252.75,227280.58,92706.11,20994.19,912855.6,125853.5,3760,86706
00:00.0,483672.16,128442.32,47373,31626,263165.96,73379.3,147173.52,55063.02,13874.84,625989.32,77456.83,2160,56129
00:00.0,567475.96,172791.78,55144,110607,368287.28,122980.27,129209.44,49811.51,12571,752838.74,58218.29,6215,75867
00:00.0,447502.99,151534.39,45064,101677,229163.74,100535.78,150762.54,50998.61,12591.67,611629.05,78388.34,4013,69698
00:00.0,437792.71,160323.47,39206,45379,227835.4,106038.59,137822.25,54284.88,14178.33,612294.51,56177.64,2746,58613
00:00.0,823555.37,253964.82,71261,66467,338054.77,175086.16,398224.02,78878.66,16930.37,1094450.56,313033.34,3951,92496
00:00.0,848067.66,298567.76,69480,77638,335750.61,204576.51,419306.23,93991.25,19378.56,1166013.98,318585.39,4842,99462
00:00.0,772448.49,289117.23,64777,74850,296912.91,193293.54,380220.65,95823.69,19913.76,1081479.48,277037,4917,96079
00:00.0,667304.01,239253.54,53693,58274,301174.7,155869.32,279493.63,83384.22,17964.32,924521.87,194169.32,4452,81624
00:00.0,823874.02,242036.14,66703,55917,399592.19,158244.67,335544.86,83791.47,18908.58,1084818.74,240815.33,4105,87422
00:00.0,445456.21,156427.28,38238,74149,215047.77,93328.22,155044.39,63099.06,14420.32,616303.81,57790.42,2991,69961
00:00.0,494558.64,144592.5,40562,34800,256964.41,84462.26,162222.78,60130.24,13561.77,652712.91,58656.67,2543,56538
00:00.0,709086.35,221851.14,62966,51434,386444.4,140092.98,237237.47,81758.16,16286.8,947224.29,128803.23,3256,83896
00:00.0,702988.39,280090.22,60946,64865,365326.15,176351.68,251266.45,103738.54,23171.67,1006250.28,112596.44,4120,93535
00:00.0,654826.42,245087.38,59672,57819,312129.47,148256.39,246424.57,96830.99,18700.52,918614.32,115955.53,4034,86155
00:00.0,437800.36,124688.41,45321,30775,178231.42,66953.67,184835.51,57734.74,12020.13,574508.9,96380.97,2365,53893
00:00.0,395038.13,150996.03,33710,35473,196329.74,101052.59,127358.29,49943.44,11878.2,557912.36,60356.89,2256,53066
00:00.0,365816.01,142112.59,31181,80280,154867.85,87631.9,140346.25,54480.69,12844.53,520773.13,64481.22,2961,67685
00:00.0,354116.96,137272.17,29564,33024,158971.48,85801.61,127661.69,51470.56,11880.28,503269.41,55965.94,2173,48669
00:00.0,612749.37,243065.04,55279,56661,265075.36,160699.41,252134.75,82365.63,16987.09,872801.5,148633.67,3254,83742
00:00.0,670184.68,302134.28,59087,70590,298957.72,201367.78,271891.89,100766.5,21366.05,993685.01,153664.6,4277,97169
00:00.0,565362.32,247672.82,49659,59083,230607.05,157092.73,231170.73,90580.09,19169.04,832204.18,120979.31,3800,81460
00:00.0,353552.86,132061.72,32987,32511,127612.41,75202.61,145142.32,56859.11,11450.8,497065.38,79903.43,2219,49491
00:00.0,520729.77,179400.35,60431,117058,185779.98,127333.26,218769.38,52067.09,14228.85,714358.97,206574.01,6080,73524
00:00.0,421678.7,149549.73,42441,103589,138537.94,95475.1,185457.72,54074.63,11116.32,582344.75,163333.9,3525,70276
00:00.0,396754.27,153228.73,38074,43883,133643.24,97818.29,170045.85,55410.44,11070.57,561053.57,123892.42,2705,55922
00:00.0,620430.6,246750.29,68312,65293,196519.17,167436.51,321274.32,79313.78,13952.81,881133.7,264026.26,3692,87370
00:00.0,620601.51,314372.41,61812,81217,223992.38,213424.04,296523.17,100948.37,17811.44,952785.36,207564.88,4703,98439
00:00.0,563580.65,260167.45,57849,69757,182739.47,167139.02,270047.32,93028.43,18354.62,842102.72,196177.55,4357,85886
00:00.0,412004.52,141528.46,40882,37005,151370.83,82578.86,165266.49,58949.6,12106.33,565639.31,122256.58,3029,53921
00:00.0,462508.57,182055.92,47807,41792,226447.73,132858.16,115798.06,49197.76,10399.34,654963.83,97854.87,2575,59362
00:00.0,365903.47,155351.94,36679,75968,155464.31,105765.45,116954.44,49586.49,11534.87,532790.28,72512.18,2789,66102
00:00.0,374931.73,168822.83,36133,39515,158206.71,115296.4,123554.79,53526.43,12067.14,555821.7,65118.15,2333,54854
00:00.0,603190.64,279043.8,64963,63255,235777.27,202099.62,257443.43,76944.18,15410.53,897644.97,188548.57,3359,90519
00:00.0,603588.49,332957.8,59247,75973,246667.62,237675.93,248740.55,95281.87,19746.56,956292.85,148813.9,4260,98189
00:00.0,542401.34,277225.81,53993,64538,198012.58,188862.09,220759.43,88363.72,18806.86,838434.01,136200.33,3974,85070
00:00.0,456926.27,145006.8,42298,34961,204417.11,89688.78,149132.82,55318.02,10798.88,612731.95,91663.49,2384,56062
00:00.0,545534.47,144757.1,47351,34327,311406.23,97682.9,155043.82,47074.2,12416.26,702707.83,106320.48,2130,57860
00:00.0,431139.21,140043.87,41506,75281,194485.14,86717.24,156201.14,53326.63,12199.75,583382.83,96859.37,2633,67893
00:00.0,415806.85,148099.6,38198,35711,185663.56,93774.74,148029.63,54324.86,11708.21,575614.66,75940.46,2245,53794
00:00.0,623403.55,243364.85,63385,56657,264826.5,167485.9,265287.32,75878.95,14384.4,881152.8,180795.38,3041,85086
00:00.0,627790.43,311930.09,58686,72584,280002.01,214657.1,252579.52,97272.99,18955.48,958676,143733.27,4051,96256
00:00.0,563432.58,261335.01,54647,61866,221830.17,171988.82,240944.11,89346.19,17660.88,842428.47,133091.3,3642,84205
00:00.0,778830.14,135991.33,56971,33383,548388.96,80129.91,147242.89,55861.42,12470.55,927292.02,74004.54,2330,69268
00:00.0,930291.21,148966.49,61113,35118,726364.59,102469.41,136431.28,46497.08,10927.39,1090185.09,62986.3,2585,73670
