,Date,Symbol,CDLDOJI,Close,return_5,return_10,return_15
244,2021-12-28,APOLLOHOSP,100,4844.2,2.485446513356182,4.435200858758925,-4.7149168077288195
251,2022-01-06,APOLLOHOSP,100,4964.45,0.38070682552953095,-6.438779723836474,-9.786582602302364
254,2022-01-11,APOLLOHOSP,100,5059.05,-8.761526373528628,-11.327225467231994,-7.763315246933711
275,2022-02-10,APOLLOHOSP,100,4590.65,-0.5652794266607031,-4.54619716162199,3.411281626784879
277,2022-02-14,APOLLOHOSP,100,4486.35,-1.3307031328362862,7.053618197421052,5.258172010654527
284,2022-02-23,APOLLOHOSP,100,4610.8,6.65828055868829,3.4462566149041196,4.9687689771839905
38,2021-02-25,APOLLOTYRE,100,241.35,7.333747669359858,-0.8701056556867592,-6.732960430909463
41,2021-03-02,APOLLOTYRE,100,246.35,-5.804749340369386,-9.21453216967728,-9.98579257154455
48,2021-03-12,APOLLOTYRE,100,239.25,-5.914315569487982,-6.018808777429474,-6.896551724137934
70,2021-04-16,APOLLOTYRE,100,208.75,-4.119760479041911,6.0119760479041995,5.916167664670646
84,2021-05-07,APOLLOTYRE,100,214.3,-1.8198786747550155,2.169855342977134,3.6164255716285565
89,2021-05-17,APOLLOTYRE,100,210.4,4.063688212927752,5.5370722433460084,12.83269961977187
94,2021-05-24,APOLLOTYRE,100,218.95,1.4158483672071398,8.42658141128112,8.42658141128112
97,2021-05-27,APOLLOTYRE,100,223.2,3.4498207885304666,7.885304659498216,3.0017921146953563
103,2021-06-04,APOLLOTYRE,100,230.6,3.5342584562012114,-1.4744145706851675,-4.054640069384208
124,2021-07-05,APOLLOTYRE,100,228.8,0.43706293706293753,-1.5078671328671356,-3.0812937062937085
126,2021-07-07,APOLLOTYRE,100,231.1,4.045867589787977,-2.0121159671138034,-6.404154045867583
129,2021-07-12,APOLLOTYRE,100,229.8,-1.9364664926022734,-3.503046127067022,-0.10879025239338702
137,2021-07-23,APOLLOTYRE,100,226.8,-1.4770723104056582,-1.5211640211640232,-0.7495590828924259
144,2021-08-03,APOLLOTYRE,100,229.55,-6.186016118492709,-3.2236985406229657,-9.605750381180577
147,2021-08-06,APOLLOTYRE,100,223.35,0.7835236176404692,-8.059100067159164,-4.880232818446384
152,2021-08-13,APOLLOTYRE,100,225.1,-8.773878276321634,-5.619724566859174,-1.5104398045313272
160,2021-08-26,APOLLOTYRE,100,208.85,6.128800574575055,2.920756523820911,7.0624850371079795
161,2021-08-27,APOLLOTYRE,100,208.95,6.748025843503247,2.8475711892797406,4.331179708064137
166,2021-09-03,APOLLOTYRE,100,223.05,-3.653889262497201,-2.264066352835692,3.9453037435552396
170,2021-09-09,APOLLOTYRE,100,214.95,4.02419167248198,6.443358920679243,4.3265875785066354
171,2021-09-13,APOLLOTYRE,100,214.9,1.4425314099581144,7.887389483480689,6.142391810144243
173,2021-09-15,APOLLOTYRE,100,222.4,4.563848920863323,1.0341726618704916,-0.04496402877697259
184,2021-09-30,APOLLOTYRE,100,225.7,1.0855117412494453,6.247230837394779,-2.060256978289754
185,2021-10-01,APOLLOTYRE,100,224.25,4.570791527313256,8.138238573021184,-1.9397993311036754
194,2021-10-14,APOLLOTYRE,100,239.8,-7.819015846538779,-11.217681401167646,-4.316096747289421
201,2021-10-26,APOLLOTYRE,100,219.05,2.0086738187628184,6.436886555580923,5.090162063455828
208,2021-11-04,APOLLOTYRE,100,222.55,4.470905414513582,-2.359020444843851,-7.369130532464618
213,2021-11-12,APOLLOTYRE,100,232.5,-6.537634408602145,-11.333333333333329,-11.892473118279568
214,2021-11-15,APOLLOTYRE,100,232.5,-4.774193548387096,-12.021505376344077,-9.999999999999998
221,2021-11-25,APOLLOTYRE,100,222.5,-5.662921348314609,-2.8314606741573045,-2.2696629213483144
231,2021-12-09,APOLLOTYRE,100,216.2,0.5781683626272072,-2.6133209990749195,0.43940795559667123
232,2021-12-10,APOLLOTYRE,100,217.15,-1.7729679944738619,-4.835367257655998,0.9210223347916102
239,2021-12-21,APOLLOTYRE,100,202.95,5.962059620596216,11.160384331116035,14.239960581424004
241,2021-12-23,APOLLOTYRE,100,210.55,3.1346473521728813,8.525290904773208,11.58869627166943
246,2021-12-30,APOLLOTYRE,100,217.15,5.2268017499424335,8.197098779645406,4.190651623301855
254,2022-01-11,APOLLOTYRE,100,231.85,1.4880310545611453,-8.389044640931631,-2.803536769463011
267,2022-01-31,APOLLOTYRE,100,216.65,3.4387260558504495,-3.761827832910225,-6.2081698592199475
268,2022-02-01,APOLLOTYRE,100,219.2,2.623175182481763,-1.6195255474452441,-9.785583941605836
273,2022-02-08,APOLLOTYRE,100,224.95,-4.1342520560124445,-12.091575905756835,-19.359857746165808
292,2022-03-08,APOLLOTYRE,100,171.55,7.315651413582036,10.259399591955699,
295,2022-03-11,APOLLOTYRE,100,184.25,2.333785617367723,2.5508819538670124,
298,2022-03-16,APOLLOTYRE,100,186.55,0.053604931653716825,,
18,2021-01-28,ASHOKLEY,100,112.75,20.532150776053214,19.778270509977848,14.811529933481138
22,2021-02-03,ASHOKLEY,100,134.45,-0.40907400520638904,-1.673484566753436,-5.875790256600966
30,2021-02-15,ASHOKLEY,100,130.4,-6.326687116564422,-0.5751533742331283,-3.527607361963192
37,2021-02-24,ASHOKLEY,100,126.55,3.8719873567759633,-2.0940339786645557,-10.549190043461076
39,2021-02-26,ASHOKLEY,100,128.85,-2.0566550252231197,-5.704307334109426,-11.719053162592152
60,2021-03-31,ASHOKLEY,100,113.5,8.149779735682827,0.1321585903083733,0.528634361233471
71,2021-04-19,ASHOKLEY,100,109.9,5.186533212010902,0.8189262966332933,5.323020928116473
82,2021-05-05,ASHOKLEY,100,112.15,1.1591618368256729,12.215782434239841,12.70619705751226
102,2021-06-03,ASHOKLEY,100,124.35,2.010454362685965,-2.533172496984315,-4.945717732207477
105,2021-06-08,ASHOKLEY,100,129.75,-0.6165703275529899,-8.709055876685934,-4.778420038535646
107,2021-06-10,ASHOKLEY,100,126.85,-4.454079621600304,-6.819077650768623,-3.468663776113512
115,2021-06-22,ASHOKLEY,100,118.45,4.3056141831996575,3.1658927817644678,7.218235542422957
118,2021-06-25,ASHOKLEY,100,123.4,-0.7698541329011377,1.2155591572123203,3.606158833063189
119,2021-06-28,ASHOKLEY,100,124.75,0.12024048096193063,0.9218436873747571,0.0
127,2021-07-08,ASHOKLEY,100,124.0,3.8709677419354938,0.24193548387096975,7.096774193548394
129,2021-07-12,ASHOKLEY,100,125.9,-0.9134233518665602,-2.779984114376488,12.192216044479732
137,2021-07-23,ASHOKLEY,100,124.3,6.838294448913929,7.924376508447306,4.82703137570395
139,2021-07-27,ASHOKLEY,100,122.4,15.40032679738561,7.31209150326797,3.267973856209161
143,2021-08-02,ASHOKLEY,100,134.8,-2.0400593471810113,-5.044510385756684,-11.201780415430274
164,2021-09-01,ASHOKLEY,100,122.5,-0.6530612244897926,3.8775510204081653,5.183673469387751
195,2021-10-18,ASHOKLEY,100,144.7,-5.044920525224594,-0.2764340013821531,3.5590877677954325
203,2021-10-28,ASHOKLEY,100,141.3,2.5831564048124367,3.113941967445144,-5.414012738853502
209,2021-11-08,ASHOKLEY,100,146.05,4.142416980486119,-7.531667237247519,-18.04176651831565
227,2021-12-03,ASHOKLEY,100,120.65,6.009117281392462,2.1135515955242434,1.8234562784914976
231,2021-12-09,ASHOKLEY,100,127.45,-1.098469988230688,-1.2553942722636435,-5.374656728128679
232,2021-12-10,ASHOKLEY,100,127.9,-3.6747458952306467,-3.9483971853010225,-4.2611415168100075
235,2021-12-15,ASHOKLEY,100,126.25,-1.5049504950495063,-3.960396039603964,4.35643564356436
243,2021-12-27,ASHOKLEY,100,122.8,3.990228013029329,9.324104234527697,13.43648208469057
257,2022-01-14,ASHOKLEY,100,137.75,0.39927404718693715,-3.7749546279491786,-1.5607985480943776
264,2022-01-25,ASHOKLEY,100,130.85,2.445548337791381,5.311425296140637,-2.025219717233473
271,2022-02-04,ASHOKLEY,100,136.2,-2.3494860499265746,-7.1218795888399296,-13.362701908957408
272,2022-02-07,ASHOKLEY,100,135.6,-8.591445427728605,-7.890855457227131,-12.49999999999999
288,2022-03-02,ASHOKLEY,100,117.9,-9.457167090754881,-2.0356234096692183,-4.961832061068705
292,2022-03-08,ASHOKLEY,100,99.3,10.725075528700923,12.940584088620355,
295,2022-03-11,ASHOKLEY,100,105.9,4.627006610009432,7.695939565627952,
11,2021-01-18,ASIANPAINT,100,2588.2,-2.8687891198516335,-4.812224712155155,-3.1431110424233077
21,2021-02-02,ASIANPAINT,100,2463.65,1.7534958293588643,-0.543908428551132,-3.7119720739553164
36,2021-02-23,ASIANPAINT,100,2372.2,0.7672203018295409,2.1288255627687436,2.1393643031784926
38,2021-02-25,ASIANPAINT,100,2373.75,1.8262243285939839,1.1627172195892488,1.579778830963674
41,2021-03-02,ASIANPAINT,100,2390.4,1.3512382864792283,1.3616967871485919,2.2234772423025406
42,2021-03-03,ASIANPAINT,100,2402.1,1.2426626701635968,0.10199408850590785,0.004163024020642503
45,2021-03-08,ASIANPAINT,100,2382.7,3.60515381709825,1.158349771267897,6.492634406345754
66,2021-04-09,ASIANPAINT,100,2630.8,-2.2388627033602004,-2.145735137600735,-1.6591911205716903
69,2021-04-15,ASIANPAINT,100,2587.7,-2.6954438304285677,-1.9824554623797064,-1.3931290335046476
84,2021-05-07,ASIANPAINT,100,2551.65,9.056884760841012,10.485372210138522,16.68920110516725
89,2021-05-17,ASIANPAINT,100,2782.75,1.3098553589075523,6.998472733806493,5.402928757524039
96,2021-05-26,ASIANPAINT,100,2941.6,-1.2884144683165677,0.06629045417461121,2.6210225727495207
97,2021-05-27,ASIANPAINT,100,2949.35,-0.47468086188482417,0.04238221981114343,3.761845830437216
104,2021-06-07,ASIANPAINT,100,2933.1,0.5727728342027172,4.61798097575945,1.6995670110122374
105,2021-06-08,ASIANPAINT,100,2926.25,3.9624092268261357,2.8893635198633083,2.5715506193934257
108,2021-06-11,ASIANPAINT,100,2956.25,3.0765327695560174,1.6118393234672235,1.6490486257928039
124,2021-07-05,ASIANPAINT,100,3014.8,-0.5108133209499877,-1.0896245190394227,0.4594002918933304
125,2021-07-06,ASIANPAINT,100,3002.5,-0.2880932556203142,5.213988343047471,0.05328892589508971
131,2021-07-14,ASIANPAINT,100,3001.95,3.4910641416412647,-0.1499025633338369,-0.45137327403853567
148,2021-08-09,ASIANPAINT,100,2992.55,-0.7067551085194967,1.7844313378222454,6.9773270287881495
151,2021-08-12,ASIANPAINT,100,2975.5,4.619391698874131,2.0601579566459582,12.209712653335568
161,2021-08-27,ASIANPAINT,100,3036.8,9.944678609062162,10.874934141201265,7.73017650158061
168,2021-09-07,ASIANPAINT,100,3336.25,0.4810790558261502,-0.5620082427875595,-0.39565380292243546
186,2021-10-04,ASIANPAINT,100,3201.6,3.2624312843578362,-0.5575337331334307,-7.2401299350324795
190,2021-10-08,ASIANPAINT,100,3306.9,-1.9776830263993461,-11.758746862620573,-5.597387281139432
199,2021-10-22,ASIANPAINT,100,2982.4,3.9464860515021405,5.217274678111594,6.246646995708138
205,2021-11-01,ASIANPAINT,100,3121.8,0.7479659170991138,0.9577807675059224,1.127554615926707
210,2021-11-09,ASIANPAINT,100,3145.15,0.20825715784620336,0.3767705832790069,-0.22256490151503217
233,2021-12-13,ASIANPAINT,100,3279.85,-1.2317636477277905,-0.22714453404880652,4.346235346128635
240,2021-12-22,ASIANPAINT,100,3280.1,2.6630285662022413,7.521112161214605,8.039389043016998
242,2021-12-24,ASIANPAINT,100,3284.8,2.9880053580126464,8.874208475401858,2.4232830004870864
245,2021-12-29,ASIANPAINT,100,3367.45,4.732067291273823,5.236900325171878,-2.585042094166201
246,2021-12-30,ASIANPAINT,100,3365.7,4.425528121936018,2.690376444721765,-1.7618920284041883
259,2022-01-18,ASIANPAINT,100,3373.7,-6.7166612324747295,-5.2168242582327995,-4.308326170080323
268,2022-02-01,ASIANPAINT,100,3196.25,0.6288619475948387,2.1384434884630377,0.9667579194368336
269,2022-02-02,ASIANPAINT,100,3197.7,0.9585014228977062,1.7246771116740112,1.235262845169971
274,2022-02-09,ASIANPAINT,100,3228.35,0.7589016060836062,0.2741338454628428,-11.041243979122461
277,2022-02-14,ASIANPAINT,100,3143.45,3.442077971655366,0.9925400435826903,-13.362706580349604
284,2022-02-23,ASIANPAINT,100,3237.2,-11.284443346101558,-10.021005807487937,-3.10762387248239
296,2022-03-14,ASIANPAINT,100,2962.8,2.981976508707973,,
297,2022-03-15,ASIANPAINT,100,2987.15,0.9925849053445512,,
298,2022-03-16,ASIANPAINT,100,3042.0,-0.5473372781065078,,
10,2021-01-15,ASTRAL,100,1694.55,-1.9798766634209652,1.6877637130801704,22.076657519695498
14,2021-01-21,ASTRAL,100,1697.85,1.116117442648057,17.90205259593014,18.891539299702576
18,2021-01-28,ASTRAL,100,1693.2,21.78714859437749,20.180722891566273,22.233049846444608
19,2021-01-29,ASTRAL,100,1716.8,16.600652376514446,17.579217148182668,18.304403541472514
20,2021-02-01,ASTRAL,100,1723.15,20.050488930156973,17.468009169253975,20.334851870121582
27,2021-02-10,ASTRAL,100,2029.1,1.4513823862796427,3.4769109457394975,8.683652851017708
28,2021-02-11,ASTRAL,100,2034.9,1.7077006241092985,4.022310678657415,8.867757629367535
30,2021-02-15,ASTRAL,100,2024.15,2.4405305930884635,8.534446557814391,14.317120766741587
31,2021-02-16,ASTRAL,100,2013.9,2.636675107999409,9.012364069715485,16.617011768210933
33,2021-02-18,ASTRAL,100,2069.65,2.27574710699876,7.039837653709546,20.950402241924948
46,2021-03-09,ASTRAL,100,2348.55,4.5538736667305235,-32.92244150646144,-28.238700474761036
49,2021-03-15,ASTRAL,100,2541.3,-32.8906465194979,-37.368669578562155,-37.77200645338999
52,2021-03-18,ASTRAL,100,1716.2,-11.641999766926926,-4.638154061298227,-11.729402167579527
65,2021-04-08,ASTRAL,100,1594.7,5.226688405342683,5.157709914090414,-0.11914466670848167
76,2021-04-27,ASTRAL,100,1680.75,-6.384054737468392,-1.8830879071842999,8.038078238881452
82,2021-05-05,ASTRAL,100,1571.4,5.937380679648707,12.759322896779945,20.75537737049764
83,2021-05-06,ASTRAL,100,1583.65,6.118776244751034,10.6936507435355,18.915164335553936
87,2021-05-12,ASTRAL,100,1664.7,6.439598726497264,13.987505256202315,13.654111851985329
95,2021-05-25,ASTRAL,100,1815.65,2.401343871340833,6.231927959683858,7.438107564783958
102,2021-06-03,ASTRAL,100,1892.0,4.389534883720936,4.334038054968281,1.9661733615222055
104,2021-06-07,ASTRAL,100,1904.5,2.312943029666581,4.321344184825415,2.181674980309789
109,2021-06-14,ASTRAL,100,1948.55,1.9629981268122432,-0.12830053116419382,4.903646301095677
111,2021-06-16,ASTRAL,100,1959.75,1.000127567291731,1.5206021176170426,3.635667814772292
113,2021-06-18,ASTRAL,100,1980.45,-3.0498119114342748,3.0472872326996248,2.6862581736474045
124,2021-07-05,ASTRAL,100,2044.1,-0.6115160706423373,0.6090700063597909,-0.6995743848148273
136,2021-07-22,ASTRAL,100,2048.5,1.1715889675372182,6.91237490846961,-2.809372711740299
140,2021-07-28,ASTRAL,100,2031.55,10.24094902906647,-3.2142945041963022,1.9492505722231934
144,2021-08-03,ASTRAL,100,2220.95,-6.99250320808662,-7.490038046781777,-10.826448141561041
151,2021-08-12,ASTRAL,100,1990.95,3.5410231296617134,-0.4470227780707714,5.492352896858299
154,2021-08-17,ASTRAL,100,2054.6,-3.60654141925435,2.710989973717526,0.9271877737759171
159,2021-08-25,ASTRAL,100,1980.5,6.553900530169154,4.703357737944969,7.422368088866449
167,2021-09-06,ASTRAL,100,2117.1,-0.4747059657078001,-2.0452505786216824,-0.6164092390534059
169,2021-09-08,ASTRAL,100,2073.65,2.5968702529356458,1.7408916644563899,4.183444650736634
180,2021-09-24,ASTRAL,100,2124.65,3.5370531616972345,5.869201986209482,12.14788318075919
182,2021-09-28,ASTRAL,100,2104.05,12.418906394810003,8.248378127896183,3.9875478244338014
184,2021-09-30,ASTRAL,100,2160.4,3.5849842621736627,8.23458618774302,1.4881503425291598
187,2021-10-05,ASTRAL,100,2365.35,-3.7098103874690813,-7.499947153698184,-8.7513475806963
190,2021-10-08,ASTRAL,100,2249.35,5.930602173961375,-4.974770489252456,-0.6290706204014507
192,2021-10-12,ASTRAL,100,2277.6,-3.9361608710923868,-5.235774499473134,-1.1547242711626104
194,2021-10-14,ASTRAL,100,2338.3,-6.233160843347729,-6.571013129196423,-3.0919899071975454
202,2021-10-27,ASTRAL,100,2158.35,4.306530451502311,3.115806055551684,6.787592373804063
204,2021-10-29,ASTRAL,100,2184.65,3.723708603208742,5.70571945162841,1.9476804064724185
206,2021-11-02,ASTRAL,100,2226.65,3.303168436889492,2.92816562998226,-1.2619854939033948
209,2021-11-08,ASTRAL,100,2266.0,1.9108561341571129,-1.7122683142100747,-3.014121800529579
211,2021-11-10,ASTRAL,100,2300.2,-0.36301191200764915,-4.4191809407877365,-2.906269020085206
221,2021-11-25,ASTRAL,100,2198.55,1.5828614313979639,1.1575811330194918,3.559163994450887
230,2021-12-08,ASTRAL,100,2229.8,1.6032828056327997,-3.6169163153646156,2.0741770562382245
241,2021-12-23,ASTRAL,100,2161.4,5.086980660682872,11.784028870176734,14.900064772832412
246,2021-12-30,ASTRAL,100,2271.35,6.372861954344322,9.338058863671383,7.594602329011391
247,2021-12-31,ASTRAL,100,2281.8,6.779735296695577,8.155841879218162,4.169953545446559
251,2022-01-06,ASTRAL,100,2416.1,2.787550184181109,1.1485451761102494,-13.070651049211524
255,2022-01-12,ASTRAL,100,2485.6,-3.7918410041841044,-16.569439974251686,-12.12383327969102
256,2022-01-13,ASTRAL,100,2483.45,-1.5945559604582327,-15.428134248726554,-12.194729106686264
266,2022-01-28,ASTRAL,100,2100.3,3.823263343331895,-1.2593439032519305,-13.619482931009863
292,2022-03-08,ASTRAL,100,1832.25,7.507163323782229,9.335516441533631,
293,2022-03-09,ASTRAL,100,1845.8,10.480550438834113,10.318019287030022,
295,2022-03-11,ASTRAL,100,1955.7,3.2597024083448334,2.285626629851212,
11,2021-01-18,ATUL,100,6579.6,-0.8199586601009279,-0.46735363851906353,-4.299653474375353
18,2021-01-28,ATUL,100,6303.15,2.288538270547269,3.3784694954110295,5.586095840968408
31,2021-02-16,ATUL,100,6770.55,-3.151885740449456,-2.168952300773208,-0.5162062166293668
32,2021-02-17,ATUL,100,6751.15,-2.203328321841469,-1.4915977277945247,-0.23551543070439163
40,2021-03-01,ATUL,100,6591.85,1.9971631636035436,2.8694524298944923,6.564924869346234
41,2021-03-02,ATUL,100,6623.7,1.689388106345402,2.491054848498564,5.305191962196365
44,2021-03-05,ATUL,100,6682.0,1.5392098174199287,3.5685423525890325,5.553726429212813
45,2021-03-08,ATUL,100,6723.5,0.8552093403733085,4.478322302372284,5.347661188369157
59,2021-03-30,ATUL,100,7053.1,11.901858757142247,7.509463923664761,11.137655782563694
60,2021-03-31,ATUL,100,7083.05,12.56662031187128,9.848158632227655,16.71031547144237
63,2021-04-06,ATUL,100,7500.1,3.318622418367756,2.31796909374542,11.665844455407237
65,2021-04-08,ATUL,100,7973.15,-2.4149802775565443,3.6811047076751313,2.1158513260129297
71,2021-04-19,ATUL,100,7629.75,9.565844228185716,6.81346046724991,9.07696844588617
76,2021-04-27,ATUL,100,8359.6,-2.512081917795106,-0.44619359777980927,1.8278386525671042
77,2021-04-28,ATUL,100,8427.4,-1.5289413104872196,-2.0646937370956686,1.0970168735315866
96,2021-05-26,ATUL,100,8623.8,-0.24061318676221743,3.624852153343072,3.6984855864004462
98,2021-05-28,ATUL,100,8505.7,1.146290134850747,4.047873778760125,4.939040878469725
110,2021-06-15,ATUL,100,8943.65,-0.9878517160219813,-0.8262845706171418,3.867548484120009
112,2021-06-17,ATUL,100,8955.0,-0.19877163595756198,-0.03126744835286743,3.8090452261306584
113,2021-06-18,ATUL,100,8925.8,-0.5327253579511027,4.037173138542216,3.510049519370817
115,2021-06-22,ATUL,100,8855.3,0.1631791130735305,4.903842896344557,4.9924903729969605
126,2021-07-07,ATUL,100,9293.25,-0.030667419901542203,-1.0222473300513846,-2.0283539127861627
129,2021-07-12,ATUL,100,9284.4,-0.26496057903581116,-2.385183749084474,-2.3819525225108773
135,2021-07-20,ATUL,100,9258.2,-2.283921280594503,-1.9112786502776036,-4.257307035924929
137,2021-07-23,ATUL,100,9254.35,-2.1719515687217417,-1.8104999270613376,-3.1412254777483106
143,2021-08-02,ATUL,100,9097.3,0.0527629076759073,-0.8683895221659133,-1.869235927143209
147,2021-08-06,ATUL,100,9086.8,-1.3552625786855566,-0.4869701104899371,0.7318307875159524
151,2021-08-12,ATUL,100,8896.5,2.7550160175349836,1.2493677288821337,3.6165907941325237
169,2021-09-08,ATUL,100,9277.15,4.9605751766437,3.5059258500725,1.9984585783349385
178,2021-09-22,ATUL,100,9459.7,-0.8187363235620637,3.5957799930230294,13.422201549732016
183,2021-09-29,ATUL,100,9382.25,4.450957925870669,14.358496096352159,1.080231287804101
184,2021-09-30,ATUL,100,9462.55,10.388320273076502,10.958990969664617,1.9735694923672886
193,2021-10-13,ATUL,100,10729.4,-11.611087292858869,-8.238578112475992,-16.745111562622327
195,2021-10-18,ATUL,100,10694.0,-14.514213577707125,-15.50215073873199,-17.41771086590611
210,2021-11-09,ATUL,100,8831.35,-0.44613790643559526,-2.9112196889490294,-1.371817445803869
221,2021-11-25,ATUL,100,8510.9,3.4173824154907217,6.811265553584245,0.5798446697764081
226,2021-12-02,ATUL,100,8801.75,3.2817337461300333,-2.7437725452324813,0.1516743829352185
234,2021-12-14,ATUL,100,8800.75,-3.085532483027009,0.31417776894013816,5.694401045365449
238,2021-12-20,ATUL,100,8481.0,2.087018040325428,6.628935267067582,12.420115552411271
239,2021-12-21,ATUL,100,8529.2,3.5079491628757564,9.059466303990993,13.568681705200959
248,2022-01-03,ATUL,100,9043.2,5.431152689313512,17.91677724699221,2.6976070417551234
262,2022-01-21,ATUL,100,9672.55,-1.1661867863179798,-4.1814206181410185,-3.7296266237962117
265,2022-01-27,ATUL,100,9418.5,1.6971916971916912,2.8688219992567987,-2.5168551255507654
273,2022-02-08,ATUL,100,9329.5,2.9010129160190745,-2.4835200171499094,-2.6523393536631246
275,2022-02-10,ATUL,100,9688.7,-5.235480508220913,-10.15254884556237,-11.798796536171018
276,2022-02-11,ATUL,100,9526.85,-3.246088686186932,-4.633220844245467,-9.720421755354614
277,2022-02-14,ATUL,100,9311.8,-1.1592817715156967,-0.5933331901458394,-2.200970811228753
282,2022-02-21,ATUL,100,9203.85,0.5725864719655194,-1.0539067890067755,5.635141815653233
296,2022-03-14,ATUL,100,9499.15,4.980445618818541,,
31,2021-02-16,AUBANK,100,1092.75,2.351864561885164,5.376344086021501,12.79341111873713
47,2021-03-10,AUBANK,100,1253.25,-7.0496708557749805,-8.19868342309994,-1.9748653500897717
48,2021-03-12,AUBANK,100,1255.45,-4.595961607391774,-6.129276355091806,-2.576765303277717
68,2021-04-13,AUBANK,100,1080.8,1.2629533678756522,4.04330125832717,-11.459104367135442
83,2021-05-06,AUBANK,100,956.95,-1.06588640994828,2.460943622968803,4.023198704216524
85,2021-05-10,AUBANK,100,946.75,4.209136519672563,1.8008978082915128,4.473197781885396
91,2021-05-19,AUBANK,100,983.45,-2.074330164217819,2.6793431287813307,1.2557832121612655
100,2021-06-01,AUBANK,100,989.1,1.8653321201091755,7.304620361945191,4.160347790921026
112,2021-06-17,AUBANK,100,1026.3,-1.573613953035169,-0.3556464971255946,11.215044334015412
113,2021-06-18,AUBANK,100,1027.65,0.773609692015742,1.0898652264875963,16.25553447185326
129,2021-07-12,AUBANK,100,1188.0,1.7213804713804848,0.5765993265993252,1.005892255892249
137,2021-07-23,AUBANK,100,1165.75,4.627921938666102,7.124168989920654,13.785116877546644
153,2021-08-16,AUBANK,100,1330.95,2.1638679138960892,-15.041887373680451,-12.573725534392732
160,2021-08-26,AUBANK,100,1353.3,-13.367324318332951,-13.267568166703613,-17.505357274809718
167,2021-09-06,AUBANK,100,1167.45,-2.865219067197744,-7.075249475352274,-3.4134224163775873
170,2021-09-09,AUBANK,100,1173.75,-4.886048988285408,-8.690095846645363,0.8690095846645374
173,2021-09-15,AUBANK,100,1135.9,-4.481028259529896,2.024826129060653,5.916013733603287
182,2021-09-28,AUBANK,100,1127.6,7.573607662291604,7.839659453706993,2.6294785384888275
184,2021-09-30,AUBANK,100,1164.25,3.5774103500107346,2.4436332402834493,4.307494094910891
202,2021-10-27,AUBANK,100,1267.75,-4.472490633011239,-5.233681719581929,-4.220074935910079
208,2021-11-04,AUBANK,100,1223.6,-0.5966001961425271,-2.643837855508324,-9.843903236351736
214,2021-11-15,AUBANK,100,1210.45,-0.834400429592308,-9.446899913255413,-7.084142261142546
216,2021-11-17,AUBANK,100,1244.7,-4.3183096328432535,-9.098577970595322,-6.391098256608019
220,2021-11-24,AUBANK,100,1204.8,-6.7189575033200555,-3.7018592297476727,-4.008964143426286
227,2021-12-03,AUBANK,100,1136.35,2.0768249218990675,-2.4068288819465766,-9.556914682976192
229,2021-12-07,AUBANK,100,1124.7,3.9299368720547845,-7.833199964434967,-12.323286209655915
231,2021-12-09,AUBANK,100,1165.15,-1.510535124232948,-10.324850877569425,-10.453589666566554
241,2021-12-23,AUBANK,100,1044.85,-0.143561276738291,11.695458678279191,25.223716322917177
243,2021-12-27,AUBANK,100,1005.2,5.978909669717458,22.796458416235566,26.73099880620773
253,2022-01-10,AUBANK,100,1234.35,3.2041155263904164,-0.39291935026531943,9.126260785028562
260,2022-01-19,AUBANK,100,1264.15,0.913657398251777,9.231499426492086,9.002096270221083
281,2022-02-18,AUBANK,100,1261.1,-2.0934105146300785,-15.557846324637204,-11.1014193957656
282,2022-02-21,AUBANK,100,1262.05,-4.631353749851441,-12.97095994611941,-7.33330692127887
284,2022-02-23,AUBANK,100,1273.45,-9.054144253798736,-8.743963249440512,-8.641878361930189
291,2022-03-07,AUBANK,100,1064.9,5.277490844210697,12.315710395342272,
298,2022-03-16,AUBANK,100,1178.85,5.310259999151734,,
300,2022-03-21,AUBANK,100,1177.75,3.1415835279134052,,
12,2021-01-19,AUROPHARMA,100,924.25,3.824722748174203,-0.45983229645658596,4.728157965918323
18,2021-01-28,AUROPHARMA,100,944.5,-1.8369507676019081,-0.9846479618845883,-3.4727368978295314
22,2021-02-03,AUROPHARMA,100,920.0,5.211956521739136,0.2336956521739042,-6.304347826086953
26,2021-02-09,AUROPHARMA,100,959.45,-2.4597425608421486,-11.032362290895826,-7.665850226692383
30,2021-02-15,AUROPHARMA,100,932.2,-8.131302295644716,-6.2808410212400805,-7.455481656296936
37,2021-02-24,AUROPHARMA,100,862.0,2.146171693735499,-0.545243619489566,-6.2761020881670575
41,2021-03-02,AUROPHARMA,100,885.9,-3.7193814200248254,-5.260187380065473,-3.3920307032396346
43,2021-03-04,AUROPHARMA,100,874.9,-3.046062407132244,-6.017830609212482,-2.8403246085266898
45,2021-03-08,AUROPHARMA,100,862.7,-2.5211545148950965,-1.9183957343224867,2.1560217920482128
51,2021-03-17,AUROPHARMA,100,839.3,1.9718813296794924,5.004170141784825,12.438937209579425
61,2021-04-01,AUROPHARMA,100,881.3,7.0804493362078835,9.599455350051066,10.35969590377852
69,2021-04-15,AUROPHARMA,100,915.25,8.533187653646547,7.167440590002738,10.685605025949197
76,2021-04-27,AUROPHARMA,100,972.6,-1.6553567756528942,5.994242237302094,4.5753650010281754
78,2021-04-29,AUROPHARMA,100,967.2,4.3269230769230616,4.08395368072787,4.75082712985937
90,2021-05-18,AUROPHARMA,100,1004.1,1.8474255552235697,-3.36619858579823,-3.1869335723533565
