tsfTenantID,networkID,cidrBlock,userdefined_region
bb870c33-acee-11eb-963f-0a58c0a8663c,68a9bb64-acef-11eb-963f-0a58c0a8663c,99.77.128.0/24,us-east-1
bb870c33-acee-11eb-963f-0a58c0a8663c,68a9bb64-acef-11eb-963f-0a58c0a8663c,99.77.129.0/24,us-east-1
bb870c33-acee-11eb-963f-0a58c0a8663c,68a9bb64-acef-11eb-963f-0a58c0a8663c,99.77.151.0/24,us-east-1
bb870c33-acee-11eb-963f-0a58c0a8663c,68a9bb64-acef-11eb-963f-0a58c0a8663c,99.77.187.0/24,us-east-1
bb870c33-acee-11eb-963f-0a58c0a8663c,68a9bb64-acef-11eb-963f-0a58c0a8663c,99.77.191.0/24,us-east-1
bb870c33-acee-11eb-963f-0a58c0a8663c,68a9bb64-acef-11eb-963f-0a58c0a8663c,99.77.254.0/24,us-east-1
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,18.191.0.0/16,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,3.132.0.0/14,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,64.252.74.0/24,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,18.116.0.0/14,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,64.252.76.0/24,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,99.77.153.0/24,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,3.5.128.0/22,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,18.216.0.0/14,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,18.224.0.0/14,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,3.131.0.0/16,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,18.190.0.0/16,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,99.77.131.0/24,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,15.177.66.0/23,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,52.94.248.160/28,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,18.188.0.0/16,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,3.5.132.0/23,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,52.15.0.0/16,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,18.189.0.0/16,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,18.220.0.0/14,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,3.130.0.0/16,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,52.14.0.0/16,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,3.12.0.0/16,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,3.136.0.0/13,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,13.58.0.0/15,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,3.13.0.0/16,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,99.150.0.0/21,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,3.16.0.0/14,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,3.14.0.0/15,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,198.99.2.0/24,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,3.20.0.0/14,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,64.252.77.0/24,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,52.95.251.0/24,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,64.252.75.0/24,us-east-2
59461d78-9608-11eb-a8cd-0a58c0a8619d,b0bf06de-960f-11eb-a8cd-0a58c0a8619d,3.128.0.0/15,us-east-2
