Date,Close,bb_bbm,bb_bbh,bb_bbl,SMA10,SMA20,EMA10,EMA20,macd,macd_diff,macd_signal
2020-03-03,0.6000000238418579,0.6988500088453293,0.8719976521866782,0.5257023655039804,0.6297000169754028,0.6764666795730591,0.6320682218961391,0.6805313880397754,-0.19351374343880767,0.02838166303188905,-0.22189540647069672
2020-03-04,0.6000000238418579,0.6888500094413758,0.8605710207502579,0.5171289981324936,0.6157000184059143,0.6644666830698649,0.6262376404317243,0.6704649675150357,-0.18309016368963427,0.03104419422484997,-0.21413435791448424
2020-03-05,0.5199999809265137,0.674850007891655,0.8535545332037733,0.49614548257953667,0.5992000162601471,0.6458000143369039,0.6069217023398678,0.6516568441914704,-0.17921881359233627,0.027932435457718396,-0.20715124905005466
2020-03-06,0.5,0.6648500084877014,0.8585593478752749,0.47114066910012786,0.5822000145912171,0.6304666797320048,0.5874813928235282,0.6326997386675366,-0.17573876497357865,0.02512998726118082,-0.20086875223475947
2020-03-09,0.3499999940395355,0.6413500085473061,0.865684827439542,0.4170151896550701,0.5521000117063523,0.6038000126679738,0.544302956680984,0.5973622705890365,-0.18297532262839455,0.014314743685091946,-0.1972900663134865
2020-03-10,0.5,0.6308500096201897,0.8609337169198066,0.4007663023205728,0.5370000094175339,0.584466677904129,0.5362478736480778,0.585191986765407,-0.1745939890035163,0.018156861847976158,-0.19275085085149246
2020-03-11,0.3499999940395355,0.6093500107526779,0.8591813870661447,0.35951863443921117,0.5120000064373016,0.5584666768709818,0.5023846228101609,0.555792987674673,-0.17800355442812443,0.011797837138694423,-0.18980139156681886
2020-03-12,0.3499999940395355,0.5868500098586082,0.8448688426489284,0.3288311770682882,0.4970000058412552,0.5361333429813385,0.4746783266700472,0.5300688634702808,-0.1786463358356878,0.008924044584904867,-0.18757038042059265
2020-03-13,0.44999998807907104,0.5728500083088874,0.8286564166834207,0.3170435999343542,0.4820000022649765,0.5214666744073232,0.4701913560171424,0.5200602540463796,-0.16913687632181362,0.014746803279023224,-0.18388367960083685
2020-03-16,0.4000000059604645,0.5553500086069107,0.8081560990365906,0.3025439181772309,0.46200000047683715,0.5047333399454753,0.45742929237047364,0.5050527230356402,-0.1637475618708687,0.016108894183974543,-0.17985645605484324
2020-03-17,0.41999998688697815,0.536850006878376,0.7717834422856442,0.3019165714711078,0.44399999678134916,0.4893333375453949,0.4506239641007472,0.4944211310170574,-0.15606365535395783,0.01903424056070832,-0.17509789591466615
2020-03-18,0.4000000059604645,0.519850006699562,0.7424018408465085,0.2972981725526156,0.42399999499320984,0.47600000301996864,0.4414196080752412,0.4826184903849833,-0.14986043755445944,0.02018996668816539,-0.17005040424262483
2020-03-19,0.3499999940395355,0.5031000062823295,0.7238305432985221,0.2823694692661369,0.406999996304512,0.4660000026226044,0.42479786006874926,0.4660411783418023,-0.14728116031430605,0.018215395142655022,-0.16549655545696107
2020-03-20,0.3499999940395355,0.4871000051498413,0.7034672158853814,0.27073279441430115,0.39199999570846555,0.44933333396911623,0.41119824806343763,0.45153603030401895,-0.143581941276416,0.01753169134443605,-0.16111363262085204
2020-03-23,0.30000001192092896,0.46955000460147855,0.6868318449260062,0.25226816427695087,0.3869999974966049,0.4293333331743876,0.39098038694661785,0.4325940280061327,-0.14303603386557712,0.014462079004219947,-0.15749811286979706
2020-03-24,0.25999999046325684,0.45000000298023224,0.66881501101,0.23118499495046455,0.3629999965429306,0.4066666642824809,0.36716576940418855,0.4110197733132732,-0.14416917325979878,0.01066315168799864,-0.15483232494779742
2020-03-25,0.4000000059604645,0.4400000020861626,0.6485186016312379,0.2314814025410873,0.3679999977350235,0.39333332975705465,0.37313563059623867,0.4096423023941721,-0.13224591458871604,0.018069128287265118,-0.15031504287598116
2020-03-26,0.38999998569488525,0.43450000137090683,0.6421993193829353,0.2268006833588784,0.37199999690055846,0.38466666340827943,0.37620187697781077,0.40718701280676123,-0.12219497662442436,0.022496053001245464,-0.14469102962566982
2020-03-27,0.30000001192092896,0.4195000007748604,0.6204452783405895,0.21855472320913125,0.35699999928474424,0.3713333308696747,0.36234699242201407,0.3937886376960322,-0.12010725986941823,0.01966701580500127,-0.1397742756744195
2020-03-30,0.30000001192092896,0.40450000017881393,0.5937590879559217,0.21524091240170615,0.3469999998807907,0.36799999872843425,0.3510111777854531,0.38206505947414426,-0.11710284064689869,0.018137148022016658,-0.13523998866891535
2020-03-31,0.2800000011920929,0.3884999990463257,0.5624281458781513,0.21457185221450017,0.3330000013113022,0.35333333214124046,0.3381000547684785,0.36930692718888786,-0.11500988808743123,0.016184080465187295,-0.13119396855261853
2020-04-01,0.27000001072883606,0.3719999983906746,0.5237366041335013,0.22026339264784792,0.32000000178813937,0.34799999992052716,0.3257182285794526,0.3568935626313814,-0.11285717648278148,0.014669433655869646,-0.12752661013865113
2020-04-02,0.27000001072883606,0.35949999988079073,0.5012709355546691,0.2177290642069124,0.3120000034570694,0.34266666769981385,0.3155876435157041,0.3460318686435632,-0.1098844574024116,0.014113722188991637,-0.12399817959140323
2020-04-03,0.25,0.3469999998807907,0.4808805368901934,0.21311946287138808,0.30200000405311583,0.3293333351612091,0.30366261742193973,0.3340278850631178,-0.10789860191436618,0.012879662141629639,-0.12077826405599582
2020-04-06,0.25,0.34200000017881393,0.4823709309452342,0.2016290694123937,0.29700000286102296,0.3193333347638448,0.29390577789067795,0.3235243994302281,-0.10511311853297023,0.012532116418420475,-0.1176452349513907
2020-04-07,0.3799999952316284,0.33599999994039537,0.45788518414623264,0.2141148157345581,0.3090000033378601,0.31666666865348814,0.3095592719526689,0.33058384890540315,-0.09136251947171287,0.02102617238374227,-0.11238869185545514
2020-04-08,0.30000001192092896,0.333500000834465,0.45618250980496755,0.21081749186396248,0.2990000039339066,0.3100000023841858,0.3078212246741707,0.3267608692823439,-0.08592985483629112,0.021167069615331227,-0.10709692445162235
