Date,Close,bb_bbm,bb_bbh,bb_bbl,SMA10,SMA20,EMA10,EMA20,macd,macd_diff,macd_signal,ROC10,RSI10,StochRSI10,StochRSID10,StochRSIK10,TSIRSI10,Cum10,Dlog10,DRIND
2020-02-19,63.78569030761719,62.77337512969971,64.14370856289044,61.40304169650898,63.336083602905276,62.98065694173177,63.366027276061004,63.16169371831947,0.374160489350885,0.12896013701744896,0.245200352333436,2.4562486228699063,62.06205443493481,0.7352133311805157,0.929548849159271,0.8993621133160768,22.693427859995378,2.685753897640919,-0.24727437803715446,-0.24696890678287398
2020-02-20,64.4256362915039,62.89166107177734,64.39699707378831,61.386325069766364,63.456591033935545,63.12360356648763,63.558683460686986,63.31968653996752,0.4382898111863369,0.15447156708232068,0.28381824410401624,1.9061429897777038,68.60970782961866,1.0,0.9123928706136581,0.8993621133160768,26.795731991512202,3.7159745551624157,0.9982757613726356,1.0032751559173825
2020-02-21,64.0433349609375,62.962510681152345,64.54274787849454,61.38227348381016,63.55715217590332,63.21169840494792,63.64680191527798,63.41014259258877,0.4530418539331933,0.13537888786334162,0.31766296606985167,1.5952533866797025,61.55767882072675,0.5750935988165065,0.8562755122103871,0.7701023099990074,26.422708816448303,3.10052459834671,-0.5951669968871975,-0.5933993865991805
2020-02-24,62.38947677612305,62.97206840515137,64.53592933030347,61.40820747999927,63.533050537109375,63.22277933756511,63.41819734452254,63.28255936553055,0.32750514500113326,0.007873743145025258,0.319631401856108,-0.38482275288508955,41.20164938598854,0.0,0.7314985409735287,0.5250311996055022,13.03184238468764,0.4380516560859471,-2.616334324407177,-2.582404844818287
2020-02-25,61.17609405517578,62.95586223602295,64.58572301309836,61.32600145894755,63.37015838623047,63.17679290771484,63.010542201004945,63.0192512017362,0.1286238580414647,-0.15280603505171464,0.28142989309317934,-2.5936169176330504,32.453290324921454,0.0,0.49561045862555947,0.19169786627216887,-2.6535032709998885,-1.5153193722113212,-1.9640126552594062,-1.9448515737699457
2020-02-26,60.91014862060547,62.882727241516115,64.72773647765845,61.03771800537378,63.149920272827146,63.08703511555989,62.62865245911412,62.75561337909486,-0.049875633451549106,-0.26504442123578276,0.21516878778423368,-3.489609975381048,30.85767771411423,0.0,0.23890968862589035,3.700743415417188e-17,-13.504049674380934,-1.943453132507511,-0.43566883441519266,-0.4347211744680113
2020-02-27,56.139732360839844,62.5756420135498,66.04668504332709,59.10459898377252,62.41358070373535,62.61497980753581,61.44884880488243,61.92862825181298,-0.5697033055319096,-0.6278976746529147,0.058194369121005035,-11.595327532395697,15.5853272996237,0.0,0.06389928875738965,3.700743415417188e-17,-36.77077110035179,-9.623134698658099,-8.155600127875395,-7.831890691121757
2020-02-28,55.44992446899414,62.21204261779785,66.86717019208646,57.556915043509235,61.624049758911134,62.109126536051434,60.35813528926637,61.118790278960624,-1.0255107630009945,-0.8669641056975996,-0.1585466573033949,-12.463936053275608,14.437285847947464,0.0,3.700743415417188e-17,3.700743415417188e-17,-49.554925868639444,-10.733625830401161,-1.2363451920770707,-1.2287338447072416
2020-03-02,57.45283126831055,61.973521041870114,67.06985658022991,56.877185503510326,60.97164802551269,61.76394907633463,59.82989819454713,60.66054540262937,-1.2111620945427006,-0.8420923497914445,-0.3690697447512561,-10.197465921680848,30.866606019121633,0.30327830232018976,0.03369758914668779,0.10109276744006329,-46.66525554195759,-7.509235004141567,3.548393373422254,3.6121001398953467
2020-03-03,56.72148513793945,61.7163007736206,67.3040056883963,56.12859585884491,60.24943542480469,61.35838038126628,59.26473218425482,60.168162869543124,-1.4011540017967974,-0.825667405636433,-0.5754865961603643,-11.294523217809537,28.635789177260975,0.26209836684277216,0.09651721905368356,0.18845888972098734,-46.193185130942176,-8.68659670384414,-1.2811219829281129,-1.27295054782528
2020-03-04,58.72439956665039,61.53969497680664,67.2694084042336,55.809981549379685,59.74330635070801,61.06583836873372,59.166489890144916,59.98769245668153,-1.374263843630942,-0.6390217979764621,-0.7352420456544799,-7.9348372911821965,41.50108471370412,0.4995862816492398,0.21484643581059482,0.3549876502707339,-37.86428409666077,-5.462193595360665,3.4702240445530386,3.531138904138542
2020-03-05,57.087154388427734,61.23302459716797,67.22079461900296,55.245254575332986,59.00945816040039,60.63810679117839,58.7884288898327,59.6251251981498,-1.468141382434645,-0.586319469424132,-0.8818219130105129,-11.390623865741983,35.66189561890852,0.4504336324873644,0.3158286556616156,0.4040394269931255,-35.475236164833376,-8.097921995104794,-2.8276181574338644,-2.788015186710313
2020-03-06,50.87065124511719,60.62467098236084,68.05416504275873,53.19517692196296,57.69218978881836,59.80646794637044,57.34883295442988,58.530815954020724,-2.0208645894260258,-0.9112341411324101,-1.1096304482936157,-20.56839126796698,22.378406236408154,0.29342223639226234,0.3911692647022717,0.41448071684295557,-42.824731729022524,-18.105594700367778,-11.529296352765117,-10.88949556149309
2020-03-09,31.66429901123047,59.07636127471924,73.65526022514427,44.49746232429421,54.619672012329104,57.65229797363281,52.67891769202999,55.17250133617194,-3.963010703710225,-2.282704204333287,-1.6803064993769377,-49.24737207709899,9.82074953996458,0.0,0.3554907000430967,0.24795195629320896,-61.58383543209428,-49.02504934997558,-47.40963288269939,-37.75527099376428
2020-03-10,31.606122970581055,57.51641664505005,76.25015123139602,38.782682058704076,51.66267490386963,55.49646542867025,48.847500469948365,52.22670404047308,-5.444113460837002,-3.0110455691680515,-2.4330678916689505,-48.33582715811352,9.802237195530466,0.0,0.2534133617556395,0.09780741213075415,-68.88624170407766,-49.118704377679364,-0.18389653560735297,-0.18372754953072112
2020-03-11,29.869157791137695,55.854248046875,77.91127599255717,33.797220101192835,48.558575820922854,53.23536326090495,45.39689271016461,49.43201075930616,-6.681041749700043,-3.3983790864248737,-3.282662663275169,-50.961935789739364,9.225333521227995,0.0,0.1152531228079877,3.700743415417188e-17,-73.26673255490341,-51.91496758475471,-5.652443069476032,-5.495660385363066
2020-03-12,23.652650833129883,53.8617241859436,79.67488702989816,28.04856134198904,45.30986766815185,50.51716423034668,41.44339418706738,46.20959076853413,-8.069911570961452,-3.829799126149026,-4.240112444812426,-57.868251524425254,7.475714122857937,0.0,0.03260247071025139,3.700743415417188e-17,-77.34016156149723,-61.922646431129635,-23.33512413957033,-20.812461474398436
2020-03-13,25.530900955200195,51.9710075378418,80.15894566492908,23.783069410754525,42.31796531677246,47.949668629964194,38.55021359945516,43.62475454186739,-8.91626071952291,-3.7409186197683866,-5.175342099754523,-53.95683366624553,13.01399990766842,0.162769300925717,0.018085477880635244,0.05425643364190571,-76.73905910183394,-58.89893486097997,7.641432606525855,7.94097090986301
2020-03-16,20.785409927368164,49.81143560409546,80.49669440763002,19.126176800560902,38.65122318267822,45.17606417338053,35.32024929543934,40.769836465054986,-9.856302661846577,-3.744768449673642,-6.111534212172935,-63.821783072276816,11.14177054446661,0.10774479037106943,0.04814259913583374,0.09017136376559552,-77.30812518783601,-66.53849040168768,-20.563822591001866,-18.58724467326508
2020-03-17,17.859994888305664,47.50725479125977,80.44026781202606,14.57424177049348,34.76507415771484,42.28832422892253,32.145657585051396,37.90610626796132,-10.713846663514303,-3.6818499610730946,-7.031996702441209,-68.51282217862874,10.142344978116384,0.07837183868838885,0.08690770246751989,0.11629530999505848,-78.21789714850009,-71.24798632939353,-15.168800554023365,-14.074367786273989
2020-03-18,12.773761749267578,44.956658363342285,80.26737618783748,9.645940538847086,30.170010375976563,39.07923177083333,28.623494705817972,34.7645632031246,-11.669355899120106,-3.709887357343117,-7.959468541776989,-78.24794830848845,8.644395584390594,0.04146292259192368,0.09410884143703822,0.0758598505504607,-79.68394157657546,-79.43608748284173,-33.517008549753015,-28.47835719353111
2020-03-19,17.02890968322754,42.58682203292847,78.70559700251744,6.46804706333949,26.16418590545654,36.47184359232585,26.515388338074256,32.54760651313747,-11.945548132864356,-3.1888636728698927,-8.756684459994464,-70.17033014579633,19.672456131120867,0.8184254170542172,0.16830285110789858,0.31275339277817665,-74.80042688364232,-72.58591354198703,28.751926558488393,33.311627518056255
2020-03-20,17.17850685119629,40.2435806274414,76.57046999104004,3.9166912638427647,22.794971466064453,33.92041575113932,24.81777352227826,30.62646905539482,-12.013872779716458,-2.6057506557775945,-9.408122123938863,-66.23100662025598,20.049464959537204,1.0,0.3361920077368948,0.6199627798820471,-71.29147270953975,-72.34508369598646,0.8746531414994152,0.8784894086090178
