STATION,NAME,DATE,TMAX
USC00367732,"SAFE HARBOR DAM, PA US",2021-02-26,46
USC00367732,"SAFE HARBOR DAM, PA US",2021-02-27,45
USC00367732,"SAFE HARBOR DAM, PA US",2021-02-28,45
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-01,41
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-02,46
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-03,38
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-04,52
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-05,46
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-06,38
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-07,38
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-08,41
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-09,46
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-10,63
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-11,61
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-12,68
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-13,69
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-14,52
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-15,57
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-16,41
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-17,40
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-18,47
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-19,48
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-20,47
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-21,53
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-22,59
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-23,60
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-24,66
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-25,57
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-26,63
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-27,77
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-28,70
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-29,65
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-30,56
USC00367732,"SAFE HARBOR DAM, PA US",2021-03-31,63
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-01,63
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-02,44
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-03,42
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-04,53
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-05,68
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-06,69
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-07,71
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-08,72
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-09,67
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-10,58
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-11,67
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-12,72
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-13,51
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-14,63
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-15,62
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-16,62
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-17,56
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-18,58
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-19,66
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-20,61
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-21,75
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-22,68
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-23,48
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-24,63
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-25,65
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-26,65
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-27,63
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-28,77
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-29,86
USC00367732,"SAFE HARBOR DAM, PA US",2021-04-30,79
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-01,67
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-02,68
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-03,86
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-04,69
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-05,83
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-06,71
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-07,64
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-08,63
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-09,57
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-10,57
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-11,63
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-12,64
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-13,68
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-14,69
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-15,75
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-16,76
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-17,70
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-18,71
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-19,81
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-20,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-21,84
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-22,83
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-23,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-24,89
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-25,69
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-26,73
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-27,88
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-28,83
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-29,69
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-30,52
USC00367732,"SAFE HARBOR DAM, PA US",2021-05-31,55
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-01,74
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-02,74
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-03,76
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-04,73
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-05,82
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-06,90
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-07,91
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-08,91
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-09,89
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-10,89
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-11,83
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-12,64
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-13,81
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-14,76
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-15,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-16,79
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-17,79
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-18,80
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-19,85
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-20,88
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-21,88
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-22,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-23,73
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-24,79
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-25,76
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-26,78
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-27,83
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-28,88
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-29,91
USC00367732,"SAFE HARBOR DAM, PA US",2021-06-30,94
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-01,97
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-02,80
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-03,81
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-04,77
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-05,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-06,88
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-07,95
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-08,94
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-09,88
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-10,88
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-11,84
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-12,85
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-13,89
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-14,88
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-15,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-16,91
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-17,93
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-18,89
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-19,76
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-20,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-21,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-22,85
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-23,82
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-24,84
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-25,83
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-26,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-27,89
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-28,91
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-29,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-30,81
USC00367732,"SAFE HARBOR DAM, PA US",2021-07-31,84
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-01,82
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-02,73
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-03,80
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-04,79
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-05,80
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-06,86
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-07,89
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-08,81
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-09,88
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-10,89
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-11,90
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-12,92
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-13,95
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-14,93
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-15,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-16,84
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-17,81
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-18,83
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-19,85
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-20,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-21,84
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-22,84
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-23,76
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-24,89
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-25,89
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-26,90
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-27,91
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-28,89
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-29,80
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-30,83
USC00367732,"SAFE HARBOR DAM, PA US",2021-08-31,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-01,82
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-02,71
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-03,77
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-04,74
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-05,78
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-06,72
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-07,82
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-08,82
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-09,82
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-10,75
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-11,75
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-12,78
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-13,86
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-14,80
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-15,85
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-16,87
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-17,83
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-18,80
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-19,84
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-20,79
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-21,77
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-22,78
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-23,78
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-24,76
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-25,74
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-26,72
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-27,72
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-28,79
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-29,75
USC00367732,"SAFE HARBOR DAM, PA US",2021-09-30,69
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-01,67
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-02,66
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-03,74
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-04,79
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-05,77
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-06,68
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-07,74
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-08,73
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-09,71
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-10,69
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-11,66
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-12,69
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-13,68
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-14,69
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-15,73
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-16,77
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-17,78
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-18,63
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-19,62
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-20,68
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-21,72
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-22,74
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-23,66
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-24,62
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-25,61
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-26,75
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-27,65
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-28,67
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-29,63
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-30,56
USC00367732,"SAFE HARBOR DAM, PA US",2021-10-31,62
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-01,60
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-02,58
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-03,49
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-04,50
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-05,50
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-06,50
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-07,51
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-08,51
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-09,60
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-10,64
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-11,64
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-12,62
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-13,62
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-14,51
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-15,48
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-16,47
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-17,50
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-18,54
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-19,69
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-20,45
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-21,45
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-22,51
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-23,48
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-24,42
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-25,48
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-26,53
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-27,45
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-28,39
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-29,42
USC00367732,"SAFE HARBOR DAM, PA US",2021-11-30,41
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-01,41
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-02,49
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-03,59
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-04,49
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-05,47
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-06,49
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-07,58
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-08,38
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-09,39
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-10,40
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-11,47
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-12,65
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-13,46
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-14,51
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-15,53
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-16,53
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-17,61
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-18,57
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-19,47
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-20,40
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-21,39
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-22,39
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-23,44
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-24,36
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-25,45
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-26,55
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-27,50
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-28,38
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-29,42
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-30,46
USC00367732,"SAFE HARBOR DAM, PA US",2021-12-31,49
USC00367732,"SAFE HARBOR DAM, PA US",2022-01-01,51
