Date,Close,bb_bbm,bb_bbh,bb_bbl,SMA10,SMA20,EMA10,EMA20,macd,macd_diff,macd_signal,ROC10,RSI10,StochRSI10,StochRSID10,StochRSIK10,TSIRSI10,Cum10,Dlog10,DRIND
2020-02-19,21.59160804748535,21.488397693634035,22.762350538399353,20.214444848868716,21.375498008728027,21.264050674438476,21.407183987933838,21.51347415806991,-0.4073395266128159,0.10304873021936067,-0.5103882568321766,2.8149493287504677,49.33516045214985,1.0,0.8553451146749352,0.8365611841558817,-9.95997160899123,-8.94972176318156,1.903090135619756,1.9213143199172
2020-02-20,21.271800994873047,21.392456340789796,22.400425618844693,20.384487062734898,21.31444396972656,21.28472468058268,21.38256889828642,21.4832650126703,-0.390623934296741,0.09581145802834845,-0.4864353923250895,-2.7901054063451256,44.653204517042205,0.6942209006156569,0.8073001318683578,0.7797592988560039,-9.63535435777866,-10.298325399298347,-1.492242424272261,-1.481163662794216
2020-02-21,20.603120803833008,21.2800404548645,22.095109198366586,20.464971711362416,21.21753349304199,21.240146001180012,21.240851062931252,21.37324698656564,-0.4264181272455012,0.04801381206367061,-0.4744319393091718,-4.4923726746253045,36.58675255712833,0.1673999630168871,0.7456202569631335,0.6205402878775146,-13.707949188761129,-13.118102291864497,-3.1939738982278865,-3.143505296994853
2020-02-24,19.217302322387695,21.12159194946289,22.203322611441454,20.039861287484324,21.026619720458985,21.112224324544272,20.87293311010515,21.103753903543396,-0.5601521672238334,-0.06857618233172924,-0.4915759848921042,-9.036722332171307,25.838417201738665,0.0,0.5625021804259,0.28720695454418127,-24.199995399336935,-18.96200044173001,-6.963152379814064,-6.726255185512942
2020-02-25,18.42264175415039,20.993670558929445,22.592921264628472,19.394419853230417,20.795004272460936,20.951353454589842,20.42742559084065,20.76861488486927,-0.7219377747332061,-0.1842894318728815,-0.5376483428603246,-11.168220439760429,21.764605511167318,0.0,0.32118241003133047,0.055799987672295624,-34.192513192812875,-22.313027640941385,-4.223059760469194,-4.135130701001377
2020-02-26,17.831491470336914,20.81535587310791,22.912409020298067,18.718302725917756,20.47229347229004,20.740089162190756,19.955437568930876,20.401474458052725,-0.8876229568213034,-0.2799796911687831,-0.6076432656525204,-15.32441891965697,19.255271771514543,0.0,0.11433564740549229,0.0,-42.5533689018163,-24.805866418980425,-3.2614360387431596,-3.208824726129722
2020-02-27,16.852693557739258,20.609906005859376,23.32376839133164,17.89604362038711,19.99161853790283,20.404779307047527,19.39130229416876,19.957876845513542,-1.0853986685012913,-0.3822043222790167,-0.7031943462222746,-22.192396017325443,15.885751884644776,0.0,0.01859999589076521,0.0,-50.734958355695206,-28.93338772650125,-5.645557878108987,-5.489153356722342
2020-02-28,16.43597984313965,20.368114948272705,23.612788785846625,17.123441110698785,19.484777450561523,20.062362925211588,18.853970939436195,19.517639720216806,-1.2612240532499541,-0.4464237656221436,-0.8148002876278105,-23.56919077698742,14.671276999989288,0.0,0.0,0.0,-56.93123524827084,-30.690639876315593,-2.5037674445997027,-2.4726831540127447
2020-03-02,16.68794822692871,20.14570598602295,23.740257710280254,16.551154261765646,19.00991725921631,19.766463470458984,18.4601486280712,19.163928283555794,-1.3645060186254199,-0.43976458479808744,-0.9247414338273324,-22.151894229039325,18.839867707664624,0.12025746374979551,0.013361940416643922,0.04008582124993176,-59.02722217275822,-29.62810709041004,1.5213971204790955,1.5330292820615377
2020-03-03,15.620469093322754,19.884944200515747,23.965281120015625,15.804607281015869,18.45350561141968,19.425241661071777,17.943843258116935,18.720995884776663,-1.5150300418297498,-0.4722308864019338,-1.042799155427816,-26.264929560421592,15.317381021579536,0.01863911244918452,0.02879489332764168,0.04629885873299327,-62.555433057636044,-34.129590810986365,-6.610462029705211,-6.39670688744951
