Emp ID,Pipe
100463736,"$2,150,000.00"
100568413,"$2,819,295.77"
100569225,"$1,976,000.00"
100574828,"$5,600,000.00"
100579505,"$10,300,100.00"
100580065,"$2,825,000.00"
100580190,"$2,700,000.00"
100580806,"$3,500,000.00"
100581763,"$2,100,000.00"
100581784,"$18,860,500.00"
100582604,"$490,000.00"
100582847,"$19,572,000.00"
100584032,"$6,635,003.00"
100584043,"$5,700,000.00"
100584422,"$17,146,000.00"
100584558,"$3,805,000.00"
100584866,"$1,525,000.00"
100585036,"$500,000.00"
100585370,"$4,540,000.00"
100585718,"$5,045,000.00"
100585834,"$3,899,000.00"
100585872,"$7,125,000.00"
100585952,"$1,200,000.00"
100586233,"$1,749,000.00"
100586314,"$17,925,000.00"
100586334,"$1,850,000.00"
100586452,"$12,260,000.00"
100586521,"$100,000.00"
100586524,"$5,700,000.00"
100586530,"$350,000.00"
100586701,"$38,300,000.00"
100586711,"$1,000,000.00"
100586786,"$4,875,000.00"
100586863,"$43,810,000.00"
100586959,"$32,830,000.00"
100587219,"$2,942,500.00"
100587434,"$14,459,000.00"
100587799,"$4,650,000.00"
100587866,"$7,740,000.00"
100587881,"$4,485,000.00"
100587944,"$128,650,381.00"
100587980,"$6,813,000.00"
100588600,"$17,550,000.00"
100588753,"$13,450,000.00"
100588959,"$2,800,000.00"
100589248,"$4,900,001.00"
100589278,"$5,867,185.00"
100589299,"$9,650,000.00"
100589357,"$993,740.00"
100589481,"$22,412,860.00"
100589728,"$4,300,000.00"
100589741,"$2,750,002.00"
100589948,"$1,875,000.00"
100590659,"$250,000.00"
100590772,"$9,161,000.00"
100590896,"$153,272,200.00"
100591010,"$2,110,000.00"
100591095,"$806,097.56"
100591120,"$36,225,000.00"
100591141,"$23,896,000.00"
100591320,"$3,375,000.00"
100591654,"$1,155,000.00"
100591676,"$1,088,591.46"
100591972,"$500,000.00"
100592304,"$7,400,000.00"
100592305,"$8,500,000.00"
100592341,"$2,580,000.00"
100592496,"$32,745,000.00"
100592561,"$500,000.00"
100592715,"$7,892,000.00"
100592741,"$1,840,220.00"
100592784,"$1,895,000.00"
100592873,"$1,535,000.00"
100592932,"$8,937,000.00"
100593650,"$6,200,000.00"
100593918,"$19,296,508.00"
100593964,"$1,170,000.00"
100594243,"$2,500,000.00"
100594397,"$8,985,660.00"
100594872,"$12,139,000.00"
100595231,"$17,720,855.00"
100595346,"$540,000.00"
100595407,"$5,075,000.00"
100596320,"$600,000.00"
100596555,"$6,050,000.00"
100596618,"$3,500,000.00"
100596849,"$1,200,000.00"
100596941,"$52,425,000.00"
100597190,"$1,800,000.00"
100597272,"$2,866,001.00"
100597339,"$4,345,000.00"
100597826,"$32,870,000.00"
100597983,"$22,932,500.00"
100598931,"$1,850,000.00"
100599152,"$2,026,200.00"
100599268,"$3,843,000.00"
100599669,"$14,200,000.00"
100599962,"$1,000,000.00"
100600975,"$3,125,000.00"
100601386,"$17,880,000.00"
100602248,"$5,935,247.50"
100602451,"$2,250,000.00"
100603236,"$910,000.00"
100603415,"$250,000.00"
100603613,"$12,750,000.00"
100604296,"$500,000.00"
100604298,"$1,200,000.00"
100604370,"$292,640.00"
100605530,"$2,000,000.00"
100605581,"$2,299,800.00"
100605616,"$1,899,854.00"
100606970,"$100,000.00"
100606975,"$3,200,000.00"
100607244,"$4,089,565.00"
100607644,"$7,250,000.00"
100607920,"$1,125,000.00"
100608090,"$813,000.00"
100608136,"$500,000.00"
100608155,"$28,989,480.00"
100608164,"$2,125,000.00"
100608243,"$12,250,000.00"
100608247,"$2,525,000.00"
100608282,"$400,000.00"
100608366,"$6,337,500.00"
100608383,"$325,000.00"
100608430,"$60,075,360.00"
100608521,"$4,369,550.00"
100608771,"$585,000.00"
100608828,"$58,607,001.00"
100609005,"$550,000.00"
100609073,"$34,502,550.00"
100609078,$1.00
100609118,"$5,410,000.00"
100609226,"$2,431,000.00"
100609257,"$3,850,000.00"
100609381,"$150,000.00"
100609393,"$3,643,000.00"
100609514,"$18,800,000.00"
100609525,"$500,000.00"
100609544,"$3,152,244.00"
100609569,"$107,600,000.00"
100609600,"$14,770,000.00"
100609607,"$21,830,000.00"
100609611,"$1,500,000.00"
100609615,"$1,915,180.00"
100609628,"$999,000.00"
100609827,"$22,180,000.00"
100609871,"$15,525,000.00"
100610014,"$12,614,700.00"
100610205,"$10,422,720.00"
100610242,"$3,775,000.00"
100610320,"$11,170,000.00"
100610367,"$5,158,049.00"
100610419,"$2,905,000.00"
100610426,"$1,250,000.00"
100610483,"$22,362,000.00"
100610489,"$6,000,000.00"
100610826,"$1,350,000.00"
100610875,"$100,000.00"
