transaction date,est revenue,vod revenue,est trannx,vod trannx,nr est rev,nr vod rev,lib est rev,lib vod rev,d2d revenue,total rev,discounted rev,new paids,ex paids
2021-03-22 00:00:00.000000,6017825.47,1742844.39,536707,318655,1087736.41,620291.81,1931520.33,754696.23,81085.45,7841755.31,2359410.16,26766,409881
2021-03-29 00:00:00.000000,6280423.85,1625221.07,590117,300581,751760.64,560121.38,1984413.23,709536.16,85456.89,7991101.81,2698636.35,25824,406756
2021-04-05 00:00:00.000000,5994358.91,1558185.67,505284,293757,563156.99,550169.73,1840526.29,683091.33,107568.89,7660113.47,2539313.03,25151,393840
2021-04-12 00:00:00.000000,5208831.2,2190223.46,461413,316374,523931.58,459888.01,1807019.09,690107.11,106274.83,7505329.49,2207051.99,25833,389359
2021-04-19 00:00:00.000000,5149750.14,1812970.3,478600,288474,564705.7,388962.75,1699949.13,694805.1,81802.07,7044522.51,2394768.09,23788,369857
2021-04-26 00:00:00.000000,5166201.17,1391159.9,463555,245327,930957.55,331281.61,1367823.29,624401.2,77128.37,6634489.44,2304313.73,20665,347764
2021-05-03 00:00:00.000000,5069202.36,1326909.45,452842,248151,703948.68,393820.12,1429030.33,626950.09,68338.45,6464450.26,2399053.07,19528,345295
2021-05-10 00:00:00.000000,4157510.47,1289733.69,372695,253720,570730.53,466004.19,1587131.74,609292.56,69209.83,5516453.99,1590006.8,19124,327725
2021-05-17 00:00:00.000000,5035097.08,1127543.92,428519,236249,903227.13,417193.73,1434883.43,615991.79,65628.86,6228269.86,1778018.41,19154,337913
2021-05-24 00:00:00.000000,5623767.93,1930231.05,570582,293623,843517.74,451365.88,1390820.56,690148.84,65777.07,7619776.05,2718336.1,23195,396442
2021-05-31 00:00:00.000000,4949069.08,1824000.64,511319,284524,549366.3,414260.38,1374772.52,676614.58,69521.12,6842590.84,2399664.12,24280,382106
2021-06-07 00:00:00.000000,5172000.99,1288698.23,504353,231765,794652.53,312881.02,1284064.59,615697.11,60881.23,6521580.45,2540573.72,22040,348639
2021-06-14 00:00:00.000000,4893444.65,1162361.28,461113,220810,803622.4,331065.43,1177096.33,584369.22,57452.59,6113258.52,2388842.63,19026,334201
2021-06-21 00:00:00.000000,5021727.2,1301326.57,484742,245479,876961.73,446384.03,1376289.25,601868.24,58557.46,6381611.23,2004481.04,20150,354424
2021-06-28 00:00:00.000000,5487542.95,1228433.43,498511,243293,936510.79,456828.23,1339903.52,605052.62,60206.98,6776183.36,2435386.05,21063,361515
2021-07-05 00:00:00.000000,5138842.78,1211577.92,515729,250213,782576.21,443786.29,1399362.04,644666.9,63449.26,6413869.96,2372972.39,22221,355806
2021-07-12 00:00:00.000000,5904295.45,1135672.19,525516,238372,1578493.41,478565.8,1266996.96,604632.39,55938.54,7095906.18,2522932.03,22381,370810
2021-07-19 00:00:00.000000,5576407.09,1459721.11,504811,246295,1238073.96,429645.69,1223806.08,589145.49,56186.01,7092314.21,2553940.35,23538,359738
2021-07-26 00:00:00.000000,4966542.63,2316013.1,428462,303541,1216672.31,536355.1,1209232.63,572569.33,58459.63,7341015.36,1986666.17,30239,375277
2021-08-02 00:00:00.000000,4978364.13,1999741.23,464854,306972,939235.9,556191.65,1333367.13,604413.71,64687.36,7042792.72,2166532.9,52121,363719
2021-08-09 00:00:00.000000,5644294.19,1790163.16,491456,307933,737868.83,570958.85,1281976.42,659407.6,58914.37,7493371.72,2416695.78,49673,382224
2021-08-16 00:00:00.000000,5632881.07,2011420.76,510535,322034,694121.87,556443.47,1248248.86,659171.53,57454.52,7701756.35,2516661.95,46226,386565
2021-08-23 00:00:00.000000,4691483.41,1742371.33,425946,295422,672973.65,492269.72,1204645.26,634361.56,57098.1,6490952.84,1974222.82,41261,357281
2021-08-30 00:00:00.000000,5864266.89,1921035.57,493445,295883,1477294.88,451798.82,1320629.52,654027.31,60985.84,7846288.3,2376274.11,42620,382459
2021-09-06 00:00:00.000000,5502152.47,1556781.59,454761,265838,1485691.2,388798.91,1208646.37,638549.17,59147.14,7118081.2,2098046.12,36611,364873
2021-09-13 00:00:00.000000,5869117.05,1765599.25,520929,266986,1595165.54,363691.42,1524490.09,622478.69,54175.85,7688892.15,2307949.95,38112,364253
2021-09-20 00:00:00.000000,5258347.06,1500014.01,438958,258854,1575134.32,426513.74,1175358.57,598114.77,50944.88,6809305.95,2005556.46,35350,350266
2021-09-27 00:00:00.000000,6566343.56,1942055.81,506225,286883,2791965.05,513210.72,1203561.77,606349.55,51444.72,8559844.09,2038224.27,42458,409741
2021-10-04 00:00:00.000000,5893492.86,1649022.1,489467,263923,2074915.74,476753.5,1451731.96,608712.56,51757.55,7594272.51,2167924.66,36479,372944
2021-10-11 00:00:00.000000,4804039.31,1884128.84,421412,312111,1250944.95,707550.32,1567835.76,604199.62,49515.48,6737683.63,1758461.5,36361,377563
2021-10-18 00:00:00.000000,4840746.93,1837274.45,437654,315355,1064873.74,815411.69,1056696.18,605790.77,53323.99,6731345.37,2214561.21,36446,386842
2021-10-25 00:00:00.000000,4924104.63,1874342.21,447167,333874,891991.23,729110.72,956089.49,698160.86,50492.99,6848939.83,2739222.78,39705,406974
2021-11-01 00:00:00.000000,4891137.01,1456098.69,453319,273819,879505.13,677183.87,1282964.69,569453.48,47299.62,6394535.32,2115874.92,33905,365537
2021-11-08 00:00:00.000000,4896971.47,1980099.39,398174,286635,1210119.36,596608.59,1085349.21,538995.33,45688.93,6922759.79,1792166.27,34874,367398
2021-11-15 00:00:00.000000,4206236.99,1619783.57,354064,269704,822315.94,620445.37,1135117.45,538711.27,46836.24,5872856.8,1412804.43,31168,337945
2021-11-22 00:00:00.000000,11443600.29,1820933.98,916928,321991,4175684.66,672089.2,1204363.8,694123.91,62409.39,13326943.66,5159397.48,50058,547384
2021-11-29 00:00:00.000000,5966506.03,1200550.1,559979,234206,1641699.82,408641.6,1572510.28,576826.59,55533.36,7222589.49,2242608.63,32236,366596
2021-12-06 00:00:00.000000,5581029.85,1176317.97,448392,263232,1779805.07,448180.9,1253258.69,637927.21,58285.33,6815633.15,1843193.55,33804,378772
2021-12-13 00:00:00.000000,6808125.3,1516315.03,566098,328419,1822104.11,731957.35,996074.84,728959.4,59301.46,8383741.79,3285118.9,44709,454406
2021-12-20 00:00:00.000000,8732714.69,2231818.83,764258,439904,1431870.31,811171.94,974523.39,1010979.57,81026.03,11045559.55,5210832.43,60915,551887
2021-12-27 00:00:00.000000,7122213.22,2107429.49,575645,413086,1080077.2,919652.72,969140.29,857704.57,204808.73,9434451.44,3837384.47,54459,478707
2022-01-03 00:00:00.000000,7473336.95,2610590.57,560724,354867,2709031.59,707217.78,1356115.49,676004.52,133994.37,10217921.89,2446772.82,49270,486260
2022-01-10 00:00:00.000000,5542027.87,2259161.18,451274,316575,1833986.25,591028.42,1178750.4,643616.33,92387.63,7893576.68,1617348.7,40108,410893
2022-01-17 00:00:00.000000,5073048.12,1683912.89,424221,275451,1335129.47,521850.66,1116578.84,612976.1,82344.14,6839305.15,1873487.83,33247,367708
2022-01-24 00:00:00.000000,4682174.27,1623755.82,368124,268832,1026889.73,570550.15,982231.58,572094.69,74131.57,6380061.66,1669550.23,30331,353603
2022-01-31 00:00:00.000000,5671135.38,1803256.02,509810,314061,1514756.94,793043.83,1307338.31,596134.64,79048.13,7553439.53,2209034.74,35563,412161
2022-02-07 00:00:00.000000,4107628.36,1302127.67,384776,235383,1025492.16,545006.46,1050087.53,497881.35,63019.52,5472775.55,1490792.3,25565,326932
2022-02-14 00:00:00.000000,4994560.65,1465695.93,456563,265049,1212998.02,564022.91,1040038.14,595243.99,59413.8,6519670.38,2077286.69,29289,373319
2022-02-21 00:00:00.000000,4830533.43,1496780.25,423841,288117,890691.12,648688.89,1156247.15,648660,58449.14,6385762.82,2082573.09,30812,373011
2022-02-28 00:00:00.000000,6359040.54,1435206.48,502209,270306,2156883.63,736849.1,1301223.58,530272.34,60321.43,7854568.45,2288520.63,31633,390763
2022-03-07 00:00:00.000000,4823773.59,1694474.94,429114,261738,1248658.73,548967.4,1066414.59,525992.3,54693.47,6572942,1861582.57,29063,354158
2022-03-14 00:00:00.000000,9456420.07,1458936.61,616889,236841,5426261.66,503310.65,978394.86,483893.53,54759.07,10970115.75,2445447.29,43054,496057
2022-03-21 00:00:00.000000,5579352.76,1439952.18,436977,242639,1878404.19,519147.45,1043531.03,504821.38,52544.38,7071849.32,2083829.18,33623,374554
2022-03-28 00:00:00.000000,6187911.94,1425810.99,476686,246374,2481364.39,648020.81,1314014.78,522288.8,56514.86,7670237.79,2113632.79,30482,378334
2022-04-04 00:00:00.000000,5215121.23,1311974.23,410281,230159,1891597.75,505263.6,1140094.22,534842.99,53555.25,6580650.71,1835403.05,28315,347013
2022-04-11 00:00:00.000000,4706917.07,1544555.34,379246,278668,1595272.16,706674.3,1087138.92,554121.84,54859.3,6306331.71,1459004.03,30254,370296
2022-04-18 00:00:00.000000,5267291.88,1331183.93,430470,236326,1263003.81,562167.61,1080673.73,488793.27,51831.89,6650307.7,1897193.91,26336,348907
2022-04-25 00:00:00.000000,2273035.11,368876.28,178724,71365,1042508.15,167810.64,370381.48,151949.45,17799.96,2659711.35,678156.64,8833,150387
