,0,1,2,3,4,5,6,7,8,9
0,117.79899999999999,-1.1210000000002003,-121.24100000000041,-243.764600000001,-368.69059999999854,-491.21299999999565,-619.7425999999928,-750.6745999999897,-875.5993999999868,-1010.1349999999837
1,117.99799999999999,-2.1220000000002,-122.24200000000042,-242.362000000001,-362.48199999999855,-482.6019999999957,-602.7219999999929,-722.8419999999901,-851.3816099999872,-972.7028099999843
2,116.99699999999999,-3.1442200000002023,-124.46542000000042,-248.21024000000102,-370.7326399999985,-498.08105999999555,-621.8046599999927,-752.7566799999897,-877.6814799999868,-1012.2370999999837
3,115.99599999999998,-4.155230000000202,-125.47643000000043,-246.79763000000102,-368.11882999999847,-489.4400299999956,-610.7612299999928,-732.0824299999899,-853.4036299999871,-984.3656599999841
4,116.15495999999997,-5.166240000000201,-126.48744000000043,-247.80864000000102,-369.12983999999847,-490.4510399999956,-611.7722399999928,-733.09343999999,-854.4146399999871,-975.7358399999843
5,113.99399999999997,-6.126000000000198,-126.24600000000044,-246.366000000001,-366.48599999999846,-481.74994999999564,-600.6687499999929,-719.5875499999901,-838.5063499999873,-957.4251499999845
6,109.57317999999997,-6.943220000000192,-123.45962000000043,-239.97602000000097,-356.49241999999845,-477.8748799999957,-595.592479999993,-713.3100799999902,-831.0276799999874,-948.7452799999846
7,110.86206999999996,-8.128000000000197,-128.24800000000045,-248.36800000000102,-368.4879999999984,-488.60799999999557,-608.7279999999928,-736.1264699999898,-857.4476699999869,-978.7688699999841
8,110.99099999999996,-9.210280000000198,-130.53148000000044,-251.85268000000104,-373.17387999999835,-494.4950799999955,-615.8162799999927,-737.1374799999899,-866.9483599999868,-989.470759999984
9,111.09990999999995,-10.130000000000196,-130.25000000000045,-247.876310000001,-366.7951099999984,-485.71390999999556,-598.5354199999929,-716.2530199999901,-825.4709299999874,-941.9873299999847
10,110.08889999999995,-11.232300000000198,-132.55350000000047,-253.87470000000104,-375.19589999999835,-496.5170999999955,-617.8382999999926,-739.1594999999897,-851.970999999987,-972.0909999999842
11,107.98799999999994,-12.132000000000195,-132.25200000000046,-252.37200000000104,-372.4919999999983,-497.5281099999954,-618.8493099999927,-740.1705099999898,-861.4917099999869,-982.8129099999841
12,108.06687999999994,-13.254320000000197,-134.57552000000047,-255.89672000000107,-377.2179199999983,-498.5391199999954,-619.8603199999926,-741.1815199999897,-862.5027199999869,-983.823919999984
13,104.91612999999994,-14.002670000000192,-134.25400000000047,-254.37400000000105,-378.22892999999823,-499.55012999999536,-627.0086599999925,-749.5310599999896,-880.5931899999866,-1004.3167899999837
14,104.98499999999993,-15.276340000000195,-136.5975400000005,-257.91874000000104,-379.2399399999982,-505.5072799999953,-628.0296799999925,-750.5520799999896,-881.6242199999866,-1005.3478199999837
15,103.98399999999992,-16.136000000000195,-136.25600000000048,-256.37600000000106,-372.7410499999982,-491.6598499999954,-610.5786499999926,-722.1388999999899,-839.8564999999871,-957.5740999999844
16,101.94315999999992,-17.137000000000196,-137.2570000000005,-257.37700000000103,-377.4969999999982,-502.5831599999953,-623.9043599999925,-745.2255599999896,-866.5467599999868,-997.6389199999837
17,100.95216999999991,-17.966630000000194,-136.8854300000005,-255.804230000001,-370.9480599999982,-488.6656599999954,-606.3832599999927,-724.1008599999899,-841.8184599999871,-959.5360599999843
18,102.0008199999999,-19.3203800000002,-140.64158000000052,-259.379000000001,-379.49899999999815,-499.6189999999953,-613.5516199999926,-732.4704199999898,-851.389219999987,-960.5170399999843
19,99.9799999999999,-20.3313900000002,-141.65259000000052,-262.973790000001,-384.2949899999981,-510.6123799999952,-633.1347799999924,-755.6571799999895,-878.1795799999866,-1010.5029699999835
20,99.9787999999999,-21.1410000000002,-141.2610000000005,-261.38100000000094,-381.5009999999981,-501.62099999999526,-621.7409999999925,-741.8609999999896,-861.9809999999868,-982.100999999984
21,96.9882099999999,-21.9305900000002,-142.2620000000005,-262.3820000000009,-386.31700999999805,-507.6382099999952,-635.1768199999923,-757.6992199999894,-888.8414299999864,-1012.5650299999835
22,97.9567799999999,-23.364420000000205,-143.26300000000052,-263.3830000000009,-383.50299999999805,-503.6229999999952,-623.7429999999924,-736.4343799999897,-855.3531799999869,-974.2719799999841
23,95.00622999999989,-23.9125700000002,-142.8313700000005,-261.7501700000009,-384.50399999999803,-504.6239999999952,-624.7439999999924,-744.8639999999896,-864.9839999999867,-985.1039999999839
24,94.01523999999988,-24.903560000000205,-143.82236000000051,-262.74116000000083,-377.81491999999804,-495.53251999999526,-613.2501199999925,-730.9677199999898,-848.685319999987,-966.4029199999842
25,93.97399999999988,-26.146000000000207,-147.71865000000054,-269.03985000000085,-390.361049999998,-516.738499999995,-639.2608999999923,-761.7832999999894,-892.9655499999864,-1016.6891499999834
26,92.97299999999987,-27.147000000000208,-147.26700000000054,-267.3870000000008,-387.50699999999796,-507.6269999999951,-627.7469999999923,-747.8669999999895,-867.9869999999867,-988.1069999999838
27,91.97199999999987,-28.14800000000021,-148.26800000000054,-271.0618700000008,-392.38306999999793,-513.7042699999951,-641.3029399999922,-763.8253399999893,-886.3477399999864,-1008.8701399999835
28,90.97099999999986,-29.14900000000021,-149.26900000000055,-269.38900000000075,-389.5089999999979,-509.6289999999951,-629.7489999999923,-749.8689999999895,-869.9889999999866,-990.1089999999838
29,89.06028999999985,-29.85851000000021,-148.77731000000054,-267.6961100000007,-390.5099999999979,-510.62999999999505,-630.7499999999923,-750.8699999999894,-879.6898899999865,-1001.0110899999836
30,88.06929999999986,-31.151000000000213,-151.27100000000056,-271.3910000000007,-391.51099999999786,-511.630999999995,-638.0584999999921,-759.3796999999893,-880.7008999999864,-1002.0220999999835
31,87.07830999999985,-31.840490000000212,-150.75929000000056,-269.6780900000007,-384.6817799999979,-502.3993799999951,-620.1169799999924,-737.8345799999896,-846.8322699999869,-963.3486699999842
32,86.08731999999985,-33.15300000000021,-153.27300000000056,-273.39300000000065,-393.5129999999978,-513.632999999995,-633.7529999999922,-753.8729999999894,-873.9929999999865,-994.1129999999837
33,86.83566999999984,-34.48553000000021,-155.80673000000058,-277.1279300000006,-398.44912999999775,-519.7703299999949,-641.0915299999921,-762.4127299999892,-883.7339299999863,-1005.0551299999835
34,85.82465999999984,-35.49654000000021,-156.81774000000058,-278.1389400000006,-403.40527999999773,-525.9276799999949,-648.450079999992,-770.9724799999891,-893.4948799999862,-1016.0172799999833
35,84.81364999999983,-36.50755000000021,-157.82875000000058,-279.1499500000006,-400.47114999999775,-526.9486999999949,-649.471099999992,-771.9934999999891,-894.5158999999862,-1017.0382999999833
36,82.96299999999982,-37.51856000000021,-158.83976000000058,-280.16096000000056,-401.4821599999977,-527.9697199999948,-650.4921199999919,-773.014519999989,-904.306879999986,-1028.030479999983
37,82.79162999999981,-38.529570000000206,-159.8507700000006,-281.17197000000056,-402.4931699999977,-523.8143699999948,-645.135569999992,-766.4567699999891,-887.7779699999862,-1019.0803399999833
38,80.14137999999981,-38.7774200000002,-157.69622000000058,-276.6150200000005,-399.5189999999977,-519.6389999999949,-639.758999999992,-759.8789999999892,-888.7889799999863,-1010.1101799999834
39,79.95999999999981,-40.160000000000196,-160.2800000000006,-280.4000000000005,-404.51518999999763,-525.8363899999948,-647.157589999992,-768.4787899999891,-889.7999899999862,-1011.1211899999834
40,79.7585999999998,-41.562600000000195,-162.8838000000006,-281.40100000000047,-401.5209999999976,-521.6409999999948,-635.3533999999921,-754.2721999999893,-864.3809999999866,-982.0985999999838
41,77.1684099999998,-42.16200000000019,-162.2820000000006,-282.40200000000044,-402.5219999999976,-522.6419999999948,-642.761999999992,-770.5008099999891,-891.8220099999862,-1013.1432099999834
42,76.9569999999998,-43.58462000000019,-164.90582000000063,-286.22702000000044,-411.57343999999756,-534.0958399999947,-663.0458599999918,-786.7694599999888,-919.3230799999858,-1044.2478799999828
43,75.18642999999979,-43.73237000000018,-164.28400000000062,-284.4040000000004,-408.5592299999975,-529.8804299999947,-651.2016299999918,-780.1616599999888,-902.684059999986,-1035.2476899999829
44,74.19543999999979,-44.723360000000184,-163.64216000000062,-282.56096000000036,-401.47975999999755,-520.3985599999947,-639.3173599999919,-758.2361599999891,-868.3049199999865,-986.0225199999837
45,74.70354999999978,-46.16600000000018,-166.28600000000063,-283.5519500000003,-402.4707499999975,-521.3895499999948,-633.850699999992,-751.5682999999892,-869.2858999999864,-976.9422499999838
46,73.69253999999978,-47.62866000000018,-168.94986000000063,-290.2710600000003,-411.59225999999745,-532.9134599999946,-654.2346599999918,-775.5558599999889,-896.877059999986,-1018.1982599999832
47,71.95199999999977,-48.63967000000018,-169.96087000000065,-291.2820700000003,-416.67853999999744,-539.2009399999946,-661.7233399999917,-791.9246099999887,-915.6482099999857,-1039.3718099999828
48,71.67051999999977,-49.65068000000018,-170.97188000000065,-292.29308000000026,-413.6142799999974,-534.9354799999946,-656.2566799999918,-777.5778799999889,-898.899079999986,-1020.2202799999832
49,70.65950999999976,-50.66169000000018,-170.29000000000065,-290.41000000000025,-406.43470999999744,-520.0570199999947,-637.774619999992,-747.7933299999893,-864.3097299999865,-970.7248399999839
50,68.24949999999976,-50.66930000000017,-169.58810000000065,-288.5069000000002,-407.4256999999974,-526.3444999999947,-645.2632999999919,-764.1820999999891,-883.1008999999863,-1002.0196999999835
51,69.32697999999975,-52.68371000000017,-174.00491000000068,-292.4120000000002,-408.4166899999974,-522.0189799999947,-633.218869999992,-742.0163599999893,-857.3315599999866,-962.5254499999841
52,66.26751999999975,-52.65128000000016,-171.57008000000064,-290.48888000000017,-405.28235999999737,-522.9999599999946,-640.7175599999919,-750.7062399999892,-867.2226399999864,-983.7390399999837
53,65.94599999999974,-54.17400000000016,-174.29400000000066,-294.41400000000016,-414.5339999999973,-534.6539999999945,-654.7739999999917,-774.8939999999889,-886.0738699999862,-1004.9926699999834
54,64.94499999999974,-55.17500000000016,-177.03794000000067,-298.35914000000014,-423.82567999999725,-546.3480799999944,-675.4182199999915,-799.1418199999886,-931.8155599999855,-1056.7403599999825
55,62.64509999999974,-55.62425000000015,-174.54305000000068,-293.4618500000001,-412.3806499999973,-536.6559999999945,-656.7759999999917,-776.8959999999888,-905.9761499999859,-1027.297349999983
56,62.30355999999974,-56.615240000000156,-173.77108000000067,-288.52452000000005,-400.87555999999734,-510.82419999999473,-624.938199999992,-731.2832399999894,-835.2258799999869,-936.7661199999845
57,61.941999999999744,-58.178000000000154,-178.29800000000068,-298.41800000000006,-418.5379999999972,-538.6579999999944,-652.2002299999917,-771.1190299999889,-890.0378299999861,-1008.9566299999833
58,60.94099999999975,-59.17900000000015,-181.0819800000007,-302.40318,-423.72437999999715,-545.0455799999944,-666.3667799999915,-787.6879799999887,-909.0091799999858,-1030.3303799999828
59,58.721179999999755,-58.40463000000014,-173.12804000000065,-288.44324,-399.5630499999973,-508.2804599999947,-621.193259999992,-726.3070699999895,-829.018479999987,-939.5288799999845
60,57.14079999999976,-58.773800000000136,-170.48300000000066,-280.3916,-387.8977999999974,-487.59499999999497,-589.0951999999925,-680.3839999999901,-775.8781999999878,-858.7585999999857
61,59.706169999999744,-63.40562000000015,-184.11501000000072,-302.42199999999997,-418.32658999999717,-531.8287799999945,-642.9285699999917,-751.625959999989,-857.9209499999865,-961.813539999984
62,60.413279999999745,-66.29210000000016,-192.41810000000075,-315.51987999999994,-440.444679999997,-559.9428599999942,-683.6664599999913,-799.5610399999885,-922.0834399999856,-1034.3744199999828
