Date,Age: 18-29,Age: 18-29- Significance Test (Change),Age: 30-44,Age: 30-44- Significance Test (Change),Age: 45-64,Age: 45-64- Significance Test (Change),Age: 65+,Age: 65+- Significance Test (Change),Generation: GenZers,Generation: GenZers- Significance Test (Change),Generation: Millennials,Generation: Millennials- Significance Test (Change),Generation: GenXers,Generation: GenXers- Significance Test (Change),Generation: Boomers,Generation: Boomers- Significance Test (Change),Gender: Female,Gender: Female- Significance Test (Change),Gender: Male,Gender: Male- Significance Test (Change),,Age: 18-29 (n),Age: 18-29 (MOE),Age: 30-44 (n),Age: 30-44 (MOE),Age: 45-64 (n),Age: 45-64 (MOE),Age: 65+ (n),Age: 65+ (MOE),Generation: GenZers (n),Generation: GenZers (MOE),Generation: Millennials (n),Generation: Millennials (MOE),Generation: GenXers (n),Generation: GenXers (MOE),Generation: Boomers (n),Generation: Boomers (MOE),Gender: Female (n),Gender: Female (MOE),Gender: Male (n),Gender: Male (MOE),Country,Brand,Response
2021-03-15,0.1357,,0.0473,,0.0087,,0.0000,,0.1890,,0.0479,,0.0201,,0.0085,,0.0471,,0.0367,,,205,0.0684,316,0.0551,367,0.0512,206,0.0683,117,0.0906,325,0.0544,271,0.0595,328,0.0541,551,0.0417,544,0.0420,us,Roblox,Daily Users
2021-03-22,0.2175,0.0818,0.0703,,0.0107,,0.0031,,0.2897,,0.0736,,0.0221,,0.0037,,0.0401,,0.1034,0.0666,,207,0.0681,256,0.0612,293,0.0573,184,0.0722,145,0.0814,263,0.0604,194,0.0704,302,0.0564,482,0.0446,458,0.0458,us,Roblox,Daily Users
2021-03-29,0.1415,-0.0760,0.0950,,0.0295,,0.0000,,0.1479,-0.1418,0.1088,,0.0401,,0.0141,,0.0613,,0.0671,,,247,0.0624,260,0.0608,382,0.0501,217,0.0665,165,0.0763,280,0.0586,281,0.0585,340,0.0531,572,0.0410,533,0.0424,us,Roblox,Daily Users
2021-04-05,0.1219,,0.0546,,0.0103,,0.0000,,0.1056,,0.0896,,0.0154,,0.0035,,0.0367,,0.0492,,,240,0.0633,247,0.0624,359,0.0517,236,0.0638,164,0.0765,272,0.0594,230,0.0646,371,0.0509,544,0.0420,539,0.0422,us,Roblox,Daily Users
2021-04-12,0.2005,0.0786,0.0693,,0.0204,,0.0000,,0.2106,0.1049,0.0990,,0.0327,,0.0043,,0.0643,,0.0830,0.0338,,220,0.0661,236,0.0638,288,0.0577,167,0.0758,172,0.0747,225,0.0653,200,0.0693,284,0.0582,493,0.0441,418,0.0479,us,Roblox,Daily Users
2021-04-19,0.1634,,0.0506,,0.0159,,0.0000,,0.1847,,0.0775,,0.0245,,0.0042,,0.0452,,0.0622,,,230,0.0646,224,0.0655,385,0.0499,201,0.0691,156,0.0785,248,0.0622,227,0.0650,362,0.0515,567,0.0412,472,0.0451,us,Roblox,Daily Users
2021-04-26,0.1216,,0.1081,0.0575,0.0261,,0.0000,,0.1651,,0.0746,,0.0761,0.0517,0.0018,,0.0635,,0.0604,,,251,0.0619,312,0.0555,436,0.0469,221,0.0659,179,0.0732,310,0.0557,293,0.0573,387,0.0498,621,0.0393,599,0.0400,us,Roblox,Daily Users
2021-05-03,0.1005,,0.0671,,0.0206,,0.0000,,0.1387,,0.0525,,0.0489,,0.0000,,0.0407,,0.0505,,,277,0.0589,297,0.0569,426,0.0475,239,0.0634,188,0.0715,313,0.0554,286,0.0579,394,0.0494,617,0.0395,621,0.0393,us,Roblox,Daily Users
2021-05-10,0.1283,,0.0707,,0.0062,,0.0064,,0.1528,,0.0844,,0.0122,-0.0367,0.0068,,0.0394,,0.0504,,,211,0.0675,328,0.0541,411,0.0483,264,0.0603,129,0.0863,337,0.0534,270,0.0596,436,0.0469,611,0.0396,603,0.0399,us,Roblox,Daily Users
2021-05-17,0.1164,,0.0584,,0.0095,,0.0000,,0.1023,,0.0868,,0.0167,,0.0018,,0.0338,,0.0550,,,316,0.0551,393,0.0494,471,0.0452,269,0.0598,211,0.0675,422,0.0477,305,0.0561,454,0.0460,735,0.0361,715,0.0366,us,Roblox,Daily Users
2021-05-24,0.1299,,0.0523,,0.0059,,0.0000,,0.1765,,0.0553,,0.0129,,0.0044,,0.0448,,0.0372,,,243,0.0629,307,0.0559,417,0.0480,253,0.0616,156,0.0785,309,0.0558,266,0.0601,441,0.0467,607,0.0398,613,0.0396,us,Roblox,Daily Users
2021-05-31,0.0996,,0.0701,,0.0081,,0.0000,,0.1173,,0.0775,,0.0152,,0.0024,,0.0264,,0.0537,,,260,0.0608,299,0.0567,436,0.0469,265,0.0602,164,0.0765,334,0.0536,283,0.0583,416,0.0480,633,0.0390,627,0.0391,us,Roblox,Daily Users
2021-06-07,0.1407,,0.1050,,0.0063,,0.0000,,0.1317,,0.1324,0.0549,0.0200,,0.0032,,0.0394,,0.0824,,,273,0.0593,321,0.0547,421,0.0478,233,0.0642,152,0.0795,360,0.0517,294,0.0572,402,0.0489,652,0.0384,597,0.0401,us,Roblox,Daily Users
2021-06-14,0.1152,,0.0961,,0.0189,,0.0029,,0.1378,,0.1125,,0.0109,,0.0155,,0.0308,,0.0858,,,283,0.0583,261,0.0607,396,0.0492,232,0.0643,173,0.0745,292,0.0574,250,0.0620,416,0.0480,631,0.0390,540,0.0422,us,Roblox,Daily Users
2021-06-21,0.1531,,0.0793,,0.0107,,0.0000,,0.2151,,0.0864,,0.0200,,0.0000,-0.0155,0.0442,,0.0642,,,233,0.0642,260,0.0608,388,0.0498,246,0.0625,138,0.0834,302,0.0564,235,0.0639,403,0.0488,597,0.0401,531,0.0425,us,Roblox,Daily Users
2021-06-28,0.1513,,0.0700,,0.0192,,0.0000,,0.1806,,0.0851,,0.0237,,0.0094,,0.0476,,0.0607,,,256,0.0612,326,0.0543,497,0.0440,238,0.0635,157,0.0782,370,0.0509,289,0.0576,466,0.0454,674,0.0377,643,0.0386,us,Roblox,Daily Users
2021-07-05,0.1179,,0.0996,,0.0206,,0.0000,,0.1303,,0.1124,,0.0352,,0.0028,,0.0479,,0.0722,,,309,0.0558,371,0.0509,411,0.0483,282,0.0584,208,0.0680,382,0.0501,304,0.0562,419,0.0479,711,0.0368,662,0.0381,us,Roblox,Daily Users
2021-07-12,0.1190,,0.0656,,0.0087,,0.0000,,0.1420,,0.0811,,0.0073,-0.0279,0.0078,,0.0433,,0.0479,,,312,0.0555,303,0.0563,458,0.0458,268,0.0599,191,0.0709,347,0.0526,321,0.0547,437,0.0469,708,0.0368,634,0.0389,us,Roblox,Daily Users
2021-07-19,0.1117,,0.0973,,0.0093,,0.0000,,0.1247,,0.1058,,0.0210,,0.0060,,0.0385,,0.0630,,,239,0.0634,292,0.0574,391,0.0496,254,0.0615,152,0.0795,300,0.0566,272,0.0594,389,0.0497,624,0.0392,551,0.0417,us,Roblox,Daily Users
2021-07-26,0.1367,,0.0987,,0.0183,,0.0028,,0.1684,,0.1035,,0.0364,,0.0034,,0.0505,,0.0734,,,289,0.0576,333,0.0537,472,0.0451,232,0.0643,194,0.0704,343,0.0529,314,0.0553,420,0.0478,681,0.0376,645,0.0386,us,Roblox,Daily Users
2021-08-02,0.1253,,0.0729,,0.0019,-0.0164,0.0000,,0.1571,,0.0813,,0.0153,,0.0000,,0.0362,,0.0558,,,291,0.0574,320,0.0548,447,0.0464,263,0.0604,161,0.0772,382,0.0501,277,0.0589,438,0.0468,668,0.0379,653,0.0384,us,Roblox,Daily Users
2021-08-09,0.1007,,0.0692,,0.0197,0.0178,0.0032,,0.1249,,0.0717,,0.0180,,0.0169,0.0169,0.0377,,0.0541,,,301,0.0565,335,0.0535,480,0.0447,287,0.0578,177,0.0737,400,0.0490,285,0.0581,475,0.0450,731,0.0362,672,0.0378,us,Roblox,Daily Users
2021-08-16,0.1294,,0.0748,,0.0281,,0.0000,,0.1482,,0.0811,,0.0392,,0.0143,,0.0440,,0.0684,,,262,0.0605,432,0.0472,437,0.0469,291,0.0574,169,0.0754,438,0.0468,292,0.0574,464,0.0455,769,0.0353,654,0.0383,us,Roblox,Daily Users
2021-08-23,0.1387,,0.0894,,0.0253,,0.0000,,0.1691,,0.0989,,0.0537,,0.0000,-0.0143,0.0460,,0.0791,,,285,0.0581,430,0.0473,468,0.0453,274,0.0592,146,0.0811,484,0.0445,323,0.0545,454,0.0460,770,0.0353,688,0.0374,us,Roblox,Daily Users
2021-08-30,0.1177,,0.0960,,0.0296,,0.0025,,0.1296,,0.1169,,0.0359,,0.0097,,0.0401,,0.0772,,,249,0.0621,385,0.0499,509,0.0434,274,0.0592,139,0.0831,401,0.0489,352,0.0522,463,0.0455,737,0.0361,680,0.0376,us,Roblox,Daily Users
2021-09-06,0.1098,,0.0891,,0.0388,,0.0000,,0.1113,,0.0959,,0.0540,,0.0184,,0.0410,,0.0791,,,294,0.0572,415,0.0481,522,0.0429,296,0.0570,168,0.0756,448,0.0463,341,0.0531,516,0.0431,821,0.0342,706,0.0369,us,Roblox,Daily Users
2021-09-13,0.1194,,0.0874,,0.0124,-0.0264,0.0000,,0.1449,,0.0968,,0.0285,,0.0014,-0.0169,0.0454,,0.0552,,,274,0.0592,383,0.0501,492,0.0442,296,0.0570,157,0.0782,412,0.0483,320,0.0548,493,0.0441,758,0.0356,687,0.0374,us,Roblox,Daily Users
2021-09-20,0.1133,,0.0825,,0.0113,,0.0000,,0.0813,,0.1046,,0.0219,,0.0055,,0.0303,,0.0641,,,268,0.0599,415,0.0481,526,0.0427,303,0.0563,134,0.0847,468,0.0453,373,0.0507,458,0.0458,780,0.0351,732,0.0362,us,Roblox,Daily Users
2021-09-27,0.1254,,0.0892,,0.0059,,0.0000,,0.1411,,0.1006,,0.0169,,0.0029,,0.0348,,0.0650,,,270,0.0596,361,0.0516,478,0.0448,275,0.0591,142,0.0822,420,0.0478,313,0.0554,443,0.0466,697,0.0371,688,0.0374,us,Roblox,Daily Users
2021-10-04,0.1078,,0.0823,,0.0168,,0.0037,,0.1497,,0.0856,,0.0232,,0.0094,,0.0417,,0.0546,,,240,0.0633,384,0.0500,491,0.0442,281,0.0585,130,0.0860,414,0.0482,315,0.0552,485,0.0445,728,0.0363,668,0.0379,us,Roblox,Daily Users
2021-10-11,0.1019,,0.0933,,0.0251,,0.0000,,0.1447,,0.0853,,0.0454,,0.0061,,0.0463,,0.0611,,,258,0.0610,382,0.0501,465,0.0454,270,0.0596,142,0.0822,417,0.0480,327,0.0542,428,0.0474,707,0.0369,669,0.0379,us,Roblox,Daily Users
2021-10-18,0.0808,,0.0596,,0.0316,,0.0038,,0.0997,,0.0682,,0.0472,,0.0064,,0.0355,,0.0495,,,219,0.0662,361,0.0516,420,0.0478,261,0.0607,117,0.0906,380,0.0503,279,0.0587,426,0.0475,639,0.0388,622,0.0393,us,Roblox,Daily Users
2021-10-25,0.0726,,0.0833,,0.0052,-0.0264,0.0000,,0.0842,,0.0893,,0.0171,,0.0016,,0.0329,,0.0458,,,252,0.0617,425,0.0475,477,0.0449,271,0.0595,143,0.0820,421,0.0478,345,0.0528,446,0.0464,706,0.0369,719,0.0365,us,Roblox,Daily Users
2021-11-01,0.1110,,0.0736,,0.0352,0.0300,0.0040,,0.1218,,0.0824,,0.0572,0.0400,0.0085,,0.0325,,0.0720,0.0262,,239,0.0634,396,0.0492,483,0.0446,292,0.0574,134,0.0847,399,0.0491,363,0.0514,453,0.0460,702,0.0370,708,0.0368,us,Roblox,Daily Users
2021-11-08,0.1036,,0.0884,,0.0152,,0.0049,,0.0872,,0.0946,,0.0491,,0.0032,,0.0451,,0.0541,,,252,0.0617,383,0.0501,459,0.0457,290,0.0575,129,0.0863,419,0.0479,326,0.0543,453,0.0460,719,0.0365,665,0.0380,us,Roblox,Daily Users
2021-11-15,0.1241,,0.0657,,0.0230,,0.0058,,0.1092,,0.0751,,0.0499,,0.0129,,0.0354,,0.0574,,,191,0.0709,334,0.0536,445,0.0465,265,0.0602,111,0.0930,336,0.0535,287,0.0578,448,0.0463,611,0.0396,625,0.0392,us,Roblox,Daily Users
2021-11-22,0.0767,,0.1105,0.0448,0.0117,,0.0093,,0.0771,,0.1101,,0.0315,,0.0062,,0.0326,,0.0688,,,271,0.0595,380,0.0503,468,0.0453,301,0.0565,141,0.0825,422,0.0477,343,0.0529,450,0.0462,737,0.0361,682,0.0375,us,Roblox,Daily Users
2021-11-29,0.1146,,0.1031,,0.0174,,0.0019,,0.1563,,0.0940,,0.0463,,0.0000,,0.0571,0.0245,0.0545,,,236,0.0638,384,0.0500,472,0.0451,258,0.0610,144,0.0817,398,0.0491,324,0.0544,428,0.0474,671,0.0378,680,0.0376,us,Roblox,Daily Users
2021-12-06,0.1114,,0.1137,,0.0160,,0.0030,,0.0953,,0.1281,,0.0323,,0.0060,,0.0550,,0.0643,,,276,0.0590,319,0.0549,405,0.0487,246,0.0625,147,0.0808,378,0.0504,296,0.0570,381,0.0502,632,0.0390,614,0.0395,us,Roblox,Daily Users
2021-12-13,0.1394,,0.0534,-0.0603,0.0261,,0.0000,,0.1717,,0.0542,-0.0739,0.0581,,0.0000,,0.0301,,0.0631,,,188,0.0715,294,0.0572,392,0.0495,239,0.0634,118,0.0902,294,0.0572,273,0.0593,381,0.0502,551,0.0417,563,0.0413,us,Roblox,Daily Users
2021-12-20,0.1483,,0.0970,0.0437,0.0251,,0.0000,,0.1700,,0.1072,0.0531,0.0456,,0.0062,,0.0379,,0.0852,,,238,0.0635,392,0.0495,501,0.0438,271,0.0595,142,0.0822,403,0.0488,341,0.0531,468,0.0453,711,0.0368,691,0.0373,us,Roblox,Daily Users
2021-12-27,0.1531,,0.0996,,0.0249,,0.0097,,0.1762,,0.1180,,0.0403,,0.0068,,0.0520,,0.0831,,,294,0.0572,451,0.0461,498,0.0439,332,0.0538,167,0.0758,484,0.0445,355,0.0520,504,0.0437,816,0.0343,760,0.0355,us,Roblox,Daily Users
2022-01-03,0.1286,,0.0720,,0.0177,,0.0000,,0.1350,,0.0843,,0.0328,,0.0000,,0.0402,,0.0572,,,284,0.0582,419,0.0479,572,0.0410,311,0.0556,182,0.0726,471,0.0452,383,0.0501,496,0.0440,821,0.0342,765,0.0354,us,Roblox,Daily Users
2022-01-10,0.1076,,0.0868,,0.0198,,0.0077,,0.1144,,0.0991,,0.0233,,0.0108,,0.0537,,0.0526,,,251,0.0619,442,0.0466,463,0.0455,288,0.0577,158,0.0780,465,0.0454,333,0.0537,445,0.0465,727,0.0363,716,0.0366,us,Roblox,Daily Users
2022-01-17,0.1354,,0.0996,,0.0185,,0.0000,,0.1630,,0.1023,,0.0317,,0.0000,,0.0416,,0.0802,0.0276,,276,0.0590,389,0.0497,476,0.0449,272,0.0594,182,0.0726,434,0.0470,343,0.0529,410,0.0484,738,0.0361,675,0.0377,us,Roblox,Daily Users
2022-01-24,0.1236,,0.0972,,0.0307,,0.0000,,0.1256,,0.1063,,0.0321,,0.0167,0.0167,0.0535,,0.0700,,,277,0.0589,420,0.0478,474,0.0450,283,0.0583,178,0.0735,460,0.0457,349,0.0525,424,0.0476,741,0.0360,713,0.0367,us,Roblox,Daily Users
2022-01-31,0.0954,,0.0771,,0.0107,-0.0200,0.0028,,0.1018,,0.0834,,0.0223,,0.0018,,0.0337,,0.0534,,,277,0.0589,375,0.0506,506,0.0436,265,0.0602,177,0.0737,403,0.0488,403,0.0488,407,0.0486,734,0.0362,688,0.0374,us,Roblox,Daily Users
2022-02-07,0.1292,,0.0933,,0.0275,,0.0000,,0.1406,,0.0989,,0.0437,,0.0065,,0.0530,,0.0660,,,248,0.0622,350,0.0524,462,0.0456,248,0.0622,170,0.0752,365,0.0513,339,0.0532,396,0.0492,688,0.0374,620,0.0394,us,Roblox,Daily Users
2022-02-14,0.0818,,0.0884,,0.0293,,0.0000,,0.0757,,0.0913,,0.0453,,0.0043,,0.0438,,0.0514,,,231,0.0645,336,0.0535,430,0.0473,289,0.0576,158,0.0780,365,0.0513,313,0.0554,405,0.0487,653,0.0384,633,0.0390,us,Roblox,Daily Users
2022-02-21,0.0870,,0.0879,,0.0246,,0.0000,,0.0696,,0.1022,,0.0316,,0.0041,,0.0620,,0.0354,,,215,0.0668,372,0.0508,420,0.0478,240,0.0633,137,0.0837,396,0.0492,324,0.0544,354,0.0521,659,0.0382,589,0.0404,us,Roblox,Daily Users
2022-02-28,0.1166,,0.0863,,0.0236,,0.0101,,0.1232,,0.0997,,0.0248,,0.0128,,0.0484,,0.0670,0.0316,,249,0.0621,332,0.0538,395,0.0493,232,0.0643,162,0.0770,379,0.0503,261,0.0607,368,0.0511,623,0.0393,585,0.0405,us,Roblox,Daily Users
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright © 2022 Morning Consult. All Rights Reserved.
