Date,Age: 18-29,Age: 18-29- Significance Test (Change),Age: 30-44,Age: 30-44- Significance Test (Change),Age: 45-64,Age: 45-64- Significance Test (Change),Age: 65+,Age: 65+- Significance Test (Change),Generation: GenZers,Generation: GenZers- Significance Test (Change),Generation: Millennials,Generation: Millennials- Significance Test (Change),Generation: GenXers,Generation: GenXers- Significance Test (Change),Generation: Boomers,Generation: Boomers- Significance Test (Change),Gender: Female,Gender: Female- Significance Test (Change),Gender: Male,Gender: Male- Significance Test (Change),,Age: 18-29 (n),Age: 18-29 (MOE),Age: 30-44 (n),Age: 30-44 (MOE),Age: 45-64 (n),Age: 45-64 (MOE),Age: 65+ (n),Age: 65+ (MOE),Generation: GenZers (n),Generation: GenZers (MOE),Generation: Millennials (n),Generation: Millennials (MOE),Generation: GenXers (n),Generation: GenXers (MOE),Generation: Boomers (n),Generation: Boomers (MOE),Gender: Female (n),Gender: Female (MOE),Gender: Male (n),Gender: Male (MOE),Country,Brand,Response
2017-12-11,0.4301,,0.3072,,0.1083,,0.0668,,0.4726,,0.3704,,0.1898,,0.1166,,0.2157,,0.2332,,,68,0.1188,95,0.1005,101,0.0975,62,0.1245,21,0.2139,97,0.0995,82,0.1082,103,0.0966,150,0.0800,177,0.0737,us,Instagram,Daily Users
2017-12-18,0.3606,,0.2165,,0.0806,,0.0306,,0.5270,,0.2851,,0.1563,,0.0460,-0.0706,0.1707,,0.1575,-0.0757,,277,0.0589,329,0.0540,460,0.0457,249,0.0621,59,0.1276,370,0.0509,354,0.0521,443,0.0466,670,0.0379,646,0.0386,us,Instagram,Daily Users
2017-12-25,0.4074,,0.2299,,0.0845,,0.0408,,0.5187,,0.3303,,0.1466,,0.0483,,0.1902,,0.1744,,,297,0.0569,363,0.0514,503,0.0437,241,0.0631,76,0.1124,406,0.0486,388,0.0498,454,0.0460,753,0.0357,651,0.0384,us,Instagram,Daily Users
2018-01-01,0.3849,,0.2463,,0.1092,,0.0437,,0.4073,,0.3401,,0.1422,,0.0735,,0.2068,,0.1787,,,291,0.0574,402,0.0489,462,0.0456,261,0.0607,85,0.1063,434,0.0470,396,0.0492,426,0.0475,701,0.0370,714,0.0367,us,Instagram,Daily Users
2018-01-08,0.3765,,0.2392,,0.0882,,0.0172,,0.4684,,0.3089,,0.1339,,0.0526,,0.1958,,0.1370,-0.0417,,250,0.0620,343,0.0529,510,0.0434,251,0.0619,85,0.1063,361,0.0516,367,0.0512,476,0.0449,679,0.0376,676,0.0377,us,Instagram,Daily Users
2018-01-15,0.3558,,0.1804,,0.1073,,0.0329,,0.4712,,0.2665,,0.1367,,0.0517,,0.1949,,0.1223,,,249,0.0621,349,0.0525,406,0.0486,254,0.0615,88,0.1045,347,0.0526,345,0.0528,410,0.0484,684,0.0375,574,0.0409,us,Instagram,Daily Users
2018-01-22,0.3885,,0.2312,,0.0902,,0.0407,,0.4540,,0.2880,,0.1566,,0.0671,,0.2036,,0.1452,,,265,0.0602,317,0.0550,472,0.0451,232,0.0643,86,0.1057,376,0.0505,330,0.0539,439,0.0468,712,0.0367,575,0.0409,us,Instagram,Daily Users
2018-01-29,0.3627,,0.2259,,0.0836,,0.0262,,0.5186,,0.2784,,0.1341,,0.0489,,0.1830,,0.1541,,,257,0.0611,293,0.0573,422,0.0477,209,0.0678,83,0.1076,344,0.0528,318,0.0550,384,0.0500,630,0.0390,550,0.0418,us,Instagram,Daily Users
2018-02-05,0.3511,,0.2324,,0.0914,,0.0535,,0.3752,,0.3072,,0.1382,,0.0623,,0.1967,,0.1445,,,276,0.0590,309,0.0558,472,0.0451,246,0.0625,78,0.1110,388,0.0498,334,0.0536,443,0.0466,706,0.0369,597,0.0401,us,Instagram,Daily Users
2018-02-12,0.3307,,0.2643,,0.0644,,0.0410,,0.4054,,0.2735,,0.1653,,0.0539,,0.1733,,0.1591,,,253,0.0616,363,0.0514,503,0.0437,206,0.0683,74,0.1139,397,0.0492,341,0.0531,459,0.0457,677,0.0377,648,0.0385,us,Instagram,Daily Users
2018-02-19,0.3797,,0.2389,,0.0993,,0.0494,,0.5151,,0.3058,,0.1766,,0.0510,,0.2096,,0.1481,,,234,0.0641,375,0.0506,457,0.0458,249,0.0621,59,0.1276,398,0.0491,339,0.0532,459,0.0457,670,0.0379,645,0.0386,us,Instagram,Daily Users
2018-02-26,0.3616,,0.2496,,0.1101,,0.0539,,0.4179,,0.2897,,0.1856,,0.0792,,0.2083,,0.1618,,,264,0.0603,332,0.0538,441,0.0467,250,0.0620,112,0.0926,339,0.0532,318,0.0550,437,0.0469,691,0.0373,597,0.0401,us,Instagram,Daily Users
2018-03-05,0.4321,,0.2238,,0.0966,,0.0630,,0.4694,,0.3267,,0.1465,,0.0736,,0.1986,,0.1904,,,295,0.0571,330,0.0539,434,0.0470,283,0.0583,119,0.0898,365,0.0513,328,0.0541,448,0.0463,686,0.0374,656,0.0383,us,Instagram,Daily Users
2018-03-12,0.3936,,0.2226,,0.0890,,0.0356,,0.4053,,0.3026,,0.1759,,0.0465,,0.1929,,0.1582,,,286,0.0579,338,0.0533,496,0.0440,244,0.0627,81,0.1089,418,0.0479,334,0.0536,470,0.0452,711,0.0368,653,0.0384,us,Instagram,Daily Users
2018-03-19,0.3860,,0.2750,,0.0906,,0.0497,,0.4683,,0.3213,,0.1499,,0.0646,,0.1964,,0.1766,,,270,0.0596,320,0.0548,461,0.0456,274,0.0592,101,0.0975,379,0.0503,301,0.0565,467,0.0453,692,0.0373,633,0.0390,us,Instagram,Daily Users
2018-03-26,0.4130,,0.2332,,0.0809,,0.0278,,0.4344,,0.3406,,0.1454,,0.0428,,0.1703,,0.1909,,,296,0.0570,324,0.0544,448,0.0463,272,0.0594,106,0.0952,376,0.0505,320,0.0548,462,0.0456,685,0.0374,656,0.0383,us,Instagram,Daily Users
2018-04-02,0.3547,,0.2271,,0.0897,,0.0245,,0.4718,,0.2876,,0.1570,,0.0284,,0.1873,,0.1476,-0.0433,,272,0.0594,312,0.0555,410,0.0484,267,0.0600,90,0.1033,370,0.0509,303,0.0563,433,0.0471,620,0.0394,641,0.0387,us,Instagram,Daily Users
2018-04-09,0.3230,,0.1645,,0.1056,,0.0766,0.0521,0.4568,,0.2110,-0.0766,0.1420,,0.0832,0.0548,0.1778,,0.1532,,,311,0.0556,338,0.0533,442,0.0466,246,0.0625,109,0.0939,393,0.0494,354,0.0521,414,0.0482,680,0.0376,656,0.0383,us,Instagram,Daily Users
2018-04-16,0.3265,,0.2519,0.0874,0.1100,,0.0207,-0.0558,0.5649,,0.2562,,0.1651,,0.0510,,0.1935,,0.1448,,,263,0.0604,301,0.0565,428,0.0474,275,0.0591,83,0.1076,354,0.0521,308,0.0558,446,0.0464,633,0.0390,634,0.0389,us,Instagram,Daily Users
2018-04-23,0.4113,,0.2119,,0.0731,,0.0883,0.0676,0.5135,,0.2654,,0.1556,,0.0703,,0.2001,,0.1679,,,280,0.0586,324,0.0544,416,0.0480,259,0.0609,113,0.0922,359,0.0517,309,0.0558,419,0.0479,694,0.0372,585,0.0405,us,Instagram,Daily Users
2018-04-30,0.3599,,0.2701,,0.0968,,0.0413,-0.0470,0.4733,,0.3161,,0.1636,,0.0524,,0.2114,,0.1569,,,291,0.0574,343,0.0529,438,0.0468,285,0.0581,99,0.0985,409,0.0485,305,0.0561,463,0.0455,708,0.0368,648,0.0385,us,Instagram,Daily Users
2018-05-07,0.3904,,0.2893,,0.1088,,0.0372,,0.5343,,0.3136,,0.2210,,0.0592,,0.2295,,0.1858,,,307,0.0559,391,0.0496,463,0.0455,242,0.0630,91,0.1027,434,0.0470,370,0.0509,433,0.0471,728,0.0363,676,0.0377,us,Instagram,Daily Users
2018-05-14,0.4147,,0.3280,,0.0760,,0.0635,,0.3804,-0.1539,0.4003,0.0868,0.1870,,0.0662,,0.2029,,0.2191,,,302,0.0564,325,0.0544,437,0.0469,280,0.0586,107,0.0947,360,0.0517,355,0.0520,449,0.0462,712,0.0367,632,0.0390,us,Instagram,Daily Users
2018-05-21,0.3932,,0.2315,-0.0965,0.0772,,0.0326,,0.5048,,0.3033,-0.0970,0.1485,,0.0406,,0.1835,,0.1564,-0.0628,,278,0.0588,308,0.0558,465,0.0454,267,0.0600,88,0.1045,392,0.0495,282,0.0584,494,0.0441,704,0.0369,615,0.0395,us,Instagram,Daily Users
