image_id,Image_label,Image_path,Duplicate_image,Duplicate_path,similarity_score
6,14.PNG,pp_photos-dupl_v0/dataset/14.PNG,3.PNG,pp_photos-dupl_v0/dataset/3.PNG,0.9012367725372314
