	UID	final_safety_stock
184	150239764_7341_914334	20.839816934447086
185	150239764_7341_914334	20.839816934447086
186	150097988_TRAC100_915280	10.0
187	500088479_3DT260_913804	14.299475723097164
188	500076475_3DT401_912467	26.754022822897873
189	500076475_ST70_912465	12.0
190	2078400_3DT465_13580	104.42485645849739
191	2078400_3DT465_13580	104.42485645849739
192	150400259_H-550_974902	12.822859204956304
193	500072903_3DT487_C42692	209.70605963859643
194	500081548_3DT487_305497	10.0
195	500088363_3DT231_180320	11.816228615537884
196	150393444_ST70_911709	12.0
197	150393444_ST70_911709	12.0
198	150393444_3DT230_913446	12.0
199	150393444_7330_914200	11.0
200	150393444_7330_914200	11.0
201	150366504_ST70_180433	4.034340498683052
202	500087844_ST70_913674	7.5
203	2149997_73550_TLM905126	3.0
204	500049154_3DT231_915345	24.811165674372315
205	500049154_7330_915416	10.0
206	150403646_7330_181048	10.447802786800189
207	2088096_3DT230_180308	12.0
208	150372072_7330_911834	11.0
209	2100277_73801WR_180572	12.0
210	150229224_3DT222_C40029	175.69025471969996
211	150229224_3DT222_C40029	175.69025471969996
212	150229224_3DT222_C40029	175.69025471969996
213	150229224_3DT222_C40029	175.69025471969996
214	150229224_3DT222_C40029	175.69025471969996
215	150229224_3DT222_C40029	175.69025471969996
216	150229224_3DT199_C40028	45.37327378820731
217	150229224_3DT199_C40028	45.37327378820731
218	150229224_3DT199_C40028	45.37327378820731
219	150229224_3DT199_C40028	45.37327378820731
220	150112466_H-550_951750	43.207263574731854
221	150393868_7330_172035	12.493607735690073
222	150097988_ST70_907553	12.0
223	2043442_7330_910489	11.0
224	2043442_7330_910489	11.0
225	500083021_ST70_907663	5.359903985223124
226	150386258_3DT401_109758	9.8
227	500090791_H-550_394240	10.0
228	2179934_ST70_913299	20.224794918107236
229	150381036_TRAC100_105918	15.69565913479679
230	150381036_77352NA_106938	7.5
231	150285666_7330_913324	12.0
232	150209786_3DT230_112316	7.5
233	150098040_3DT222_912275	12.0
234	150098040_ST70_912884	12.0
235	500069623_7330_394344	35.053078619227016
236	500094583_7330_913760	12.0
237	150391776_3DT120_C44139	1134.7104263022693
238	150206216_7330_912319	82.73185845029555
239	500042286_H-550_302520	3.0
240	500042286_H-550_302520	3.0
241	500066197_1318_911306	12.0
242	2222281_2597_C45092	49.02777409423605
243	150408223_3DT231_974784	14.539272116402039
244	150408223_ST70_974751	9.906489696365583
245	500066197_3DT230_913980	15.36184567168023
246	500066197_3DT230_913980	15.36184567168023
247	150408223_7330_974703	21.88014519679701
248	150408402_7330_974728	20.917851144874273
249	150366287_7330_173072	10.0
250	150314647_ST70_913927	25.284404060724093
251	2079249_3DT401_913473	12.0
252	150163289_H-550_160605	10.0
253	150238163_3DT260_103878	7.5
254	150238163_ST70_305580	10.0
255	150238163_ST70_305580	10.0
256	150340577_3DT230_C42209	14.038408869421126
257	2054747_3DT487_96675	93.19161844757849
258	150404645_ST70_950519	6.5
259	150340586_3DT175_63328	40.0
260	2073903_ST70_170579	12.776778699394441
261	2043645_H-550_107639	7.611587210001511
262	150408370_7330_974729	10.662312531108658
263	2217901_ST70_170644	10.5
264	150433456_3DT231_9713485	11.0
265	150433456_7330_9713421	11.0
266	150433456_ST70_9713499	20.255318199211644
267	150205730_ST70_9713542	17.81910785862005
268	150205730_3DT465_9713534	12.0
269	150392345_H-550_C44390	4.5582344229663905
270	2107593_3DT231_170375	10.0
271	2107593_H-550_392695	2.0
272	2104716_PURATE_P00435	2405.8223189341024
273	2063827_3DT230_112436	7.5
274	2063827_3DT230_112436	7.5
275	150208199_7330_912135	11.0
276	150187431_7330_172680	10.0
277	150187431_3DT465_9713608	18.49218439864126
278	150324391_7341_914083	59.89160933384231
279	150094669_H-550_102734	7.5
280	150094669_H-550_102734	7.5
281	150208199_7330_909383	11.0
282	500040363_H-550_974831	18.0
283	500091683_3DT260_101663	7.5
284	500091683_ST70_121230	7.197664764141754
285	500091683_ST70_121230	7.197664764141754
286	2088096_3DT230_180304	12.0
287	2120709_ST70_171997	10.0
288	150322080_TRAC100_101537	18.26987782663428
289	150322080_TRAC100_101537	18.26987782663428
290	150322080_TRAC100_101537	18.26987782663428
291	150322080_TRAC100_101537	18.26987782663428
292	150322080_TRAC100_101537	18.26987782663428
293	150322080_TRAC100_101537	18.26987782663428
294	150322080_TRAC100_101537	18.26987782663428
295	150322080_TRAC100_101537	18.26987782663428
296	150322080_TRAC100_101537	18.26987782663428
297	2132600_7330_172208	10.0
298	2084305_ST70_C42482	15.0
299	2084305_ST70_C42482	15.0
300	2055820_7341_913349	67.37963625220823
301	2098519_90005_392038	3.0
302	150368129_7360_912697	11.0
303	500071861_3DT231_912078	24.973024123318762
304	150207729_TRAC104_911393	90.39707872436614
305	150207729_TRAC104_911393	90.39707872436614
306	150207729_TRAC104_911393	90.39707872436614
307	500087958_3DT222_180331	12.219213592778633
308	500087958_7330_121222	3.0
309	150392583_ST70_191846	10.0
310	2061603_73801WR_103250	7.5
311	2061603_H-550_101335	7.5
312	2061603_3DT465_910463	12.0
313	2061603_3DT465_910463	12.0
314	150302729_ST70_172362	10.0
315	150302729_ST70_172362	10.0
316	2226011_3DT401_170684	24.74554169564545
317	500081189_7330_906768	2.0
318	150437152_73801WR_172969	10.0
319	2099662_7330_180385	10.5
320	150437741_3DT199_C44970	17.76943437646444
321	2090395_ST70_170523	10.0
322	2090395_ST70_170523	10.0
323	2090395_ST70_170523	10.0
324	2090395_ST70_170523	10.0
325	150397637_ST70_915755	18.03961077310555
326	150397637_7330_915737	10.5
327	150121259_ST70_909688	11.0
328	2061603_73801WR_915043	10.0
329	2061603_73801WR_915043	10.0
330	150440526_ST70_914018	11.0
331	150440526_ST70_914018	11.0
332	150440526_ST70_914018	11.0
333	2061603_ST70_909897	12.0
334	2061603_ST70_909897	12.0
335	500046794_ST70_911048	28.667685092275317
336	2225613_3DT401_394171	14.621096155455184
337	150324477_ST70_912523	21.146021399716524
338	150351170_7330_112613	7.5
339	150351170_7330_112613	7.5
340	150351170_7330_112613	7.5
341	150351170_7330_112613	7.5
342	150067477_7330_151225	7.5
343	150067477_7330_151225	7.5
344	500072839_3DT199_172889	10.0
345	500072839_3DT199_172889	10.0
346	500072839_3DT487_31044	40.0
347	500072839_3DT487_31044	40.0
348	2062100_ST70_911720	10.0
349	150285673_3DT401_9713632	10.0
350	2189429_3DT260_106196	7.5
351	2189429_3DT260_106196	7.5
352	2072841_1820_173273	12.128279979256176
353	150450092_ST70_180216	10.0
354	150450092_ST70_180216	10.0
355	150450092_ST70_180216	10.0
356	150450092_ST70_180216	10.0
357	150450092_ST70_181140	10.0
358	150450092_ST70_181140	10.0
359	150450092_ST70_181140	10.0
360	150450092_ST70_181140	10.0
361	150450092_H-550_905138	3.0
362	150450092_H-550_905138	3.0
363	150450092_H-550_905138	3.0
364	150450092_H-550_905138	3.0
365	150450092_ST70_305572	10.0
366	150450092_ST70_305572	10.0
367	150450092_ST70_305572	10.0
368	150450092_ST70_305572	10.0
369	500091054_ST70_911198	11.0
370	150450092_ST70_305467	10.0
371	150450092_ST70_305467	10.0
372	150450092_ST70_305467	10.0
373	150450092_ST70_305467	10.0
374	150450092_H-550_107871	7.5
375	150450092_H-550_107871	7.5
376	150450092_H-550_107871	7.5
377	150450092_H-550_107871	7.5
378	500036987_ST70_34944	187.39206738369452
379	2083629_73801WR_974916	11.0
380	150407766_7330_300379	3.0
381	150184159_3DT198_104020	7.5
382	150184159_3DT198_104020	7.5
383	500062161_3DT260_160674	561.2442207377759
384	150207295_ST70_394414	10.0
385	150440526_7330_912935	11.0
386	150440526_7330_912935	11.0
387	500073800_3DT128_913047	11.681378095946236
388	2102475_73551_171897	11.0
389	150081079_7330_112344	18.934663232324496
390	150081079_7330_112344	18.934663232324496
391	150437737_3DT465_915287	10.0
392	500046794_7330_950381	11.0
393	150309442_3DT494_912324	12.0
394	150353861_7308_9716321	11.0
395	150353861_7341_9716547	12.545501318393427
396	150332722_7330_305448	10.0
397	500072164_2B11_65226	40.0
398	500073965_3DT465_912264	28.07968011139363
399	500073965_3DT465_912264	28.07968011139363
400	500074928_7330_9716677	36.80792929942851
401	2182509_ST70_914042	12.632821046986082
402	150357891_7308_910690	7.5
403	150357891_7308_910690	7.5
404	2170049_ST70_171363	98.57109140670883
405	150185707_3DT260_911672	10.0
406	150185707_3DT260_911672	10.0
407	150185707_ST70_912361	11.0
408	150185707_ST70_912361	11.0
409	150112418_7330_151228	17.512462666364833
410	2072815_ST70_171175	10.0
411	2072815_ST70_171175	10.0
412	2185868_3DT184_912047	11.0
413	150386351_ST70_915502	11.0
414	500087958_7330_180475	3.0
415	500071861_7341_27129	182.8668682060165
416	2064084_ST70_170296	16.397797202755545
417	150208194_H-550_106236	7.5
418	150208194_H-550_106236	7.5
419	2219287_TRAC109_914300	39.18782364370616
420	2043645_H-550_41261	49.40388096688844
421	500058167_3DT230_170894	12.902602754186898
422	500058167_3DT230_170894	12.902602754186898
423	2062100_H-550_910487	12.0
424	2083629_7341_394302	10.0
425	2083629_3DT231_172237	11.0
426	150208194_ST70_172516	10.0
427	150208194_ST70_172516	10.0
428	2180123_ST70_170665	10.0
429	2180123_7330_173827	10.0
430	150309442_7330_950509	3.0
431	150381036_ST70_915612	38.28232678137277
432	150381036_3DT230_915583	45.73744054862482
433	500074423_H-550_TLM301702	3.0
434	500087329_3DT401_974940	10.5
435	150228982_TRAC104_915160	10.0
436	150314646_7360_172394	38.84115009780635
437	150314646_7360_172394	38.84115009780635
438	150330973_ST70_913301	11.0
439	150330973_ST70_913301	11.0
440	150330973_ST70_913301	11.0
441	150330973_ST70_913301	11.0
442	500095336_3DT231_913775	12.0
443	150346545_7330_911668	11.0
444	150224687_H-550_105597	49.6756771821879
445	150353640_3DT401_TLM303799	3.0
446	150353640_3DT401_TLM303799	3.0
447	500094017_7360_173079	16.253220125241178
448	500094017_7360_173079	16.253220125241178
449	2178984_3DT260_911062	30.805979833661603
450	150368371_H-550_950487	6.5
451	2223637_3DT465_50485	22.038630940946064
452	500044715_ST70_172051	10.0
453	2182968_90005_34202	40.0
454	2182968_90005_34202	40.0
455	150351448_3DT260_N70102	28.75058631839817
456	2063827_73550_914671	20.764341180279526
457	150391776_3DT129_C44138	226.89085488782692
458	2090917_3DT260_106204	7.5
459	2090917_3DT260_106204	7.5
460	500074423_ST70_905235	11.214452889519112
461	2107593_ST70_171577	10.0
462	2061603_ST70_77407	30.048100506637578
463	2061603_ST70_77407	30.048100506637578
464	150318028_ST70_910172	12.0
465	150107550_3DT465_9716488	10.0
466	150107550_73801WR_9716487	20.006613576149753
467	150107550_90005_300091	3.0
468	500074172_3DT401_171877	10.5
469	2125020_TRAC100_160477	10.0
470	150217175_7330_105664	7.5
471	150217175_ST70_915599	7.5
472	150206640_3DT408_C42477	11.353879618269742
473	150285669_7330_151675	7.5
474	150285669_ST70_151300	7.5
475	150445491_ST70_171868	10.0
476	150183006_H-550_108888	7.5
477	150183006_H-550_108888	7.5
478	150183006_H-550_108888	7.5
479	2064662_ST70_394428	10.0
480	150340610_7330_C44802	11.0
481	150462220_3DT222_913355	42.856395396749306
482	150461050_ST70_909645	12.0
483	150205349_ST70_9716688	20.898035087817888
484	150409345_7330_173073	35.81956328230833
485	150443356_ST70_913795	11.0
486	150443356_7330_911326	11.0
487	150443356_3DT401_912874	11.0
488	2072823_ST70_910912	12.352159525818415
489	150340596_3DT304_914406	83.05244608609954
490	150363807_2B11_103702	46.45599759267479
491	150363807_2B11_103702	46.45599759267479
492	150363807_2B11_103702	46.45599759267479
493	150363807_2B11_103702	46.45599759267479
494	150363807_3DT198_950233	6.5
495	150363807_3DT198_950233	6.5
496	150366287_1338_13785	150.64478039777188
497	150366287_1338_13785	150.64478039777188
498	2070663_ST70_172750	25.539570735245526
499	2070663_ST70_172750	25.539570735245526
500	2070663_H-550_160504	28.151625523831797
501	2070663_H-550_160504	28.151625523831797
502	2057737_ST70_112451	69.2695399316845
503	2057737_7330_9716259	55.6239903995402
504	150186395_1318_104803	105.32917997493475
505	150186395_1318_104803	105.32917997493475
506	150437724_7330_9716663	13.546113350233467
507	150437724_3DT231_9716646	19.548128073257324
508	500086655_3DT230_C44353	49.74164244566896
509	500094123_ST70_393228	10.0
510	500094123_ST70_393228	10.0
511	500094123_ST70_393228	10.0
512	500094123_ST70_393228	10.0
513	2215974_ST70_915783	19.699293007123664
514	150362220_3DT222_914562	11.0
515	2070294_ST70_171302	10.0
516	150448148_3DT231_9716539	31.96842249511347
517	150448148_ST70_9716561	10.0
518	150067477_ST70_170617	24.907986709608952
519	500074483_ST70_912307	11.0
520	500074483_ST70_912307	11.0
521	2058745_ST70_31727	80.0
522	150207729_H-550_103662	7.5
523	150324477_H-550_909411	12.0
524	2083362_3DT230_172456	11.0
525	150092686_3DT260_C29061	60.0
526	150092686_3DT260_C29061	60.0
527	2064084_3DT465_105999	8.575210020463636
528	150370967_ST70_914587	12.0
529	150370967_3DT230_911294	12.0
530	500062161_1338_913419	600.1020642232502
531	2220459_H-550_107786	7.5
532	2220459_H-550_107786	7.5
533	2220459_H-550_107786	7.5
534	150363622_ST70_909484	21.962377279973456
535	150305879_3DT494_52527	2846.3657638251666
536	150305879_3DT494_52527	2846.3657638251666
537	2088134_73801WR_173698	15.700019133523256
538	2088134_3DT133_173567	21.184516293463258
539	2088134_3DT184_172763	19.740362135161728
540	150392360_ST70_181044	19.104628544477958
541	150392360_ST70_181044	19.104628544477958
542	150392360_3DT222_260341	34.53598601803108
543	150366287_3DT231_129190	85.24370182021848
544	150439505_7341_910367	15.103760347240296
545	2073622_ST70_300168	3.076166745938327
546	150363351_7330_393783	7.5
547	500069623_3DT401_9713673	3387.9790812816173
548	2224379_H-550_110440	7.5
549	2224379_H-550_110440	7.5
550	2224379_ST70_171795	11.0
551	2224379_H-550_110440	7.5
552	2224379_H-550_110440	7.5
553	150321266_ST70_912443	44.48091093489487
554	150321266_ST70_912443	44.48091093489487
555	150321266_ST70_912443	44.48091093489487
556	150321266_ST70_912443	44.48091093489487
557	150321266_7330_913690	11.0
558	150321266_7330_913690	11.0
559	150321266_7330_913690	11.0
560	150321266_7330_913690	11.0
561	2076533_ST70_910345	2.0
562	150359273_3DT260_106869	7.5
563	150359273_3DT260_106869	7.5
564	150321266_TRAC104_911378	12.0
565	150321266_TRAC104_911378	12.0
566	500078220_3DT408_305421	507.3391688936324
567	150207729_H-550_301038	5.7
568	2072841_8735_914189	10.0
569	2152061_3DT465_910692	12.0
570	2152061_3DT465_910692	12.0
571	2179934_ST70_171836	31.999329393029285
572	2053167_H-550_974911	10.5
573	2053167_H-550_974911	10.5
574	150369718_H-550_915134	17.047333620793484
575	150369718_H-550_915134	17.047333620793484
576	150285671_7330_393240	10.0
577	150446451_73801WR_TLM392463	3.0
578	500069643_ST70_9716573	12.54433313383789
579	2068474_3DT260_C36256	508.7698372107973
580	2068474_3DT260_C36256	508.7698372107973
581	500094017_7360_170676	10.0
582	500094017_7360_170676	10.0
583	500094017_7360_907258	10.0
584	500094017_7360_907258	10.0
585	500094017_7360_907258	10.0
586	500094017_7360_907258	10.0
587	500094017_7360_907258	10.0
588	500094017_7360_907258	10.0
589	2102317_3DT199_108757	7.5
590	2102317_3DT199_108757	7.5
591	2102317_3DT199_108757	7.5
592	2076533_73550_950013	7.5
593	150297054_ST70_180361	10.0
594	2214272_3DT494_10798	43.4579488267028
595	150105230_H-550_909471	12.0
596	2044956_3DT199_C42524	55.0
597	2044956_3DT199_C42524	55.0
598	150207466_H-550_911556	12.0
599	150330481_ST70_305542	29.804559564080982
600	150314652_3DT231_32683	40.0
601	2088096_3DT152_121188	3.5
602	500078204_TRAC104_108844	7.5
603	2162389_ST70_181160	10.0
604	500072408_H-550_394259	10.0
605	150224107_3DT260_914095	24.01024676786439
606	150207905_3DT230_394319	10.025306337051003
607	150207905_3DT230_394319	10.025306337051003
608	150207905_ST70_461173	3.0
609	150206276_ST70_305567	10.0
610	2203044_3DT152_393109	11.362610570199067
611	150191298_3DT230_171000	31.426519748817555
612	500070604_3DT222_173413	10.0
613	500070604_ST70_305396	11.675697105110338
614	150349312_H-550_100409	7.5
615	150208194_ST70_171852	10.0
616	150208194_ST70_171852	10.0
617	150349284_ST70_170326	14.552298344056254
618	150349284_ST70_170326	14.552298344056254
619	500072526_TRAC104_950787	3.0
620	500072526_TRAC104_950787	3.0
621	150357248_H-550_TLM301686	3.0503290454862597
622	150224687_3DT199_103947	7.5
623	2082628_3DT230_912067	14.653417981136744
624	2093634_3DT230_910581	17.97352971575283
625	2093634_ST70_913099	20.045521799008977
626	500095811_H-550_TLM304432	4.057337948778386
627	500087211_ST70_9716225	33.94634125793108
628	500092796_ST70_914697	12.0
629	150237986_ST70_912340	12.0
630	500092834_H-550_109726	7.5
631	2219287_3DT231_911845	67.1148804094862
632	150353640_7330_392813	3.0
633	150353640_7330_392813	3.0
634	500044716_ST70_171106	10.0
635	500072681_3DT465_912175	21.199382606250737
636	150112662_3DT230_913712	17.240406847680894
637	150112662_ST70_913713	12.0
638	500092852_ST70_393012	8.103736294044833
639	2107417_ST70_111934	7.5
640	2048517_ST70_170460	10.5
641	500094017_7360_461827	9.11003388324448
642	500092852_3DT230_910374	16.678640865532913
643	500038615_77352NA_180514	3.0
644	150358863_H-550_190300	8.669899372679636
645	150351184_3DT260_302981	3.0
646	150351184_H-550_906464	3.0
647	500094787_3DT401_915059	13.1862934484173
648	150208193_ST70_910224	12.0
649	150363622_ST70_910433	15.674504726184235
650	150363622_3DT178_914232	12.0
651	2187740_3DT260_914759	12.0
652	2229799_3DT401_305330	18.766478107026757
653	2229799_3DT401_171821	12.114919992575828
654	2229799_ST70_172232	14.728603414835526
655	500087211_ST70_915665	34.30229977557849
656	2065426_3DT461_161046	10.0
657	150206276_73801WR_101009	7.5
658	150206276_73801WR_101009	7.5
659	500087802_ST70_180254	10.0
660	150382820_7330_915374	10.0
661	500070566_H-550_914572	11.0
662	150310170_7330_173670	22.58898661725597
663	2094572_3DT230_910800	12.0
664	500096543_ST70_170261	10.0
665	500090244_ST70_909851	12.0
666	500090244_3DT465_910252	23.34222487974491
667	150368371_ST70_912519	12.0
668	2080881_ST70_181095	10.0
669	150380004_3DT231_914320	12.0
670	2196191_H-550_950110	3.0
671	150310930_7341_180876	37.436174464757805
672	150361532_3DT231_913942	11.0
673	150361532_ST70_910936	11.0
674	2078570_7330_184293	12.0
675	500067843_ST70_151669	12.678150070633965
676	500073040_3DT461_911467	33.69468271959514
677	150359273_ST70_112652	9.506348743769115
678	2220974_ST70_909702	27.56887071318944
679	150358865_ST70_950635	7.048934620927522
680	150358865_ST70_950635	7.048934620927522
681	150358865_H-550_304589	3.0
682	150116253_7330_172529	10.0
683	500077875_H-550_300870	6.998202662157038
684	500050316_3DT230_909403	27.02039112707546
685	150375251_ST70_912025	12.0
686	150375251_90005_913142	12.0
687	500072604_ST70_914448	12.0
688	150391932_73801WR_110226	7.5
689	500044715_3DT401_172670	10.0
690	150207068_90005_392831	3.0
691	2072839_3DT465_71049	44.56195591782867
692	2086064_3DT401_181030	21.25066771601126
693	150391712_3DT231_913961	12.0
694	2068474_3DT199_TLM304102	3.549071220400016
695	2068474_3DT199_TLM304102	3.549071220400016
696	500043939_3DT231_181081	10.0
697	500043939_3DT231_181081	10.0
698	150371023_ST70_170920	11.237862638588979
699	500072643_3DT230_911008	12.0
700	150392357_ST70_170393	10.280110857723525
701	150228982_ST70_392732	3.7820605816595796
702	150228982_ST70_392732	3.7820605816595796
703	2214574_1338_18882	47.61946766913621
704	150385182_ST70_911307	12.0
705	150397391_3DT465_910016	12.0
706	500074483_3DT128_915801	16.837230171154367
707	500074483_3DT128_915801	16.837230171154367
708	150398336_73801WR_109011	7.5
709	150398336_3DT231_915719	81.77319298289345
710	150397481_ST70_915008	10.0
711	500087802_H-550_101328	7.5
712	500087802_3DT231_180313	18.372140305304036
713	2203044_ST70_180302	12.930335699254229
714	2107131_ST70_950957	6.144288878809283
715	2107131_ST70_950957	6.144288878809283
716	2075443_ST70_172998	25.868412878590945
717	150230718_ST70_912941	65.04418147789673
718	500076475_ST70_912468	14.726082535670997
719	500076475_7330_172295	10.0
720	500044715_7330_181015	21.62974457372689
721	500069630_7330_172429	10.997198636069575
722	150097988_3DT465_912294	23.37483693205236
723	150097988_ST70_912295	12.0
724	2064629_3DT231_915780	10.0
725	2064629_ST70_915707	10.0
726	500072286_3DT401_910561	25.1001578636654
727	500051768_ST70_173830	29.98231775163197
728	500078204_ST70_330215	25.787489938778144
729	500078204_ST70_330215	25.787489938778144
730	2149997_ST70_171476	20.82101882712218
731	2093132_ST70_912522	15.122438606036145
732	2196191_ST70_907559	12.0
733	2196191_ST70_907559	12.0
734	150403646_3DT231_112674	7.5
735	150403646_ST70_974743	7.5
736	150403646_ST70_915448	32.765680542167395
737	150315248_ST70_172064	10.5
