	UID	final_safety_stock
1246	2222035_H-550_112662	551.5113268587402
1247	2222035_H-550_112662	551.5113268587402
1248	2222035_H-550_112662	551.5113268587402
1249	150437743_7330_9713583	12.890634123878561
1250	150366344_3DT231_C36015	11.0
1251	150437152_3DT230_180391	10.0
1252	150437152_H-550_160898	10.0
1253	150437152_ST70_173835	10.0
1254	150121259_3DT230_912286	11.0
1255	150207729_73801WR_904714	5.0582570833255405
1256	150207729_73801WR_904714	5.0582570833255405
1257	150207729_73801WR_904714	5.0582570833255405
1258	150207729_73801WR_904714	5.0582570833255405
1259	150207729_73801WR_904714	5.0582570833255405
1260	150207729_73801WR_904714	5.0582570833255405
1261	150377873_3DT231_305494	10.0
1262	2105136_3DT177_18862	40.0
1263	2105136_3DT177_18862	40.0
1264	2105136_3DT177_18862	40.0
1265	2110534_ST70_910709	18.422023406609004
1266	2110534_ST70_910709	18.422023406609004
1267	2090395_3DT260_160511	13.867906400622825
1268	2090395_3DT260_160511	13.867906400622825
1269	2090395_3DT260_160511	13.867906400622825
1270	2090395_3DT260_160511	13.867906400622825
1271	2140728_ST70_181136	10.0
1272	2140728_ST70_181136	10.0
1273	500078476_7330_9713397	11.0
1274	150313592_3DT231_180349	25.323798974999477
1275	150313592_90005_906308	3.0
1276	2053167_3DT401_974948	24.44556303506127
1277	2119443_ST70_181045	10.0
1278	150314656_7360_915484	10.0
1279	150314656_7360_915484	10.0
1280	150314656_7360_915484	10.0
1281	150314656_7360_915484	10.0
1282	500092206_3DT120_305533	23.021274330802747
1283	2089121_ST70_461908	3.0
1284	150440775_1318_C44977	46.05647619341116
1285	150440775_3DT231_C44978	32.77239014722147
1286	2098519_90005_300409	2.1569867413957624
1287	500046794_3DT304_160685	10.0
1288	150446451_3DT231_9716498	10.0
1289	150446451_3DT231_9716498	10.0
1290	150446451_7330_9716509	10.0
1291	500072839_3DT487_31023	40.0
1292	2062100_7330_170370	10.0
1293	2062100_ST70_914248	12.0
1294	2061603_ST70_180811	10.0
1295	2061603_ST70_180811	10.0
1296	2061603_3DT465_190508	7.5
1297	150209832_7330_392917	7.5
1298	500092221_3DT231_330308	42.26535905744892
1299	500092221_3DT231_330308	42.26535905744892
1300	500092221_7330_909409	11.0
1301	500092221_7330_909409	11.0
1302	150450092_H-550_103150	7.5
1303	150450092_H-550_103150	7.5
1304	150450092_H-550_103150	7.5
1305	150450092_H-550_103150	7.5
1306	150450092_ST70_906258	3.556542361641134
1307	150450092_ST70_906258	3.556542361641134
1308	150450092_ST70_906258	3.556542361641134
1309	150450092_ST70_906258	3.556542361641134
1310	2091152_3DT185_180293	18.938337384605624
1311	2091152_3DT185_180293	18.938337384605624
1312	2181761_ST70_173339	23.818710078386594
1313	150450092_ST70_172416	10.0
1314	150450092_ST70_172416	10.0
1315	150450092_ST70_172416	10.0
1316	150450092_ST70_172416	10.0
1317	150450092_H-550_303850	3.0
1318	150450092_H-550_303850	3.0
1319	150450092_H-550_303850	3.0
1320	150450092_H-550_303850	3.0
1321	150439194_ST70_172243	10.0
1322	500084102_90005_914629	27.08180000812976
1323	500084102_ST70_914269	47.19254554191113
1324	500084102_3DT231_913135	24.866373482572083
1325	150207295_3DT231_180236	19.789402876921855
1326	150186563_3DT231_392957	7.5
1327	150353434_7330_394135	11.0
1328	150184160_3DT222_974771	7.5
1329	150184160_3DT222_974771	7.5
1330	150184160_3DT222_974771	7.5
1331	150184160_3DT222_974771	7.5
1332	150184160_ST70_974810	21.003390798015502
1333	150184160_ST70_974810	21.003390798015502
1334	150184160_ST70_974810	21.003390798015502
1335	150184160_ST70_974810	21.003390798015502
1336	2080089_3DT230_172447	10.0
1337	2080089_ST70_173594	10.0
1338	2080089_73801WR_107917	7.5
1339	150186563_7330_300229	7.358661211230875
1340	500073800_ST70_913048	24.296688078741287
1341	150183007_H-550_105930	12.639750123711165
1342	150183007_H-550_105930	12.639750123711165
1343	150183007_H-550_105930	12.639750123711165
1344	150238504_3DT222_913463	21.502028620903797
1345	150238504_3DT222_913463	21.502028620903797
1346	150238504_3DT222_913463	21.502028620903797
1347	150183337_H-550_912573	12.0
1348	150183337_H-550_912573	12.0
1349	150183337_H-550_912573	12.0
1350	2083360_7330_170714	24.259799303056276
1351	2083360_7330_170714	24.259799303056276
1352	150437737_7330_171466	10.0
1353	500047329_7330_912688	11.0
1354	2056534_TRAC100_302784	5.2
1355	150406369_3DT128_39301	62.3331552275756
1356	150406369_ST70_305578	28.809096319135776
1357	150353861_3DT461_9716314	11.0
1358	2128829_71257_C18743	110.0
1359	2135357_H-550_9716389	15.811361535543888
1360	150437721_3DT230_172187	10.0
1361	2120988_73801WR_302309	3.0
1362	2054418_ST70_303388	3.0
1363	2054418_ST70_303388	3.0
1364	500058266_TRAC100_43324	20.0
1365	150391776_3DT129_C44160	155.0
1366	2179934_3DT401_913309	43.079741005757064
1367	150369434_7360_914632	46.677991166678666
1368	2225613_7330_305380	10.0
1369	150407754_3DT222_171419	62.87763286143468
1370	150407754_3DT222_171419	62.87763286143468
1371	150451911_3DT465_9716361	10.0
1372	150451911_H-550_9716379	10.0
1373	500076018_1338_9716218	22.46883687164967
1374	2083629_ST70_915500	11.0
1375	2106947_ST70_180964	56.5312493314829
1376	500058167_90005_171273	10.0
1377	2083629_7330_260328	11.0
1378	2083629_1338_305429	11.0
1379	150366512_7330_914176	11.0
1380	150116372_ST70_172049	22.544702342771707
1381	150441846_ST70_C45262	14.0
1382	150229224_H-550_C40027	12.0
1383	150229224_H-550_C40027	12.0
1384	150229224_H-550_C40027	12.0
1385	150229224_H-550_C40027	12.0
1386	150308377_3DT230_180268	10.0
1387	2146331_3DT397_C44890	4809.594356207121
1388	150395314_73801WR_974832	11.0
1389	150122243_PC-191T_915090	12.0
1390	150122243_PC-191T_915090	12.0
1391	2063827_7330_915647	7.5
1392	150321266_73551_911685	12.0
1393	150321266_73551_911685	12.0
1394	150321266_73551_911685	12.0
1395	150321266_73551_911685	12.0
1396	2214272_1318_913611	11.0
1397	500065563_ST70_D910244	12.0
1398	500065563_ST70_D910244	12.0
1399	2066191_ST70_180926	24.738783361531073
1400	2066191_ST70_34848	68.40361542012639
1401	2072232_3DT230_951330	6.5
1402	2072232_7330_951337	8.060801342939296
1403	2072232_7330_951337	8.060801342939296
1404	2066193_3DT230_482200	3.5
1405	150105230_ST70_909470	20.136454972066034
1406	500085891_3DT231_330396	88.86441972251421
1407	500085891_7341_46016	123.85147107915385
1408	500085891_7341_46016	123.85147107915385
1409	500049358_ST70_172326	36.092999080746296
1410	2088096_ST70_180280	29.502858004695163
1411	150330481_90005_305449	12.0
1412	500062537_7330_171977	10.0
1413	500089730_ST70_173143	10.0
1414	2091822_3DT231_32444	40.0
1415	2091822_3DT231_32444	40.0
1416	150206276_3DT230_305566	11.236210856987878
1417	150105230_TRAC100_103358	25.871581987469355
1418	150191298_7330_950135	53.61558025695168
1419	150230718_TRAC100_951007	3.0
1420	150230718_H-550_951008	3.0
1421	500096312_ST70_171941	44.337562371672796
1422	500096312_ST70_171941	44.337562371672796
1423	500096312_ST70_171941	44.337562371672796
1424	500096312_73801WR_110120	7.5
1425	500096312_73801WR_110120	7.5
1426	150349416_ST70_171414	19.11840861654074
1427	150349416_ST70_171414	19.11840861654074
1428	150349416_H-550_106634	7.5
1429	150349312_ST70_907800	20.964373231658545
1430	150349312_ST70_907800	20.964373231658545
1431	2096551_ST70_305490	10.0
1432	2096551_ST70_305490	10.0
1433	150207466_3DT199_302443	4.0384438927953
1434	150208194_3DT230_912869	72.46091441174431
1435	150208194_3DT230_912869	72.46091441174431
1436	150208194_ST70_171376	10.0
1437	150208194_ST70_171376	10.0
1438	150224687_7384_950461	3.0
1439	500086230_ST70_172279	15.182900885678396
1440	500086230_7330_913645	12.0
1441	150208194_3DT230_912861	12.0
1442	150208194_3DT230_912861	12.0
1443	150208194_ST70_170295	10.0
1444	150208194_ST70_170295	10.0
1445	150355632_H-550_910515	12.0
1446	500092796_H-550_914700	12.0
1447	150237986_3DT401_912169	12.0
1448	150353640_7330_392799	3.0
1449	150353640_7330_392799	3.0
1450	150353640_7330_392850	3.0
1451	150353640_7330_392850	3.0
1452	500084691_ST70_394361	10.0
1453	500092834_ST70_912979	12.76674880177255
1454	150353640_7330_392868	3.0
1455	150353640_7330_392868	3.0
1456	500072681_ST70_910174	31.725202040611173
1457	150112662_ST70_913589	23.887847825890983
1458	150112662_3DT465_913710	20.102120124392457
1459	500092852_3DT230_913819	7.5
1460	150322751_90005_914250	12.0
1461	150346863_73801WR_107671	7.5
1462	500091656_ST70_305475	3.0
1463	150363267_ST70_184322	12.0
1464	150363267_ST70_914069	12.0
1465	500094017_7360_907671	12.320714781778541
1466	150324687_77352NA_392869	3.0
1467	150310930_3DT401_107212	11.131911801592876
1468	150366525_3DT231_172688	10.0
1469	150366525_3DT231_172688	10.0
1470	150366525_ST70_394429	10.0
1471	2131207_H-550_173718	10.0
1472	500047390_3DT408_909909	17.61180278383344
1473	500047390_ST70_914419	12.0
1474	500047390_90005_394139	12.0
1475	500047390_90005_394139	12.0
1476	500070566_90005_913569	11.0
1477	150358863_ST70_172469	11.636963458966546
1478	500094787_7341_173456	36.641549078297864
1479	150205509_TRAC100_304203	3.0
1480	150372829_3DT231_910393	12.0
1481	150372829_ST70_913737	12.0
1482	150372829_H-550_910904	12.0
1483	150367140_ST70_180517	3.0
1484	150367140_3DT120_392699	3.0
1485	2229799_ST70_171863	13.919945700015493
1486	150151842_ST70_911684	12.0
1487	150151842_ST70_911684	12.0
1488	150151842_ST70_911684	12.0
1489	150151842_7330_950531	10485.341006358969
1490	150151842_7330_950531	10485.341006358969
1491	2105080_ST70_913417	65.57436176291982
1492	2105080_3DT260_172677	120.1503996992194
1493	150379419_73801WR_104100	16.169899359579084
1494	150379419_ST70_915310	11.0
1495	2065426_7320_173558	73.48240202889988
1496	500086546_7330_180457	3.5
1497	150227847_3DT401_160518	10.0
1498	500063088_ST70_913069	62.90444253029258
1499	2151916_3DT465_170447	28.747734115371074
1500	150382820_ST70_915386	73.14971124115895
1501	2149750_3DT231_34274	40.0
1502	2149750_ST70_34592	40.0
1503	2149750_ST70_34592	40.0
1504	2149750_H-550_915151	10.0
1505	2149750_H-550_915151	10.0
1506	150310170_3DT401_9713707	11.08774918490002
1507	500073040_3DT465_910658	17.25493868260649
1508	500096543_3DT260_394189	20.611881673792467
1509	150151845_3DT260_101851	7.5
1510	150151845_ST70_260219	20.45128378102219
1511	150151845_ST70_260219	20.45128378102219
1512	150151845_ST70_260219	20.45128378102219
1513	500050995_ST70_392937	7.5
1514	2227330_3DT231_393153	24.687023835523767
1515	150359873_3DT465_914360	11.0
1516	150359873_3DT465_914360	11.0
1517	150359873_3DT465_914360	11.0
1518	150368371_3DT231_909774	12.0
1519	2076022_7330_260340	10.0
1520	150352103_3DT231_392923	8.009515421169882
1521	2072841_ST70_910887	11.0
1522	2072841_3DT465_909959	23.146698968429753
1523	150332609_ST70_461277	3.5
1524	2067407_ST70_911960	40.091080349510754
1525	2078570_3DT401_910348	15.145438541815864
1526	150369897_ST70_182983	22.336313787689868
1527	150206607_1318_914631	19.99370839217917
1528	150151845_3DT260_109805	7.5
1529	2112615_H-550_909323	12.0
1530	500073040_1338_909438	18.447050921579795
1531	500038615_3DT230_76978	20.0
1532	500038615_90005_904970	3.0
1533	500038615_73551_180530	3.0
1534	150359273_3DT260_103066	7.5
1535	150359273_3DT260_103066	7.5
1536	500071593_7341_129591	96.20318972217218
1537	150358865_H-550_951309	6.5
1538	150358865_3DT231_392822	3.0
1539	150358865_ST70_392900	3.0
1540	150358865_ST70_392900	3.0
1541	150116253_ST70_170389	17.937711262753275
1542	150151845_3DT260_102316	15.223026279917091
1543	500091066_3DT157_110201	7.5
1544	150375251_3DT231_912715	13.882211069049887
1545	150391782_ST70_172590	37.65687164404402
1546	2061082_ST70_914295	12.0
1547	150306279_3DT230_913769	12.0
1548	2086064_ST70_180958	46.31463514483861
1549	150379414_TRAC100_914285	12.0
1550	500043939_ST70_180922	10.0
1551	2219894_3DT260_TLM904919	3.0
1552	150371023_3DT230_305347	37.815878958159544
1553	500072643_ST70_912914	15.586967348738263
1554	500037738_7341_915302	22.17563055045628
1555	150392357_3DT222_172536	24.190572144491064
1556	2043645_1338_330079	57.83705660714277
1557	2190457_73801WR_105739	7.5
1558	2190457_3DT465_109463	17.44589651572105
1559	150208021_ST70_914989	7.5
1560	150208021_ST70_914989	7.5
1561	2181634_7330_112430	13.366502292471877
1562	2181634_ST70_173863	10.243129345778458
1563	2181634_3DT231_172033	11.0
1564	150385182_3DT222_913205	18926142.184795626
1565	500074483_ST70_915789	14.003711202794761
1566	500074483_ST70_915789	14.003711202794761
1567	150179864_ST70_171927	10.0
1568	500078204_3DT230_180209	12.0
1569	500078204_ST70_180238	12.0
1570	500078204_ST70_180238	12.0
1571	150396513_3DT401_103061	7.5
1572	150396513_7330_915009	10.0
1573	150396513_7330_915009	10.0
1574	500088205_3DT230_260355	26.398733947603315
1575	500088205_73801WR_915048	15.613035472043858
1576	500088205_ST70_180323	14.707404724121279
1577	500072936_3DT231_912300	12.0
1578	150193885_3DT231_913012	12.0
1579	500071593_1338_170322	10.70743757648002
1580	500047077_ST70_911066	12.0
1581	150369004_ST70_913011	11.0
1582	500088167_3DT230_180276	13.120916311408196
1583	500088167_ST70_180282	34.121321257234754
1584	2172536_ST70_171399	23.915550200803693
1585	2172536_ST70_171399	23.915550200803693
1586	500076475_3DT401_912463	33.63535685371427
1587	150357782_3DT231_914527	41.56092990830099
1588	150366512_3DT465_911891	12.0
1589	500072286_ST70_914067	28.049062811951423
1590	500072286_7330_909346	12.0
1591	500088363_H-550_107102	7.5
1592	2043442_1318_913239	12.0
1593	2043442_3DT230_914668	12.0
1594	500087844_ST70_913672	12.0
1595	2149997_3DT230_97613	49.807752938651646
1596	2149997_90005_905171	3.0
1597	150369605_ST70_180943	10.0
1598	150369605_7330_915691	10.0
1599	2093132_3DT401_909495	12.0
1600	2068470_3DT199_301471	3.0
1601	2068470_3DT199_301471	3.0
1602	150360323_3DT401_911158	14.772535033310044
1603	150360323_ST70_911932	18.270872810058158
1604	150392358_H-550_TLM304553	3.0
1605	2099668_ST70_171922	13.086606156547393
1606	150196259_90005_950703	6.5
1607	150314646_7360_172623	10.0
1608	150314646_7360_172623	10.0
1609	2100277_3DT487_172319	12.0
1610	150112466_ST70_950793	4.237702296886733
1611	150097988_3DT465_910676	12.0
1612	150369661_3DT401_107922	7.5
1613	150369661_ST70_172084	13.481848652588747
1614	150314646_7360_173357	10.0
1615	150314646_7360_173357	10.0
1616	150320756_ST70_392754	8.624325713424994
1617	150320756_3DT401_105850	7.5
1618	150223949_3DT199_100090	7.5
1619	150223949_3DT199_100090	7.5
1620	500082409_ST70_915715	10.0
1621	500082409_ST70_915715	10.0
1622	150330973_3DT401_913296	12.0
1623	150330973_3DT401_913296	12.0
1624	150330973_3DT401_913296	12.0
1625	150330973_3DT401_913296	12.0
1626	150407673_3DT230_171861	11.0
1627	150407673_73801WR_109698	8.84044148958694
1628	150400821_TRAC109_914658	12.0
1629	2207810_3DT465_11764	40.0
1630	2207810_3DT465_11764	40.0
1631	150400821_3DT230_914735	12.0
1632	150363622_3DT178_909322	12.0
1633	150121315_7330_915533	10.0
1634	150121315_3DT401_104449	26.039414876167385
1635	150217174_3DT401_910464	12.0
1636	500095892_7330_393199	10.0
1637	150386351_ST70_260342	11.0
1638	2075441_H-550_974944	10.5
1639	150392080_ST70_915717	10.0
1640	150295370_7330_914073	12.643718904464453
1641	2064652_7330_200300	7.5
1642	2064652_ST70_100837	7.5
1643	150357782_3DT231_909378	17.303263089882847
1644	150185707_ST70_330196	34.898727508916565
1645	150185707_ST70_330196	34.898727508916565
1646	150408402_3DT465_103685	9.503420920862713
1647	500076018_7341_180975	55.6354743694477
1648	150429475_3DT180_461845	3.0
1649	150404645_3DT465_105700	7.5
1650	150230808_3DT231_260388	12.362444490801952
1651	150230808_3DT231_260388	12.362444490801952
1652	150314647_7360_914601	12.0
1653	150314647_7360_914601	12.0
1654	2175798_ST70_9716229	37.665725154047806
1655	150410769_ST70_9716226	10.0
1656	150410769_3DT231_305424	14.164246761247364
1657	150437226_TRAC100_110199	7.5
1658	150437763_3DT465_9713555	18.194274997804044
1659	150437763_ST70_9713547	22.12675447170195
1660	500065355_3DT230_180872	11.404520925461771
1661	500065355_3DT230_180872	11.404520925461771
1662	2207810_73801WR_A05415	66.9136235450915
1663	2207810_73801WR_A05415	66.9136235450915
1664	2088729_7330_171287	26.610959610636407
1665	2088729_ST70_170810	10.0
1666	2088729_3DT401_181120	10.0
1667	2088083_3DT230_9713460	27.18445447664579
1668	2088083_90005_9713559	13.552953794746415
1669	150322589_ST70_305446	24.064319920123527
1670	500040363_3DT230_915731	10.415261648823606
1671	500083278_7330_121208	3.0
1672	500083278_ST70_461744	3.0
1673	150322080_ST70_305440	14.651090621087363
1674	150322080_ST70_305440	14.651090621087363
1675	150322080_ST70_305440	14.651090621087363
1676	150322080_ST70_305440	14.651090621087363
1677	500072526_3DT222_912141	104.68303721007378
1678	150170139_ST70_915795	25.696261004869605
1679	500091734_ST70_305459	11.0
1680	150331023_3DT401_909332	12.0
1681	150331023_3DT401_909332	12.0
1682	150331023_3DT401_909332	12.0
1683	150331023_3DT401_909332	12.0
1684	150331023_ST70_393237	10.0
1685	150331023_ST70_393237	10.0
1686	150331023_ST70_393237	10.0
1687	150331023_ST70_393237	10.0
1688	150285671_ST70_305360	16.46451507880526
1689	2226011_ST70_913711	19.802740364768916
1690	150210292_3DT401_102476	7.5
1691	150210292_ST70_305395	25.933321220916426
1692	150314651_7360_171386	10.0
1693	150314651_7360_171386	10.0
1694	150314651_7360_171386	10.0
1695	150314651_7360_171386	10.0
1696	150314651_7360_171386	10.0
1697	150314651_7360_171386	10.0
1698	2222035_ST70_180860	23.762888341673897
1699	2222035_ST70_180860	23.762888341673897
1700	2222035_ST70_180860	23.762888341673897
1701	150406281_ST70_974807	35.24640877603082
1702	2172546_3DT230_910555	15.288516130115475
1703	2172546_H-550_910554	12.0
1704	500042704_3DT465_910585	12.0
1705	150408841_3DT185_34116	40.0
1706	150408841_CB70_61133	78.22472363155957
1707	500093626_ST70_305618	10.0
1708	500093626_ST70_305618	10.0
1709	500093626_ST70_305618	10.0
1710	2099662_ST70_170271	25.46201451836515
1711	2213600_7330_180319	12.0
1712	2069526_ST70_950002	3.0
1713	500074681_3DT401_909416	12.0
1714	2140728_3DT230_170301	30.49464860937738
1715	2140728_3DT230_170301	30.49464860937738
1716	500078476_1338_9713401	11.0
1717	150443892_3DT222_173814	10.0
1718	150443892_H-550_103041	7.5
1719	2053167_ST70_172491	37.29375221458579
1720	2053167_ST70_172491	37.29375221458579
1721	2216912_7360_173116	121.89726202322935
1722	2216912_7360_173116	121.89726202322935
1723	150369897_3DT401_104632	13.311281169402923
1724	150314648_7360_915393	10.0
1725	150314648_7360_915393	10.0
1726	150205511_3DT260_107325	7.5
1727	150369718_3DT401_915113	16.430069574555546
1728	150121259_PC-191T_912189	11.0
1729	2061603_3DT465_909407	16.36206856282076
1730	2061603_3DT465_909407	16.36206856282076
1731	150314657_7360_915457	10.0
1732	150314657_7360_915457	10.0
1733	150314657_7360_915457	10.0
1734	150314657_7360_915457	10.0
1735	150314657_7360_915457	10.0
1736	150314657_7360_915457	10.0
1737	150440526_3DT260_910381	12.0
1738	500080926_PC-510T_103118	7.5
1739	150126218_7390_394753	73.984334875715
1740	150434890_ST70_112156	10.55295972214935
1741	150434890_ST70_112156	10.55295972214935
1742	150434890_3DT222_9716203	7.5
1743	150434890_3DT222_9716203	7.5
1744	2046800_90005_904702	3.0
1745	150314648_7360_304968	9.611322896912235
1746	150314648_7360_304968	9.611322896912235
1747	2229476_H-550_170093	10.0
1748	500080458_ST70_180827	36.97613000157236
1749	150209832_3DT465_104414	54.90126923052194
1750	2225613_3DT401_180803	16.311876180167832
1751	500094017_7360_907258	10.660086547136315
1752	500094017_7360_907258	10.660086547136315
1753	500094017_7360_907258	10.660086547136315
1754	150351170_ST70_915308	70.01059676795312
1755	150351170_ST70_915308	70.01059676795312
1756	150351170_ST70_915308	70.01059676795312
1757	150351170_ST70_915308	70.01059676795312
1758	150408019_3DT231_9716545	12.783991202585824
1759	150408019_H-550_106839	7.5
1760	150285673_7330_393292	10.0
1761	2092118_3DT231_305327	12.457351690045476
1762	2092118_3DT231_305327	12.457351690045476
1763	500083242_ST70_913179	15.113628865417727
1764	500083242_ST70_913179	15.113628865417727
1765	500083242_3DT401_913182	21.164076934585935
1766	500083242_3DT401_913182	21.164076934585935
1767	500083242_90005_913167	11.0
1768	500083242_90005_913167	11.0
1769	500092221_ST70_912515	23.146298696982782
1770	500092221_ST70_912515	23.146298696982782
1771	500092221_ST70_912515	23.146298696982782
1772	500092221_ST70_912515	23.146298696982782
1773	500079057_3DT465_909908	12.0
1774	150450092_ST70_173104	10.0
1775	150450092_ST70_173104	10.0
1776	150450092_ST70_173104	10.0
1777	150450092_ST70_173104	10.0
1778	2072286_3DT465_912186	26.375681110711696
1779	2070369_3DT465_100434	7.5
1780	2070369_ST70_112268	7.5
1781	150363842_3DT260_TLM301773	9.702175935861778
1782	2051615_3DT230_909600	12.0
1783	2051615_3DT230_909600	12.0
1784	2051615_3DT230_909600	12.0
1785	2051615_3DT230_909600	12.0
1786	2051615_H-550_106962	7.5
1787	2051615_H-550_110163	7.5
1788	150184159_7468_109101	7.5
1789	150184159_7468_109101	7.5
1790	500062161_1338_9713516	12.38095468792934
1791	150183433_ST70_9713452	46.29984039263556
1792	150183433_ST70_9713452	46.29984039263556
1793	150183433_ST70_9713452	46.29984039263556
1794	150183433_ST70_9713452	46.29984039263556
1795	150353434_3DT230_910357	11.0
1796	500069643_7330_9716583	10.0
1797	150324477_3DT198_600023	11.91481363542696
1798	150183007_ST70_914159	26.618901729338265
1799	150183007_ST70_914159	26.618901729338265
1800	150183007_ST70_914159	26.618901729338265
1801	150183007_ST70_914159	26.618901729338265
1802	150081079_ST70_910611	27.85164759805906
1803	150081079_ST70_910611	27.85164759805906
1804	150081079_3DT230_909898	19.02534280630057
1805	150081079_3DT230_909898	19.02534280630057
1806	500047329_3DT401_912689	12.0
1807	150105331_ST70_915449	25.7944589123639
1808	150449763_H-550_911267	12.0
1809	150183008_H-550_105370	7.5
1810	150183008_H-550_105370	7.5
1811	150183008_H-550_105370	7.5
1812	150351203_3DT465_914800	12.0
1813	150351203_3DT465_914800	12.0
1814	2224642_3DT401_913031	12.0
1815	150437721_7330_9716274	7.5
1816	150437721_ST70_180805	10.0
1817	500044714_7330_305379	10.0
1818	500044714_7330_305379	10.0
1819	500074928_73551_9716626	53.888432394197395
1820	150295370_3DT260_67065	40.0
1821	150434890_ST70_915633	8.083302461239851
1822	150434890_ST70_915633	8.083302461239851
1823	150434890_3DT222_9716204	7.5
1824	150434890_3DT222_9716204	7.5
1825	150434890_H-550_107936	7.5
1826	150434890_H-550_107936	7.5
1827	500044714_ST70_172810	13.929310277966565
1828	150445086_3DT231_910212	11.0
1829	500085761_ST70_393222	10.0
1830	150366512_ST70_914236	24.17724018550701
1831	150285666_ST70_913300	14.705143345864371
1832	2229120_1393T_C41770	385.0
1833	2229120_3DT120_C41769	530.0
1834	2100277_ST70_173510	12.0
1835	150105230_3DT230_909469	13.664026034819928
1836	150207466_3DT260_913061	27.894267723543006
1837	150207466_ST70_913062	16.23261104280507
1838	150330481_3DT231_305558	12.0
1839	2217901_3DT408_910571	12.0
1840	2217901_3DT408_910571	12.0
1841	150349284_H-550_101915	7.5
1842	150349284_H-550_101915	7.5
1843	500081077_H-550_106705	7.5
1844	150363267_3DT465_911429	12.5355241047403
1845	150310930_1338_102490	16.10172149194018
1846	150310930_H-550_108966	22.55490311231904
1847	150354890_ST70_914529	12.0
1848	500097658_7341_915549	7.715819363452567
1849	150358863_3DT231_394294	10.0
1850	2229799_ST70_173091	20.37430420168615
1851	150321266_3DT231_914280	12.817219789150778
1852	150321266_3DT231_914280	12.817219789150778
1853	150310170_ST70_173876	28.31000009787052
1854	2080881_3DT465_915130	19.532799526198175
1855	2067407_3DT230_914493	11.0
1856	500071593_3DT231_32141	40.0
1857	150359273_ST70_906233	3.0
1858	150391782_3DT222_394310	18.72556289443787
1859	150391782_3DT222_394310	18.72556289443787
1860	150359873_3DT465_914417	11.0
1861	150359873_3DT465_914417	11.0
1862	150359873_3DT465_914417	11.0
1863	150380468_3DT231_915323	21.734387161012165
1864	500087802_3DT231_180312	15.088371708136112
1865	150396513_ST70_915028	10.0
1866	500088205_7320_180515	3.0
1867	500072936_ST70_912299	12.0
1868	2075443_H-550_171662	10.0
1869	150403646_3DT231_172494	7.5
1870	150372072_ST70_914432	12.0
1871	150112466_3DT401_950794	6.5
1872	150223949_3DT222_909826	12.0
1873	150223949_3DT222_909826	12.0
1874	150223949_3DT222_909826	12.0
1875	150407673_ST70_170662	11.0
1876	500090791_ST70_181064	40.962555591343964
1877	150386351_ST70_974710	11.0
1878	500095892_3DT231_393291	10.0
1879	2104918_1318_109040	10.421913113760162
1880	2213600_3DT401_600069	10.0
1881	150402797_ST70_172637	10.0
1882	150394443_ST70_173406	10.0
1883	2088096_3DT152_121179	3.5
1884	500040363_ST70_172380	55.500776601715934
1885	500083278_3DT231_171574	10.0
1886	500058167_3DT230_172542	10.0
1887	150322080_3DT230_305439	12.0
1888	150322080_3DT230_305439	12.0
1889	150322080_3DT230_305439	12.0
1890	150322080_H-550_180610	12.0
1891	150322080_H-550_180610	12.0
1892	150322080_H-550_180610	12.0
1893	150322080_H-550_180610	12.0
1894	150322080_H-550_180610	12.0
1895	150207729_8735_TLM904837	3.0
1896	150207729_8735_TLM904837	3.0
1897	150207729_8735_TLM904837	3.0
1898	150207729_H-550_911633	12.0
1899	150207043_ST70_914184	12.0
1900	150443892_ST70_170451	10.0
1901	150369718_1338_915118	10.0
1902	150369718_1338_915118	10.0
1903	150121259_3DT230_911318	11.0
1904	150314657_7360_915458	36.814117433761695
1905	150314657_7360_915458	36.814117433761695
1906	150314657_7360_915458	36.814117433761695
1907	2225613_ST70_170770	32.62783222132259
1908	150408016_3DT222_914253	12.25458089236725
1909	2216912_7360_171305	13.193347349944755
1910	2216912_7360_171305	13.193347349944755
1911	2216912_7360_171305	13.193347349944755
1912	2216912_7360_171305	13.193347349944755
1913	150449762_ST70_9716505	10.0
1914	150450092_ST70_305241	3.0
1915	150450092_ST70_305241	3.0
1916	150450092_ST70_305241	3.0
1917	150450092_ST70_305241	3.0
1918	2181761_H-550_105613	65.36093667295717
1919	2224642_ST70_913032	17.874933743296456
1920	150183433_73551_260165	7.5
1921	150183007_3DT222_151257	16.800423657850747
1922	150183007_3DT222_151257	16.800423657850747
1923	150183007_3DT222_151257	16.800423657850747
1924	2083360_ST70_171200	10.0
1925	2083360_ST70_171200	10.0
1926	150449763_ST70_913705	12.0
1927	2194459_3DT230_909613	12.0
1928	2194459_3DT230_913266	12.0
1929	500065563_3DT465_912182	11.0
1930	500065563_3DT465_912182	11.0
1931	500078204_3DT230_330223	20.0
1932	500094017_7360_173079	10.0
1933	500094017_7360_173079	10.0
1934	2076022_ST70_172514	10.0
1935	150364474_ST70_392962	7.5
1936	150095604_ST70_909413	73.52341231278496
1937	150095604_ST70_909413	73.52341231278496
1938	2213600_ST70_394395	12.398037489211085
1939	150207084_3DT222_913732	12.0
1940	150403614_3DT465_102146	7.5
1941	150450092_H-550_303933	3.0
1942	150450092_H-550_303933	3.0
1943	150450092_H-550_303933	3.0
1944	150450092_H-550_303933	3.0
1945	150450092_H-550_904729	3.0
1946	150450092_H-550_904729	3.0
1947	150450092_H-550_904729	3.0
