,customer_name,item_name,Rate
0,Alpha FMCG Pvt. Ltd.,AT-Atta,10
1,Alpha FMCG Pvt. Ltd.,BI-Biscuits,10
2,Alpha FMCG Pvt. Ltd.,CF-Confectionery,10
3,Alpha FMCG Pvt. Ltd.,CK-Cake,10
4,Alpha FMCG Pvt. Ltd.,DF-Dairy Foods,10
5,Alpha FMCG Pvt. Ltd.,ND-Noodles,10
6,Alpha FMCG Pvt. Ltd.,PD-Pizza Dough,10
7,Alpha FMCG Pvt. Ltd.,RT-Ready to Eat,10
8,Alpha FMCG Pvt. Ltd.,SA-Salt,10
9,Alpha FMCG Pvt. Ltd.,SI-Spices,10
10,Alpha FMCG Pvt. Ltd.,SX-Snacks,10
11,Alpha FMCG Pvt. Ltd.,TS-Toilet Soap,10
12,Bagrry India Pvt. Ltd.,CER-Cereal,10
13,Britannia Industries Ltd Karnataka,BIS-Biscuit,10
14,Britannia Industries Ltd Karnataka,CAK-Cake,10
15,Britannia Industries Ltd Karnataka,MLK-Milk,10
16,Britannia Industries Ltd Karnataka,RSK-Rusk,10
17,Compact India Pvt. Ltd.,PB-Peanut Butter,10
18,Crimsonwave Private Limited,DA-Distributor Atta,10
19,Fuerst Day Lawson (India) Pvt. Ltd.,BI-Biscuits,10
20,Fuerst Day Lawson (India) Pvt. Ltd.,IC-Instant Cofee,10
21,Fuerst Day Lawson (India) Pvt. Ltd.,SR-Sweet Serups,10
22,Fuerst Day Lawson (India) Pvt. Ltd.,SU-Sweet Sauces,10
23,General Mills India Delhi,AT-Atta,10
24,General Mills India Delhi,CM-Cake Mixes,10
25,General Mills India Delhi,ST-Starch,10
26,General Mills India Karnataka,AT-Atta,10
27,General Mills India Karnataka,BI-Biscuits,10
28,General Mills India Karnataka,CM-Cake Mixes,10
29,General Mills India Karnataka,SW-Sweet,10
30,General Mills India Maharashtra,AT-Atta,10
31,General Mills India Maharashtra,CM-Cake Mixes,10
32,General Mills India Maharashtra,SJ-Suji,10
33,General Mills India Maharashtra,ST-Starch,10
34,General Mills India Punjab,AT-Atta,10
35,General Mills India Punjab,CM-Cake Mixes,10
36,General Mills India Punjab,ST-Starch,10
37,General Mills India Pvt Ltd. Goa,AT-Atta,10
38,General Mills India Pvt Ltd. Kerala,AT-Atta,10
39,General Mills India Pvt Ltd. Kerala,CM-Cake Mixes,10
40,General Mills India Tamil Nadu,AT-Atta,10
41,General Mills India Tamil Nadu,BI-Biscuits,10
42,General Mills India Tamil Nadu,CM-Cake Mixes,10
43,General Mills India Tamil Nadu,SJ-Suji,10
44,General Mills India Telangana,AT-Atta,10
45,General Mills India Telangana,CM-Cake Mixes,10
46,General Mills India Uttar Pradesh,AT-Atta,10
47,General Mills India Uttar Pradesh,CM-Cake Mixes,10
48,General Mills India Uttar Pradesh,ROT-Rotis,10
49,General Mills India Uttar Pradesh,ST-Starch,10
50,General Mills India West Bengal,CM-Cake Mixes,10
51,Great Brown Foods India Pvt Ltd,AT-Atta,10
52,Great Brown Foods India Pvt Ltd,BD-Bread,10
53,Great Brown Foods India Pvt Ltd,BI-Biscuits,10
54,Great Brown Foods India Pvt Ltd,RS-Rusk,10
55,Greendot Health Foods Pvt Ltd.,ALM-Almond,10
56,Greendot Health Foods Pvt Ltd.,CAS-Cashew,10
57,Greendot Health Foods Pvt Ltd.,GRE-Green peas,10
58,Greendot Health Foods Pvt Ltd.,NUT-Nuts Mix,10
59,Greendot Health Foods Pvt Ltd.,PEA-Peanut,10
60,Greendot Health Foods Pvt Ltd.,SCS-Snacks&Chips Seasoning Rejects,10
61,Greendot Health Foods Pvt Ltd.,SUN-Sunflower Seed,10
62,Greendot Health Foods Pvt Ltd.,TOR-Tortilla Wraps,10
63,Happy Jars,PH-Peanut Husk,10
64,ID Fresh Food India Pvt. Ltd.,BAT-Batter,10
65,ID Fresh Food India Pvt. Ltd.,BRE-Bread,10
66,ID Fresh Food India Pvt. Ltd.,CRD-Curd,10
67,ID Fresh Food India Pvt. Ltd.,ROT-Rotis,10
68,ITC DEL Distributors,ABAG-Atta Bags,10
69,ITC DEL Distributors,AG-Agarbatti,10
70,ITC DEL Distributors,AL-Antispectic Liquid,10
71,ITC DEL Distributors,AT-Atta,10
72,ITC DEL Distributors,BI-Biscuits,10
73,ITC DEL Distributors,CF-Confectionery,10
74,ITC DEL Distributors,CH-Chocolates,10
75,ITC DEL Distributors,CR-Cream,10
76,ITC DEL Distributors,DB-Dairy Best Milk,10
77,ITC DEL Distributors,DF-Dairy Foods,10
78,ITC DEL Distributors,DM-Dairy Milk,10
79,ITC DEL Distributors,DT-Deodrant,10
80,ITC DEL Distributors,FC-Floor Cleaner,10
81,ITC DEL Distributors,FOOD-Mix,10
82,ITC DEL Distributors,FW-Facewash,10
83,ITC DEL Distributors,GU-Gum,10
84,ITC DEL Distributors,HS-Hand Sanitizer,10
85,ITC DEL Distributors,HW-Hand Wash,10
86,ITC DEL Distributors,HW-Handwash,10
87,ITC DEL Distributors,IC-Instant Cofee,10
88,ITC DEL Distributors,IC-Instant Coffee,10
89,ITC DEL Distributors,JU-Juices,10
90,ITC DEL Distributors,MF-Mixed Food,10
91,ITC DEL Distributors,MIX,10
92,ITC DEL Distributors,MP-Mixed PCP,10
93,ITC DEL Distributors,ND-Noodles,10
94,ITC DEL Distributors,NG-Nicotine Gum,10
95,ITC DEL Distributors,OP-Body oil,10
96,ITC DEL Distributors,PCP-Mix,10
97,ITC DEL Distributors,PR-Premium Range,10
98,ITC DEL Distributors,RT-Ready to Eat,10
99,ITC DEL Distributors,SA-Salt,10
100,ITC DEL Distributors,SD-Spray Disinfect,10
101,ITC DEL Distributors,SG-Shower Gel,10
102,ITC DEL Distributors,SI-Spices,10
103,ITC DEL Distributors,SN-Pasta,10
104,ITC DEL Distributors,SX-Snacks,10
105,ITC DEL Distributors,TA-Talc,10
106,ITC DEL Distributors,TS-Toilet Soap,10
107,ITC DEL Distributors,WA-Waste Atta Bag,10
108,ITC DEL Distributors,WJ-Waste Juice,10
109,ITC DEL Distributors,WP-Waste PCP,10
110,ITC DEL Distributors,WR-Waste Wrappers,10
111,ITC DEL WH Ghaziabad,AG-Agarbatti,10
112,ITC DEL WH Ghaziabad,AL-Antispectic Liquid,10
113,ITC DEL WH Ghaziabad,AT-Atta,10
114,ITC DEL WH Ghaziabad,BI-Biscuits,10
115,ITC DEL WH Ghaziabad,CF-Confectionery,10
116,ITC DEL WH Ghaziabad,DF-Dairy Foods,10
117,ITC DEL WH Ghaziabad,DT-Deodrant,10
118,ITC DEL WH Ghaziabad,HS-Hand Sanitizer,10
119,ITC DEL WH Ghaziabad,HW-Hand Wash,10
120,ITC DEL WH Ghaziabad,HW-Handwash,10
121,ITC DEL WH Ghaziabad,IC-Instant Cofee,10
122,ITC DEL WH Ghaziabad,IC-Instant Coffee,10
123,ITC DEL WH Ghaziabad,MP-Mixed PCP,10
124,ITC DEL WH Ghaziabad,ND-Noodles,10
125,ITC DEL WH Ghaziabad,RT-Ready to Eat,10
126,ITC DEL WH Ghaziabad,SA-Salt,10
127,ITC DEL WH Ghaziabad,SG-Shower Gel,10
128,ITC DEL WH Ghaziabad,SI-Spices,10
129,ITC DEL WH Ghaziabad,SN-Pasta,10
130,ITC DEL WH Ghaziabad,SX-Snacks,10
131,ITC DEL WH Ghaziabad,TS-Toilet Soap,10
132,ITC DEL WH Hamidpur,AT-Atta,10
133,ITC DEL WH Hamidpur,BI-Biscuits,10
134,ITC DEL WH Hamidpur,CF-Confectionery,10
135,ITC DEL WH Hamidpur,DF-Dairy Foods,10
136,ITC DEL WH Hamidpur,DT-Deodrant,10
137,ITC DEL WH Hamidpur,HW-Handwash,10
138,ITC DEL WH Hamidpur,ND-Noodles,10
139,ITC DEL WH Hamidpur,RT-Ready to Eat,10
140,ITC DEL WH Hamidpur,SI-Spices,10
141,ITC DEL WH Hamidpur,SN-Pasta,10
142,ITC DEL WH Hamidpur,SX-Snacks,10
143,ITC DEL WH Hamidpur,TS-Toilet Soap,10
144,ITC DEL WH Hassangarh,AT-Atta,10
145,ITC DEL WH Hassangarh,BI-Biscuits,10
146,ITC DEL WH Hassangarh,CF-Confectionery,10
147,ITC DEL WH Hassangarh,CH-Chocolates,10
148,ITC DEL WH Hassangarh,CR-Cream,10
149,ITC DEL WH Hassangarh,DF-Dairy Foods,10
150,ITC DEL WH Hassangarh,DM-Dairy Milk,10
151,ITC DEL WH Hassangarh,DT-Deodrant,10
152,ITC DEL WH Hassangarh,FC-Floor Cleaner,10
153,ITC DEL WH Hassangarh,FW-Facewash,10
154,ITC DEL WH Hassangarh,HS-Hand Sanitizer,10
155,ITC DEL WH Hassangarh,HW-Handwash,10
156,ITC DEL WH Hassangarh,IC-Instant Cofee,10
157,ITC DEL WH Hassangarh,JU-Juices,10
